No,ISIN CODE,Year,CASH DIVIDENDS PAID - TOTAL,CASH,TOTAL DEBT,MARKET VALUE,TOTAL SHAREHOLDERS EQUITY,TOTAL ASSETS,FREE CASH FLOW,A_prev,LEV,Q,kz
1142,TW0006488000,2015,1990725,2504496,708482,26142.89,16724597,23815760,2581302,21384763,0.042361678,0.00156314,-3.831474389
1142,TW0006488000,2016,1846250,5627979,27431279,29983.09,15774704,60560237,1189346,23815760,1.738940965,0.001900707,2.02545759
1142,TW0006488000,2017,1093125,18794362,14440308,152162.9,34045928,68395210,10102694,60560237,0.424142,0.004469342,0.041918883
1142,TW0006488000,2018,4372500,35214323,5500392,129644.6,43139455,88435544,38795471,68395210,0.127502584,0.003005244,-3.378380238
1142,TW0006488000,2019,10880925,32821512,10674026,165936.3,45067015,94730713,18531287,88435544,0.236847859,0.00368199,-4.83047657
1142,TW0006488000,2020,10880925,22439481,10539971,184519.4,44154900,92620830,13835694,94730713,0.238704447,0.004178911,-4.260247379
1142,TW0006488000,2021,7834266,65894422,52099913,337994.1,45631503,148757735,23033430,92620830,1.141753166,0.007407034,-0.951422067
1142,TW0006488000,2022,6963792,80490723,49934373,167248.1,54324005,166950542,37995595,148757735,0.919195354,0.003078714,0.063194648
1142,TW0006488000,2023,6963792,26164591,55481498,226758.4,66449565,185626373,23800274,166950542,0.834941478,0.003412489,0.619546861
1142,TW0006488000,2024,,,,194114.1,,,16846438,185626373,,,
1143,TW0006116007,2014,439818,5884260,2903250,29216.22,35610108,45567526,5626997,,0.081528818,0.000820447,
1143,TW0006116007,2015,0,4204436,2096180,13841.23,32639751,39374956,3378438,45567526,0.064221691,0.000424061,0.00608951
1143,TW0006116007,2016,0,6209977,1692178,25612.75,37085662,44530084,2772189,39374956,0.045628901,0.000690638,-0.134514867
1143,TW0006116007,2017,1616967,4891172,1048603,36866.83,42239968,49905929,4757903,44530084,0.0248249,0.000872795,-1.612654178
1143,TW0006116007,2018,1616967,4478818,687974,22766.88,41295974,48608369,4546057,49905929,0.01665959,0.00055131,-1.441122218
1143,TW0006116007,2019,940180,2911602,1502284,21091.37,40925697,47891109,974461,48608369,0.036707597,0.000515358,-0.750159413
1143,TW0006116007,2020,0,4210290,1006924,29835.05,44421649,52011853,2961613,47891109,0.022667416,0.000671633,-0.106227814
1143,TW0006116007,2021,1513593,5027102,1152822,46315.89,50579268,60553516,12983278,52011853,0.022792382,0.000915709,-1.458917478
1143,TW0006116007,2022,2927187,5438204,2744014,34254.83,47172770,56581760,2201596,60553516,0.058169448,0.000726157,-1.887849573
1143,TW0006116007,2023,0,3110774,4058120,33225.71,41529483,52448345,-2588561,56581760,0.097716603,0.000800051,0.280502784
1143,TW0006116007,2024,,,,27639.09,,,-2894574,52448345,,,
1144,TW0002498003,2014,0,55743558,0,113758.2,80333373,155385567,-3353528,,0,0.001416076,
1144,TW0002498003,2015,314636,35346799,0,67636.38,64792095,120693761,-7663833,155385567,0,0.001043899,-0.329680023
1144,TW0002498003,2016,0,30080217,0,69377.5,51771506,94191306,-15374336,120693761,0,0.001340071,-0.199717273
1144,TW0002498003,2017,0,10443227,0,55241.23,33695576,57594758,-14022131,94191306,0,0.001639421,0.003832969
1144,TW0002498003,2018,0,24449548,0,30418.91,45168838,63753759,-10169649,57594758,0,0.000673449,-0.381114381
1144,TW0002498003,2019,311148,28143761,328714,29559.11,34853770,49130752,-9106053,63753759,0.009431232,0.000848089,-0.600989764
1144,TW0002498003,2020,0,16375830,1050054,23576.96,29892539,41737885,-8684334,49130752,0.035127628,0.000788724,-0.150702238
1144,TW0002498003,2021,0,16576907,4791895,57325.04,27222902,41001495,-4449616,41737885,0.1760244,0.002105765,0.137683813
1144,TW0002498003,2022,0,17945253,9591742,43378.56,25559160,43413591,-3869020,41001495,0.375276105,0.001697183,0.697483444
1144,TW0002498003,2023,0,12439363,12770035,38287.71,22805128,42695006,-4048080,43413591,0.559963312,0.001678908,1.474842016
1144,TW0002498003,2024,,,,37415.57,,,-3202446,42695006,,,
1145,TW0002049004,2014,685316,2460006,12065623,60522.25,12928141,30211449,3152765,,0.933283679,0.004681435,
1145,TW0002049004,2015,836593,2025238,14338137,48874,13646037,32982999,2165052,30211449,1.050718022,0.003581553,2.041633167
1145,TW0002049004,2016,565485,2183348,13957201,35706.32,14101611,32800811,2778116,32982999,0.989759326,0.002532074,2.256542689
1145,TW0002049004,2017,439462,2765759,13805752,86288.38,16293096,37324245,6407702,32800811,0.847337547,0.005296009,1.823602127
1145,TW0002049004,2018,980551,2791232,14008350,67025.25,24180459,48433217,6466475,37324245,0.579325231,0.002771877,0.506012394
1145,TW0002049004,2019,2103934,2014045,19760638,81574,23743253,47948828,1149884,48433217,0.832263296,0.003435671,0.813104077
1145,TW0002049004,2020,557242,2605652,14308620,84340.06,27562128,47678062,4455272,47948828,0.519140612,0.003059998,1.005228213
1145,TW0002049004,2021,661733,5435053,11756461,108371.9,30280285,50370357,7633120,47678062,0.388254635,0.003578959,0.359280194
1145,TW0002049004,2022,1533565,7458070,9493554,61559.8,34751330,51562772,6851381,50370357,0.273185343,0.001771437,-0.679777045
1145,TW0002049004,2023,1945857,7564030,9534134,72173.56,34998024,50945583,5212720,51562772,0.272419209,0.002062218,-0.93433832
1145,TW0002049004,2024,,,,89686.25,,,5147240,50945583,,,
1146,TW0002880002,2014,6321174,,189042759,164638.6,143942273,2257808394,32662241,,1.313323425,0.001143782,
1146,TW0002880002,2015,5783866,,175037724,158005.5,153067799,2348018007,52022410,2257808394,1.143530678,0.001032258,
1146,TW0002880002,2016,6222643,,232909240,167275.8,158981730,2543531073,-34839319,2348018007,1.465006325,0.00105217,
1146,TW0002880002,2017,7342080,,206600962,182819.9,164232583,2570773482,15549462,2543531073,1.257977913,0.001113177,
1146,TW0002880002,2018,5507244,,255250780,203744.6,174155481,2680710063,27590977,2570773482,1.465648847,0.001169901,
1146,TW0002880002,2019,6272656,,236596286,272060.7,188698509,2728474676,11098832,2680710063,1.253832302,0.001441775,
1146,TW0002880002,2020,6806523,,261679003,227529.5,189402162,3097650198,20569428,2728474676,1.381605153,0.001201304,
1146,TW0002880002,2021,3396434,,273700035,268500.8,200704721,3457382838,14492442,3097650198,1.363695052,0.00133779,
1146,TW0002880002,2022,10259126,,346149217,291954.7,184824931,3626143456,65798039,3457382838,1.872849161,0.001579628,
1146,TW0002880002,2023,8022828,,422295068,285133.3,207810082,3865351484,1738130,3626143456,2.032120213,0.001372086,
1146,TW0002880002,2024,,,,349302.1,,,-225660,3865351484,,,
1147,TW0002542008,2014,1232473,8482212,50122706,47024,30619317,108134263,2797739,,1.636963555,0.001535763,
1147,TW0002542008,2015,4335292,12175914,49153308,54539.79,35090990,114152008,-6404561,108134263,1.400738708,0.001554239,2.719479174
1147,TW0002542008,2016,7895589,10571916,55457776,50514.9,34578269,111115280,16760922,114152008,1.603833205,0.001460886,2.024282349
1147,TW0002542008,2017,5699872,10412644,72284431,47831.7,30692772,124065212,-3710097,111115280,2.35509621,0.001558403,5.270007964
1147,TW0002542008,2018,3989911,15052306,78031586,54131.46,34180147,130844895,7539869,124065212,2.282950568,0.001583711,5.671441965
1147,TW0002542008,2019,7237596,12227545,96954800,55123.19,30396294,147782336,-12435799,130844895,3.18969148,0.001813484,7.792750603
1147,TW0002542008,2020,2795749,10538810,123020249,53769.91,32121924,180759993,-16546708,147782336,3.8297908,0.001673932,11.29072863
1147,TW0002542008,2021,2584670,11893909,134131809,58268.34,40723869,203456471,-22942074,180759993,3.293690219,0.001430815,9.813166158
1147,TW0002542008,2022,6703621,14158954,148959946,72102,44584107,225101320,-18180620,203456471,3.341099688,0.001617213,9.180173975
1147,TW0002542008,2023,1057848,14702019,136024139,76684.5,46574568,226806262,13415034,225101320,2.920566842,0.001646489,8.836248064
1147,TW0002542008,2024,,,,84996.25,,,6136649,226806262,,,
1148,TW0002317005,2014,23631672,679045078,413615886,1416009,930231233,2445338590,209090398,,0.444637711,0.001522212,
1148,TW0002317005,2015,56214946,657599967,294913768,1368177,1007629838,2289996306,231875330,2445338590,0.292680662,0.001357817,-0.440756428
1148,TW0002317005,2016,62553153,633855524,428243198,1436377,1078749394,2577452227,270152460,2289996306,0.396981171,0.001331521,-0.318433972
1148,TW0002317005,2017,77979322,642698747,664765173,1940809,1084220815,3392168236,34752297,2577452227,0.613127108,0.00179005,0.384476837
1148,TW0002317005,2018,34657477,788662325,779634870,1079926,1211878469,3365126123,-156767651,3392168236,0.643327603,0.000891117,1.355255683
1148,TW0002317005,2019,55451962,858317517,709582598,1258759,1239984346,3302240233,223789822,3365126123,0.572251255,0.001015141,0.741369496
1148,TW0002317005,2020,58224561,1233509180,805207976,1104879,1297277376,3654328738,348159922,3302240233,0.620690679,0.000851691,0.652854764
1148,TW0002317005,2021,55451962,1059740494,910138538,1511065,1380457310,3888434942,62446229,3654328738,0.659302197,0.001094612,1.06991246
1148,TW0002317005,2022,79025627,1062625011,974006292,1386298,1450544916,4113212748,160898189,3888434942,0.671476134,0.000955708,0.901638739
1148,TW0002317005,2023,80721555,1198094983,943072102,1332232,1493109102,3919585029,322360272,4113212748,0.631616337,0.000892254,0.743441485
1148,TW0002317005,2024,,,,3008268,,,299969488,3919585029,,,
1149,TW0002207008,2014,6881858,7288563,81043085,244688.2,35396509,148153417,8188933,,2.289578472,0.006912778,
1149,TW0002207008,2015,5734881,10406462,88666696,207548,39364139,164213152,11841074,148153417,2.252473908,0.005272515,5.36520627
1149,TW0002207008,2016,6554150,12024515,94838786,199082.2,43106242,178054549,18159275,164213152,2.200117236,0.004618408,5.118329473
1149,TW0002207008,2017,6554150,15041676,107344322,191162.6,46655301,205602662,13753010,178054549,2.30079583,0.004097339,5.575807965
1149,TW0002207008,2018,6554150,9469088,122805982,117701.5,49335726,228214974,8652925,205602662,2.48918972,0.002385726,6.447938958
1149,TW0002207008,2019,6554150,12023739,127969439,310775.8,58586436,254074051,19692166,228214974,2.184284414,0.005304569,5.56385609
1149,TW0002207008,2020,7646509,18525991,149467781,350646.9,65477704,288446232,13781047,254074051,2.282727889,0.005355211,5.823836365
1149,TW0002207008,2021,9285046,25813580,192068343,332623,73770851,347636951,-4294495,288446232,2.603580417,0.004508868,6.795209367
1149,TW0002207008,2022,10923584,15629561,259059491,322791.8,41764987,402461521,-13352906,347636951,6.202791132,0.007728766,18.20659355
1149,TW0002207008,2023,1092358,23142893,307616037,358217,66226484,482032930,-40463354,402461521,4.644909686,0.005408969,14.49944092
1149,TW0002207008,2024,,,,361559.6,,,5341558,482032930,,,
1150,TW0003481008,2014,1357439,45957239,130983085,144340.7,227690063,464738039,80077225,,0.57526922,0.000633935,
1150,TW0003481008,2015,6947188,28528513,59991206,108490.3,232264723,371553869,100790252,464738039,0.258288066,0.000467098,-0.079666645
1150,TW0003481008,2016,1989810,35384839,56093903,111464,226006363,356781405,35019032,371553869,0.248196123,0.00049319,0.347278471
1150,TW0003481008,2017,995204,65988955,28238902,129874.5,264325048,408509997,78572530,356781405,0.106833999,0.000491344,-0.238958939
1150,TW0003481008,2018,7961657,33847328,51336576,100515.9,254990705,404695740,59275820,408509997,0.201327244,0.000394194,-0.394794934
1150,TW0003481008,2019,597124,34732975,41154671,69863.5,231927704,362414536,15917850,404695740,0.177446119,0.00030123,0.346331891
1150,TW0003481008,2020,963107,26532083,52514777,96236.69,235076048,372437875,19202023,362414536,0.223394844,0.000409385,0.446655667
1150,TW0003481008,2021,4188361,28667746,49394225,191650.6,304347400,464107452,101786065,372437875,0.162295538,0.00062971,-0.311200179
1150,TW0003481008,2022,11087601,68490588,40583056,122322.6,252475224,380194136,13602909,464107452,0.160740747,0.000484493,-0.665685198
1150,TW0003481008,2023,0,50512584,43441541,112121.1,228124869,354684507,9109341,380194136,0.190428782,0.00049149,0.399176541
1150,TW0003481008,2024,,,,131422.2,,,12643065,354684507,,,
1151,TW0002356003,2014,5739960,12718677,32097759,77489.44,57578038,195701729,9060814,,0.557465313,0.001345816,
1151,TW0002356003,2015,6278081,18135631,19304085,71570.06,56480704,175746473,7874259,195701729,0.341781947,0.001267159,-0.36054595
1151,TW0002356003,2016,5022465,18209692,19055503,87354.94,54792873,182373217,17424719,175746473,0.347773387,0.001594276,-0.276255769
1151,TW0002356003,2017,5201839,26949180,40958838,84484.94,55682837,208767827,-6912393,182373217,0.735573836,0.001517253,1.022460806
1151,TW0002356003,2018,5919334,25062511,35267011,93274.31,55364481,205803922,1797927,208767827,0.636997049,0.001684732,0.709633115
1151,TW0002356003,2019,5381213,18952967,30585793,81435.56,55271148,193092853,12104984,205803922,0.553377198,0.001473383,0.521004942
1151,TW0002356003,2020,4663718,32951595,42176838,80000.63,57984659,214161437,-1175950,193092853,0.727379254,0.001379686,1.107963799
1151,TW0002356003,2021,6636829,34787912,66610010,95068,57084704,247615422,135410,214161437,1.166862668,0.001665385,2.220638631
1151,TW0002356003,2022,5022465,42450643,62251249,85381.81,59554058,234215605,8383348,247615422,1.045289794,0.001433686,2.218215069
1151,TW0002356003,2023,5381213,28133069,50122548,150673.9,61119543,239707976,27572666,234215605,0.820073998,0.002465233,1.388296787
1151,TW0002356003,2024,,,,188342.3,,,1185464,239707976,,,
1152,TW0009933002,2014,1880031,9810303,3613592,37909.79,17137716,56342424,5377853,,0.210856102,0.002212068,
1152,TW0009933002,2015,2080184,5589006,7211184,31854.59,17019448,59712656,-1216860,56342424,0.423702578,0.001871658,-0.241721591
1152,TW0009933002,2016,2431686,13832291,4308836,35797.53,17098343,65690741,6627643,59712656,0.252003133,0.002093626,-1.23838372
1152,TW0009933002,2017,2500356,19354880,8804167,35339.57,17952032,69554650,4023757,65690741,0.490427323,0.001968555,-0.41753655
1152,TW0009933002,2018,2918194,15070992,14966313,33660.38,17458729,76003998,-1332167,69554650,0.85723955,0.001927997,0.762650937
1152,TW0009933002,2019,2250832,20767581,18305180,31372.04,16156443,68710132,8253698,76003998,1.132995672,0.001941767,1.915029665
1152,TW0009933002,2020,2041924,13422837,20566921,29350.13,15827557,69899311,-4250116,68710132,1.299437494,0.001854369,2.706587347
1152,TW0009933002,2021,2066848,21399753,19972786,27367.24,16580555,86481800,11456522,69899311,1.20459092,0.001650562,2.042807773
1152,TW0009933002,2022,2405179,21209400,21037395,30331.01,17426505,92278934,10582182,86481800,1.207206781,0.00174051,2.242419193
1152,TW0009933002,2023,2267317,27434929,28684999,33801.7,18026264,108686753,8825851,92278934,1.591289188,0.001875136,3.534881933
1152,TW0009933002,2024,,,,34848.25,,,-3994662,108686753,,,
1153,TW0003189007,2014,1561000,11541615,3971207,49059.96,27398009,41051398,6041061,,0.144945094,0.00179064,
1153,TW0003189007,2015,1784000,12746307,5033969,30729.39,28391136,42628852,6926309,41051398,0.17730777,0.001082359,-1.743064482
1153,TW0003189007,2016,1559075,11212646,4273125,31443,28869710,41243833,6236155,42628852,0.14801413,0.001089135,-1.47723121
1153,TW0003189007,2017,1336350,10342012,5556309,33896,27998561,42146387,5921144,41243833,0.198449806,0.001210634,-1.134634102
1153,TW0003189007,2018,669000,10068669,6794061,18800.07,27782150,42611543,4543655,42146387,0.244547704,0.000676696,-0.283529422
1153,TW0003189007,2019,676261,10712103,7314731,21430.16,25567021,41689545,2739483,42611543,0.286100246,0.000838195,-0.125759614
1153,TW0003189007,2020,451039,11664932,6356101,34807.56,25669652,42755690,5000686,41689545,0.247611499,0.001355981,-0.139340834
1153,TW0003189007,2021,450847,15332027,11339460,112485.5,29069332,58363095,9588102,42755690,0.390083267,0.003869559,0.111338925
1153,TW0003189007,2022,2028798,16684198,12815481,47088.68,34321700,72606030,12210336,58363095,0.373392955,0.00137198,-0.790963308
1153,TW0003189007,2023,3438175,15700767,18759661,43402.28,31694889,78019056,13178321,72606030,0.591882843,0.001369378,-0.484935159
1153,TW0003189007,2024,,,,49320.46,,,3537652,78019056,,,
1154,TW0002449006,2014,1550175,3799639,12784312,28734.89,22954862,39072268,6185093,,0.556932645,0.0012518,
1154,TW0002449006,2015,2146146,2754795,14090558,24524.43,22352273,39982312,8144667,39072268,0.630385912,0.001097178,-0.49971091
1154,TW0002449006,2016,1394753,3001117,15286863,31813.91,23697577,43374720,8110684,39982312,0.645081267,0.001342496,0.340580204
1154,TW0002449006,2017,2108111,5395029,12004507,36920.21,25046336,40824330,8953389,43374720,0.479291941,0.001474076,-0.791977787
1154,TW0002449006,2018,2198300,4786626,17047023,23843.52,24477111,46750361,7951662,40824330,0.69644751,0.000974115,-0.297344314
1154,TW0002449006,2019,1650706,6166005,22099671,44935.86,26191939,54849267,9781555,46750361,0.843758494,0.001715637,0.866381286
1154,TW0002449006,2020,2200941,8008530,24788223,38944.43,29319071,61087895,11685761,54849267,0.845464135,0.001328297,0.658249324
1154,TW0002449006,2021,2445490,8649932,26686088,50988.44,34184275,71958508,12471949,61087895,0.780653912,0.001491576,0.473319874
1154,TW0002449006,2022,3668235,12816115,26788623,40961.95,36089978,74062727,19115304,71958508,0.742273187,0.001134995,-0.190694742
1154,TW0002449006,2023,4279608,12262554,23867823,101120.9,38903009,73608287,14611738,74062727,0.613521257,0.002599308,-0.779253509
1154,TW0002449006,2024,,,,169961.5,,,15330812,73608287,,,
1155,TW0002301009,2014,6242436,66483356,45021216,99010.63,74970727,213428363,19046932,,0.600517266,0.001320657,
1155,TW0002301009,2015,4565318,65501807,38923648,79510.19,75988511,206489065,15619609,213428363,0.512230698,0.001046345,0.283407467
1155,TW0002301009,2016,5154394,65208491,34321654,103438.1,75931535,207815122,17099320,206489065,0.452007904,0.001362255,-0.068455722
1155,TW0002301009,2017,6793003,57783860,30175536,93917.06,70511478,186380837,13272232,207815122,0.427952113,0.00133194,-0.381591846
1155,TW0002301009,2018,6787163,63285301,30089286,90625.88,71323756,192802867,13290721,186380837,0.421869061,0.001270627,-0.63679164
1155,TW0002301009,2019,6793345,67639056,31388438,120129.3,72459775,182054746,16418279,192802867,0.433184315,0.001657876,-0.583051106
1155,TW0002301009,2020,7443283,71508036,25668747,111078.4,73589675,171610310,18422754,182054746,0.348809082,0.001509429,-1.143160955
1155,TW0002301009,2021,12560540,68275835,29529436,144578.3,72341068,179299143,15691906,171610310,0.408197402,0.001998565,-2.234096046
1155,TW0002301009,2022,9144103,91065529,36679939,157508.1,81356005,196977210,16073678,179299143,0.45085718,0.001936035,-1.363426876
1155,TW0002301009,2023,11519737,92763658,26792951,261702.9,84380596,186347353,29823600,196977210,0.317525027,0.003101458,-2.09153404
1155,TW0002301009,2024,,,,246461.3,,,16713887,186347353,,,
1156,TW0003008009,2014,3822996,11668551,190157,287730.6,46198169,60768361,16384041,,0.004116116,0.006228182,
1156,TW0003008009,2015,6841150,39212279,157189,364861.3,63386299,83579117,26718559,60768361,0.002479858,0.005756154,-5.742027797
1156,TW0003008009,2016,8517903,52740407,37607,478209.7,76842515,96760879,22635540,83579117,0.000489404,0.006223244,-5.137545187
1156,TW0003008009,2017,8517903,67896008,395774,789414.5,92397231,115533722,31917994,96760879,0.004283397,0.008543703,-4.726732156
1156,TW0003008009,2018,9725164,83403426,552868,439979.8,107599571,132245552,30377817,115533722,0.005138199,0.004089048,-4.532036211
1156,TW0003008009,2019,9121533,84920560,423228,625763.9,126393911,153343125,30312999,132245552,0.003348484,0.004950902,-3.796181953
1156,TW0003008009,2020,10597076,89621272,416100,421870.8,140802158,170766961,28634808,153343125,0.00295521,0.002996196,-3.68479808
1156,TW0003008009,2021,12273828,89149294,169550,268951,141739722,173948365,21749258,170766961,0.001196207,0.001897499,-3.658794164
1156,TW0003008009,2022,14635600,110171631,151658,256926.2,155109100,184634689,41822796,173948365,0.00097775,0.001656422,-4.405287929
1156,TW0003008009,2023,9676444,107489900,80562,286956.6,165510401,194821651,22152938,184634689,0.000486749,0.001733768,-2.961137239
1156,TW0003008009,2024,,,,311648.1,,,27158021,194821651,,,
1157,TW0002337003,2014,0,1894387,16350975,23840.36,22765127,43930397,72487,,0.718246597,0.001047232,
1157,TW0002337003,2015,0,3018831,14085802,17474.2,18420077,36718432,1738997,43930397,0.764698323,0.00094865,2.270627228
1157,TW0002337003,2016,0,3986311,10316420,15041.38,18317714,34547659,4156776,36718432,0.563193639,0.000821138,1.511901946
1157,TW0002337003,2017,0,6137888,8038395,104505.9,24655662,43196235,6053717,34547659,0.32602633,0.004238617,0.615389085
1157,TW0002337003,2018,1804776,13611502,9220090,35977.73,31360023,57864720,9781114,43196235,0.294007756,0.001147248,-1.374149843
1157,TW0002337003,2019,2205852,8725089,15659161,57129.7,32491392,59549412,5805483,57864720,0.481947988,0.001758303,-0.296512207
1157,TW0002337003,2020,2205564,11879299,17193782,58844.77,36193592,65231924,8634433,59549412,0.475050445,0.001625834,-0.384061475
1157,TW0002337003,2021,2227424,7048276,13189157,73685,46724791,76060071,13310824,65231924,0.282273216,0.001577,-0.813533196
1157,TW0002337003,2022,3337236,19764278,16455178,61058.58,52609699,83035830,15944293,76060071,0.31277841,0.001160596,-1.308780515
1157,TW0002337003,2023,3336966,11905912,20170075,52241.49,48324821,76656146,1475295,83035830,0.417385405,0.001081049,-0.488806936
1157,TW0002337003,2024,,,,43240.73,,,-516074,76656146,,,
1158,TW0002454006,2014,23448412,192797506,46198655,671010.4,247168148,347922242,50549225,,0.186911847,0.002714793,
1158,TW0002454006,2015,34403228,153279687,49179689,452615.8,240427726,348252294,15616234,347922242,0.204550822,0.001882544,-3.901171642
1158,TW0002454006,2016,17201686,140560858,54943070,365468,244778910,367446077,41502379,348252294,0.224459983,0.001493053,-1.903058911
1158,TW0002454006,2017,14912148,145338376,64688724,533742.3,259811643,390915308,13817098,367446077,0.24898316,0.002054343,-1.384307393
1158,TW0002454006,2018,15630378,143170245,52736438,374004.1,272946221,398059773,28378782,390915308,0.193211827,0.001370248,-1.532359455
1158,TW0002454006,2019,14161809,177544914,61300295,675618.6,312750344,453931907,31720884,398059773,0.196003925,0.002160249,-1.460709086
1158,TW0002454006,2020,16588763,196579745,27809707,1113043,371833821,528229698,60535073,453931907,0.074790687,0.002993388,-1.916037785
1158,TW0002454006,2021,58584650,183704594,59279834,1502834,432015296,652463854,60969115,528229698,0.137216979,0.003478659,-4.537419381
1158,TW0002454006,2022,116140659,147502155,15672429,991572.1,440109290,596887483,110285896,652463854,0.035610312,0.002253013,-7.409922082
1158,TW0002454006,2023,120981171,165396010,16724019,1420361,368205782,620374670,123589185,596887483,0.045420305,0.00385752,-8.462283881
1158,TW0002454006,2024,,,,2090210,,,191645837,620374670,,,
1159,TW0002439007,2014,652002,1667294,0,20908.07,6052090,9884911,2267702,,0,0.003454686,
1159,TW0002439007,2015,888131,2530016,1592953,12859.38,5796752,11317593,799991,9884911,0.274800958,0.002218377,-3.115796044
1159,TW0002439007,2016,592088,4477187,1859184,22577.61,6945180,15315518,1696015,11317593,0.267694142,0.003250832,-1.90284261
1159,TW0002439007,2017,1736538,6486139,2187573,44193.38,13704152,26299095,3009058,15315518,0.159628483,0.003224817,-4.746105218
1159,TW0002439007,2018,3143838,8512129,7636155,26460.42,9930816,30249241,1135007,26299095,0.768935302,0.002664476,-2.79281621
1159,TW0002439007,2019,1751419,6589863,2881662,29851.59,12833977,25643896,2187536,30249241,0.224533829,0.002325981,-1.948491763
1159,TW0002439007,2020,1608376,3046963,6544365,29413.93,11771696,33999223,2096598,25643896,0.555940707,0.002498699,-0.978443886
1159,TW0002439007,2021,1068213,4841969,8335134,20148.25,11614131,33651935,525850,33999223,0.717671774,0.001734805,0.805114324
1159,TW0002439007,2022,866040,6923268,6598040,17674.14,12272437,33268616,3641336,33651935,0.53763079,0.001440149,0.288978534
1159,TW0002439007,2023,981235,5526722,5659129,21938.71,12621247,32422217,4098211,33268616,0.448381131,0.001738236,-0.103020503
1159,TW0002439007,2024,,,,26276.26,,,578565,32422217,,,
1160,TW0009914002,2014,1708479,4066671,1491684,63683.5,12014923,21589952,2494315,,0.124152606,0.005300367,
1160,TW0009914002,2015,2033090,4126089,1679504,60394.7,12845400,22181042,2410555,21589952,0.130747505,0.00470166,-3.68408447
1160,TW0009914002,2016,1644411,3908524,1576306,42007.2,12586036,21481755,1493151,22181042,0.125242451,0.003337604,-2.84368477
1160,TW0009914002,2017,1195935,3146748,1791924,40362.79,11585175,20867739,536147,21481755,0.154673883,0.003484003,-1.937860012
1160,TW0009914002,2018,597968,3220019,1883485,33785.15,12752176,22637446,1263542,20867739,0.147699106,0.002649364,-0.935038822
1160,TW0009914002,2019,1046443,3271253,2626730,53368.59,13778685,25491799,998270,22637446,0.190637205,0.003873272,-1.467019727
1160,TW0009914002,2020,1246476,3931022,2796848,82220.44,16034136,29606409,2307379,25491799,0.174430852,0.005127837,-1.682673329
1160,TW0009914002,2021,2092887,3684856,3997423,88798.13,17755250,35374117,637391,29606409,0.225140339,0.005001232,-2.279131323
1160,TW0009914002,2022,2395019,5424569,6529460,54116.02,20583685,42231377,1617635,35374117,0.317215309,0.002629073,-1.934698173
1160,TW0009914002,2023,2094202,3459041,7608958,50976.68,20519549,37851275,-1456937,42231377,0.37081507,0.002484298,-0.874047713
1160,TW0009914002,2024,,,,52322.14,,,5772316,37851275,,,
1161,TW0005522007,2014,1253149,2368089,30814893,27193.34,39615262,95812452,-9277675,,0.777854076,0.000686436,
1161,TW0005522007,2015,3175737,2148846,33771581,31036.33,43590449,97749768,235022,95812452,0.774747262,0.000711998,1.086367698
1161,TW0005522007,2016,2925319,3203335,29948328,29950.27,43557428,88728517,8301039,97749768,0.687559605,0.000687604,0.844028581
1161,TW0005522007,2017,3176447,8004507,30815707,26984.48,42364744,86585038,1260237,88728517,0.727390374,0.000636956,0.731570987
1161,TW0005522007,2018,2089283,4115847,24253172,29950.27,41023553,77292790,3935316,86585038,0.591201157,0.000730075,0.791478358
1161,TW0005522007,2019,2419380,9170242,30337562,30476.6,41623322,86905060,4763071,77292790,0.7288597,0.0007322,0.829606667
1161,TW0005522007,2020,3603894,8874009,32737562,35758.02,41725205,91629048,-101292,86905060,0.784599189,0.000856988,0.68622957
1161,TW0005522007,2021,3517183,12546487,30698391,52835.9,44364394,95087451,9204705,91629048,0.691960111,0.001190953,0.370178282
1161,TW0005522007,2022,5080376,10447458,33590468,39783.24,44807515,95550973,2945752,95087451,0.74966148,0.00088787,0.060118215
1161,TW0005522007,2023,3126385,6019469,33617458,46426.77,45465486,96104376,-928716,95550973,0.739406107,0.001021143,0.951244524
1161,TW0005522007,2024,,,,52601.4,,,4395240,96104376,,,
1162,TW0006244007,2014,219954,7547835,9081284,15743.27,13107124,26096861,1398788,,0.692851002,0.001201123,
1162,TW0006244007,2015,0,7189597,11422622,21910.73,14297144,32612131,1178846,26096861,0.798944321,0.001532525,2.100779582
1162,TW0006244007,2016,0,9230459,10930402,14698.43,13102730,30310285,3768631,32612131,0.834207986,0.001121784,2.130911605
1162,TW0006244007,2017,0,9007745,10952686,12280.24,11204083,30128122,-668868,30310285,0.977562019,0.00109605,2.700191321
1162,TW0006244007,2018,0,5795021,6147779,4309.02,4402081,15691504,575904,30128122,1.39656199,0.00097886,4.111996839
1162,TW0006244007,2019,0,3694650,3925904,4891.48,3007536,9551196,789943,15691504,1.305355613,0.001626408,3.737904871
1162,TW0006244007,2020,0,2343180,3058717,12568.48,3168466,7557743,-705553,9551196,0.965362103,0.00396674,2.782805716
1162,TW0006244007,2021,71008,2580611,3069754,12053.67,3213749,8670515,1204012,7557743,0.955194074,0.003750657,2.018363673
1162,TW0006244007,2022,71008,3141347,2929558,9637.34,4254905,9503182,497783,8670515,0.68851314,0.002264995,1.303311327
1162,TW0006244007,2023,174169,2408531,2743311,11011.34,4279348,8520672,521946,9503182,0.641058171,0.002573135,0.89823382
1162,TW0006244007,2024,,,,9734.1,,,423939,8520672,,,
