no,year,icbcode,gap,gap_e,gap_s,es,e,s,esdis,edis,sdis,family,gov,instit,g,size,lev,roa,mtb,country,capitalism,legal,kz
17,2015,4510,-0.15,-0.07,-0.23,20.00,9.04,30.95,4.81,1.751736635,7.859733978,1,0,0,39.88,10.41,0.1741,0.1163,0.0508,2,1,1,-1.73426
17,2016,4510,-0.18,-0.08,-0.28,22.71,9.41,36,4.81,1.751736635,7.859733978,1,0,0,38.56,10.45,0.1103,0.1298,0.0569,2,1,1,-2.17502
17,2017,4510,-0.32,-0.39,-0.26,39.37,41.37,37.36,6.88,2.083962549,11.66868198,1,0,0,42.62,10.49,0.1157,0.1255,0.0531,2,1,1,-2.41374
17,2018,4510,-0.25,-0.29,-0.22,36.08,38.39,33.77,10.73,9.785563274,11.66868198,1,0,0,43.05,10.53,0.0953,0.1445,0.0453,2,1,1,-3.25287
17,2019,4510,-0.24,-0.28,-0.20,35.16,37.6,32.71,11.24,9.785563274,12.69649335,1,0,0,38.29,10.58,0.0928,0.1432,0.0417,2,1,1,-1.85639
17,2020,4510,-0.22,-0.23,-0.22,33.47,32.4,34.54,11.24,9.785563274,12.69649335,1,0,0,17.69,11.01,1.0779,0.1003,0.0400,2,1,1,0.23988
17,2021,4510,-0.13,-0.02,-0.24,51.90,48.14,55.65,38.84,46.33041377,31.34824667,1,0,0,40.94,11.07,1.2323,0.0711,0.0305,2,1,1,2.55694
17,2022,4510,-0.20,-0.09,-0.30,58.92,55.7,62.14,39.04,46.33041377,31.74123337,1,0,0,49.71,11.06,1.2598,0.0535,0.0240,2,1,1,2.87800
17,2023,4510,0.39,0.46,0.32,0.00,0,0,39.04,46.33041377,31.74123337,1,0,0,0,11.08,1.0795,0.0726,0.0292,2,1,1,2.35386
18,2014,5010,-0.22,-0.16,-0.28,39.29,27.2,51.38,17.23,10.93325279,23.51874244,0,1,0,68.03,10.53,0.1565,0.1707,0.0400,2,1,1,
18,2015,5010,-0.22,-0.20,-0.25,41.91,36.26,47.56,19.63,16.21866506,23.03506651,0,1,0,59.03,10.58,0.1458,0.1248,0.0256,2,1,1,-2.43864
18,2016,5010,-0.26,-0.20,-0.31,47.05,39.79,54.31,21.41,19.6013289,23.21644498,0,1,0,61.75,10.64,0.2048,0.1098,0.0187,2,1,1,-1.48438
18,2017,5010,-0.06,0.09,-0.20,42.50,36.12,48.87,36.84,44.6692842,29.02055623,0,1,0,64.23,10.68,0.3292,0.0432,0.0203,2,1,1,-0.74519
18,2018,5010,0.01,0.09,-0.07,39.88,35.71,44.04,40.90,45.00151012,36.78960097,0,1,0,55.85,10.70,0.3162,0.0764,0.0195,2,1,1,0.11079
18,2019,5010,-0.07,-0.16,0.03,52.34,55.69,48.99,45.63,39.65569314,51.60217654,0,1,0,60.67,10.90,0.9308,0.0735,0.0251,2,1,1,1.78023
18,2020,5010,-0.07,-0.14,0.01,54.35,58.65,50.05,47.52,44.45786771,50.57436518,0,1,0,52.34,10.89,0.7531,0.0582,0.0141,2,1,1,2.08229
18,2021,5010,-0.24,-0.23,-0.25,71.19,76.63,65.74,47.63,54.06221685,41.20314389,0,1,0,66.47,10.88,0.5153,0.0388,0.0170,2,1,1,0.92179
18,2022,5010,-0.21,-0.23,-0.20,69.49,77.39,61.59,48.03,54.06221685,41.98911729,0,1,0,63.41,10.92,0.3930,0.0415,0.0100,2,1,1,0.51845
18,2023,5010,,,,0.00,0,0,,.,.,0,1,0,0,10.91,0.3656,0.0375,0.0096,2,1,1,0.16889
19,2014,4510,-0.02,0.00,-0.05,2.28,0,4.55,0.00,0,0,1,0,0,23.62,10.76,,,,2,1,1,
19,2015,4510,0.02,0.00,0.05,2.72,0,5.44,5.08,0,10.15719468,1,0,0,30.18,10.80,,,,2,1,1,0.45625
19,2016,4510,0.04,0.01,0.08,3.44,0,6.88,7.83,0.845665962,14.81257557,1,0,0,21.03,10.80,,,,2,1,1,-1.68433
19,2017,4510,-0.03,-0.06,0.00,10.68,6.55,14.81,7.83,0.845665962,14.81257557,1,0,0,40.79,10.82,0.4883,0.1196,0.0382,2,1,1,-1.80633
19,2018,4510,-0.01,-0.04,0.02,9.00,5.11,12.89,7.83,0.845665962,14.81257557,1,0,0,22.56,10.84,0.3838,0.1223,0.0330,2,1,1,-1.96365
19,2019,4510,-0.05,-0.10,-0.01,22.47,28.13,16.8,17.01,18.18181818,15.84038694,1,0,0,29.52,10.89,0.3419,0.1535,0.0293,2,1,1,-2.01311
19,2020,4510,-0.08,-0.09,-0.08,25.51,27.22,23.79,17.01,18.18181818,15.84038694,1,0,0,22.53,10.89,0.1057,0.1016,0.0157,2,1,1,0.08476
19,2021,4510,-0.06,-0.06,-0.06,24.14,25.14,23.13,18.42,19.42011477,17.41233374,1,0,0,21.65,10.95,0.1704,0.0675,0.0123,2,1,1,-2.19030
19,2022,4510,-0.05,-0.07,-0.04,23.83,26.05,21.6,18.42,19.42011477,17.41233374,1,0,0,21.66,10.95,0.1752,0.0334,0.0102,2,1,1,-1.51431
19,2023,4510,0.20,0.21,0.18,0.00,0,0,19.52,20.59800664,18.4401451,1,0,0,0,10.97,0.2201,0.0639,0.0080,2,1,1,-0.43921
20,2014,1510,-0.30,-0.11,-0.48,45.49,21.64,69.34,15.78,10.57082452,20.97944377,0,1,0,70.58,10.73,1.9159,-0.0369,0.0163,2,1,1,
20,2015,1510,-0.23,-0.05,-0.40,42.71,18.63,66.79,19.92,13.16822712,26.66263603,0,1,0,67.41,10.74,1.3843,-0.0241,0.0239,2,1,1,6.70069
20,2016,1510,-0.22,-0.03,-0.40,40.69,16.56,64.82,19.13,13.16822712,25.09068924,0,1,0,51.97,10.70,1.6699,0.0208,0.0263,2,1,1,5.34742
20,2017,1510,-0.23,-0.04,-0.41,41.74,17,66.48,19.13,13.16822712,25.09068924,0,1,0,45.69,10.70,1.5278,0.0224,0.0186,2,1,1,4.54458
20,2018,1510,-0.16,0.02,-0.34,36.06,11.56,60.56,19.92,13.16822712,26.66263603,0,1,0,43.93,10.72,2.2324,-0.0060,0.0233,2,1,1,6.57343
20,2019,1510,-0.18,0.01,-0.38,38.22,11.98,64.46,19.92,13.16822712,26.66263603,0,1,0,40.19,10.79,2.3664,0.0637,0.0109,2,1,1,7.15269
20,2020,1510,-0.14,0.05,-0.34,36.31,12.42,60.19,22.20,17.72878285,26.66263603,0,1,0,54.63,10.79,2.3437,0.0308,0.0089,2,1,1,7.08886
20,2021,1510,-0.10,0.09,-0.29,34.05,11.85,56.24,24.26,21.11144669,27.41837969,0,1,0,14.73,10.80,3.6887,0.1481,0.0392,2,1,1,5.18021
20,2022,1510,-0.21,0.00,-0.42,37.68,12.5,62.86,16.92,12.62458472,21.22128174,0,1,0,19.51,11.05,1.9752,0.0941,0.0149,2,1,1,4.47524
20,2023,1510,0.01,0.19,-0.17,36.67,14.75,58.59,37.79,33.76623377,41.80773881,0,1,0,54.42,11.06,1.7521,0.0731,0.0176,2,1,1,4.56531
21,2014,5510,-0.17,-0.18,-0.17,43.76,54.1,33.41,26.31,36.24282694,16.38452237,0,0,1,85.04,10.46,0.1023,0.0747,0.0163,2,1,1,
21,2015,5510,-0.30,-0.17,-0.42,59.85,55.29,64.4,30.17,37.96436122,22.37001209,0,0,1,77.23,10.50,0.0797,0.0218,0.0064,2,1,1,0.02002
21,2016,5510,-0.17,-0.13,-0.21,49.09,51.22,46.95,31.78,37.96436122,25.60459492,0,0,1,83.22,10.48,0.0597,0.0008,0.0113,2,1,1,0.07488
21,2017,5510,-0.45,-0.35,-0.56,82.97,72.4,93.53,37.62,37.63213531,37.60580411,0,0,1,89.68,10.47,0.0401,-0.0069,0.0116,2,1,1,-0.07693
21,2018,5510,-0.40,-0.28,-0.51,79.33,67.09,91.56,39.61,39.05164603,40.17533253,0,0,1,91.06,10.50,0.0194,0.0288,0.0114,2,1,1,-0.21336
21,2019,5510,-0.39,-0.31,-0.47,81.18,71.44,90.91,42.39,40.47115675,44.31680774,0,0,1,86.89,10.49,0.0006,0.0260,0.0124,2,1,1,-0.18900
21,2020,5510,-0.33,-0.25,-0.41,79.02,71.19,86.84,45.58,45.81697372,45.34461911,0,0,1,83.08,10.51,0.0012,0.0386,0.0079,2,1,1,-0.37873
21,2021,5510,-0.30,-0.28,-0.32,80.26,73.42,87.1,50.07,45.27333132,54.86698912,0,0,1,85.71,10.55,0.0028,0.0710,0.0150,2,1,1,-0.99120
21,2022,5510,-0.31,-0.20,-0.42,86.83,80.06,93.59,55.73,60.22349743,51.23941959,0,0,1,93.2,10.62,0.0027,0.0790,0.0198,2,1,1,-0.20853
21,2023,5510,0.52,0.60,0.44,0.00,0,0,52.26,60.22349743,44.28657799,0,0,1,0,10.65,0.0042,0.0983,0.0164,2,1,1,-1.11673
22,2014,4510,-0.18,-0.26,-0.10,25.53,29.11,21.94,7.65,3.261854425,12.03143894,1,0,0,29.16,10.93,0.6681,0.0482,0.0236,2,1,1,
22,2015,4510,-0.21,-0.29,-0.12,28.94,32.53,25.35,8.16,3.261854425,13.0592503,1,0,0,22.6,10.95,0.6398,0.0334,0.0167,2,1,1,1.99751
22,2016,4510,-0.21,-0.29,-0.13,29.11,32.29,25.92,8.16,3.261854425,13.0592503,1,0,0,20.44,10.90,0.5102,0.0476,0.0240,2,1,1,1.54775
22,2017,4510,-0.32,-0.44,-0.21,42.51,47.64,37.38,10.23,3.594080338,16.86819831,1,0,0,39.44,10.93,0.5162,0.0487,0.0214,2,1,1,1.09008
22,2018,4510,-0.28,-0.38,-0.17,38.71,43.07,34.35,11.09,5.315614618,16.86819831,1,0,0,21.35,10.98,0.8789,0.0577,0.0189,2,1,1,1.32975
22,2019,4510,-0.33,-0.37,-0.29,44.20,42.1,46.3,11.09,5.315614618,16.86819831,1,0,0,25.25,10.98,0.6080,0.0643,0.0144,2,1,1,0.97956
22,2020,4510,-0.33,-0.35,-0.32,44.38,40.15,48.6,11.09,5.315614618,16.86819831,1,0,0,33.38,11.21,1.2629,0.0607,0.0132,2,1,1,2.53833
22,2021,4510,-0.41,-0.33,-0.48,73.67,67.97,79.37,32.95,34.76291151,31.13663845,1,0,0,54.59,11.25,1.2851,0.0578,0.0120,2,1,1,3.11760
22,2022,4510,-0.36,-0.31,-0.41,73.37,67.97,78.77,36.91,36.48444579,37.3337364,1,0,0,44.34,11.25,1.2302,0.0488,0.0099,2,1,1,3.05201
22,2023,4510,-0.41,-0.29,-0.54,74.41,65.14,83.67,33.01,36.48444579,29.53446191,1,0,0,43.19,11.27,1.0928,0.0594,0.0094,2,1,1,2.64608
23,2014,5510,,,,0.00,0,0,,.,.,1,0,0,0,10.91,,,,2,1,1,
23,2015,5510,0.15,0.18,0.13,0.00,0,0,15.36,17.63817578,13.08948005,1,0,0,0,10.99,,,,2,1,1,4.54944
23,2016,5510,0.15,0.18,0.13,0.00,0,0,15.36,17.63817578,13.08948005,1,0,0,0,10.97,,,,2,1,1,4.07902
23,2017,5510,-0.12,-0.24,0.00,27.46,41.95,12.97,15.36,17.63817578,13.08948005,1,0,0,18.97,11.02,1.2298,0.0569,0.0068,2,1,1,3.71156
23,2018,5510,-0.14,-0.20,-0.08,29.81,37.89,21.72,15.88,17.63817578,14.11729141,1,0,0,12.33,11.10,1.1590,0.0912,0.0116,2,1,1,3.31257
23,2019,5510,-0.08,-0.08,-0.08,33.77,45.45,22.08,25.81,37.51132588,14.11729141,1,0,0,9.42,11.07,0.9843,0.0477,0.0079,2,1,1,2.81938
23,2020,5510,0.02,0.06,-0.02,29.64,37.92,21.35,31.99,44.27665358,19.70979444,1,0,0,10.32,11.08,0.8615,0.0556,0.0045,2,1,1,2.39810
23,2021,5510,0.05,0.03,0.06,30.07,41.17,18.96,34.58,44.27665358,24.87908102,1,0,0,5.03,11.11,0.7500,0.0843,0.0081,2,1,1,2.01295
23,2022,5510,0.44,0.46,0.43,0.00,0,0,44.42,46.02839021,42.80532044,1,0,0,0,11.18,0.5989,0.1142,0.0049,2,1,1,1.57019
23,2023,5510,0.52,0.60,0.45,0.00,0,0,52.47,59.55904561,45.37484885,1,0,0,0,11.19,0.5761,0.0629,0.0044,2,1,1,1.44801
24,2014,4510,,,,0.00,0,0,,.,.,0,0,1,0,10.45,,,,2,1,1,
24,2015,4510,-0.15,-0.06,-0.23,21.70,6.12,37.27,7.12,0,14.2382104,0,0,1,25.7,10.58,0.0019,0.3122,0.1366,2,1,1,-17.47800
24,2016,4510,-0.01,0.11,-0.13,23.19,5.96,40.41,21.98,16.79250982,27.17654172,0,0,1,20.43,10.63,0.0025,0.3170,0.1304,2,1,1,-11.50788
24,2017,4510,-0.31,-0.27,-0.35,50.05,43.66,56.43,19.28,16.79250982,21.76541717,0,0,1,64.05,10.63,0.0032,0.2959,0.1613,2,1,1,-12.40061
24,2018,4510,-0.30,-0.40,-0.21,57.69,56.76,58.62,27.44,16.79250982,38.08948005,0,0,1,61.23,10.67,0.0033,0.3042,0.1365,2,1,1,-12.42876
24,2019,4510,-0.33,-0.29,-0.37,75.36,72.45,78.26,42.48,43.91422531,41.05199516,0,0,1,76.17,10.70,0.0119,0.2839,0.1151,2,1,1,-12.45286
24,2020,4510,-0.31,-0.26,-0.37,74.45,71.33,77.56,43.07,45.09211719,41.05199516,0,0,1,57.01,10.69,0.0103,0.1724,0.0638,2,1,1,-11.47994
24,2021,4510,-0.30,-0.26,-0.35,75.99,74.36,77.62,45.58,48.53518574,42.62394196,0,0,1,70.11,10.72,0.0146,0.1403,0.0546,2,1,1,-7.55722
24,2022,4510,-0.31,-0.25,-0.37,75.55,73.24,77.85,44.79,48.53518574,41.05199516,0,0,1,66.01,10.74,0.0189,0.1184,0.0372,2,1,1,-5.61993
24,2023,4510,0.44,0.49,0.38,0.00,0,0,43.51,48.53518574,38.48246675,0,0,1,0,10.74,0.0175,0.1486,0.0403,2,1,1,-4.82693
25,2014,5010,-0.36,-0.12,-0.60,60.93,35.29,86.56,24.73,23.07459982,26.39056832,1,0,0,44.62,10.46,0.0051,0.1907,0.0374,2,1,1,
25,2015,5010,-0.23,-0.03,-0.43,62.18,41.22,83.14,38.84,37.75294473,39.93349456,1,0,0,57.5,10.44,0.0051,0.1542,0.0344,2,1,1,-7.38519
25,2016,5010,-0.16,-0.04,-0.28,56.74,43.64,69.83,40.73,39.71609786,41.74727932,1,0,0,56.54,10.47,0.0041,0.1339,0.0217,2,1,1,-2.79245
25,2017,5010,-0.08,0.06,-0.22,52.35,37.54,67.15,44.24,43.0987617,45.37484885,1,0,0,48.04,10.46,0.0044,0.0630,0.0329,2,1,1,-4.65863
25,2018,5010,-0.03,0.09,-0.16,48.40,35.8,61,44.95,44.51827243,45.37484885,1,0,0,31.04,10.44,0.0050,0.0408,0.0315,2,1,1,-3.62532
25,2019,5010,-0.19,-0.13,-0.24,58.03,57.95,58.1,39.35,44.51827243,34.18984281,1,0,0,35.77,10.44,0.0048,0.0664,0.0348,2,1,1,-3.02328
25,2020,5010,-0.21,-0.23,-0.19,66.03,70.82,61.23,45.23,47.96134098,42.50302297,1,0,0,48.99,10.44,0.0226,0.0673,0.0193,2,1,1,-4.23510
25,2021,5010,-0.25,-0.22,-0.28,69.28,69.84,68.72,44.45,47.96134098,40.93107618,1,0,0,58.78,10.42,0.0134,0.0680,0.0214,2,1,1,-3.06398
25,2022,5010,-0.22,-0.23,-0.20,69.19,76.16,62.21,47.53,53.09574147,41.95888755,1,0,0,52.15,10.41,0.0505,0.0726,0.0178,2,1,1,-2.80414
25,2023,5010,,,,69.55,75.19,63.91,,.,.,1,0,0,50.11,10.47,0.1338,0.0724,0.0169,2,1,1,-0.69769
26,2014,6010,-0.50,-0.43,-0.58,80.11,74.78,85.43,29.91,32.07490184,27.75090689,1,0,0,88.1,10.20,0.0000,0.1524,0.0158,2,1,1,
26,2015,6010,-0.30,-0.18,-0.43,76.23,75.7,76.75,45.74,57.77710661,33.70616687,1,0,0,83.87,10.20,0.0000,0.0507,0.0056,2,1,1,-4.10582
26,2016,6010,-0.29,-0.20,-0.38,75.51,78.96,72.05,46.45,59.19661734,33.70616687,1,0,0,78.81,10.20,0.0000,0.1095,0.0151,2,1,1,-1.47235
26,2017,6010,-0.33,-0.30,-0.35,81.65,84.11,79.19,49.10,54.39444277,43.80290206,1,0,0,92.28,10.25,0.0000,0.1967,0.0174,2,1,1,-7.01993
26,2018,6010,-0.29,-0.21,-0.37,75.38,77.02,73.73,46.50,56.44820296,36.547763,1,0,0,87.35,10.30,0.0000,0.1966,0.0215,2,1,1,-8.18253
26,2019,6010,-0.20,-0.16,-0.23,72.62,78.24,67,52.80,61.79401993,43.80290206,1,0,0,81.55,10.20,0.0119,0.1023,0.0177,2,1,1,-6.19164
26,2020,6010,-0.17,-0.01,-0.33,76.94,73.89,79.99,60.35,73.27091513,47.43047158,1,0,0,77.78,10.19,0.0758,0.0383,0.0071,2,1,1,-2.35337
26,2021,6010,-0.10,-0.03,-0.18,80.06,81.21,78.91,69.63,78.0730897,61.18500605,1,0,0,89.26,10.36,0.0430,0.3564,0.0079,2,1,1,-4.66474
26,2022,6010,-0.11,-0.09,-0.12,80.45,87.41,73.48,69.83,78.0730897,61.57799274,1,0,0,87.84,10.61,0.0255,0.5667,0.0102,2,1,1,-15.76841
26,2023,6010,-0.14,-0.12,-0.16,83.22,87.42,79.01,69.09,75.02265177,63.14993954,1,0,0,89.98,10.52,0.0301,0.2078,0.0156,2,1,1,-10.68480
27,2014,5510,,,,0.00,0,0,,.,.,1,0,0,0,10.53,,,,2,1,1,
27,2015,5510,,,,0.00,0,0,,.,.,1,0,0,0,10.57,,,,2,1,1,4.90784
27,2016,5510,,,,0.00,0,0,,.,.,1,0,0,0,10.53,,,,2,1,1,4.42236
27,2017,5510,-0.22,-0.21,-0.24,22.39,20.8,23.97,0.00,0,0,1,0,0,32.22,10.54,1.3915,0.0108,0.0067,2,1,1,4.44622
27,2018,5510,-0.29,-0.20,-0.37,38.03,22.75,53.31,9.51,2.929628511,16.08222491,1,0,0,38.73,10.63,1.2655,0.1107,0.0122,2,1,1,3.74595
27,2019,5510,-0.16,0.03,-0.35,32.68,14,51.36,16.69,17.30594986,16.08222491,1,0,0,36.67,10.63,1.0734,0.0738,0.0167,2,1,1,3.10726
27,2020,5510,0.00,0.29,-0.28,30.58,13.04,48.12,30.97,42.22289339,19.70979444,1,0,0,29.44,10.63,0.8600,0.0689,0.0072,2,1,1,2.49930
27,2021,5510,-0.09,0.21,-0.39,39.76,20.78,58.74,30.97,42.22289339,19.70979444,1,0,0,24.13,10.65,0.6456,0.0955,0.0132,2,1,1,1.83833
27,2022,5510,0.00,0.22,-0.23,43.28,36.72,49.83,43.10,59.13621262,27.05562273,1,0,0,37.04,10.74,0.4647,0.1512,0.0062,2,1,1,1.28257
27,2023,5510,0.43,0.59,0.27,0.00,0,0,43.26,59.46843854,27.05562273,1,0,0,0,10.75,0.4127,0.0598,0.0054,2,1,1,1.10225
28,2014,5020,-0.18,0.08,-0.45,41.84,17.86,65.82,23.58,26.18544246,20.97944377,0,1,0,26.31,10.50,1.2098,0.0472,0.0507,2,1,1,
28,2015,5020,-0.15,0.05,-0.35,44.50,22.94,66.06,29.08,27.60495319,30.56227328,0,1,0,62.07,10.56,1.1812,0.0428,0.0364,2,1,1,4.81292
28,2016,5020,-0.30,-0.15,-0.44,58.76,42.48,75.03,29.08,27.60495319,30.56227328,0,1,0,64.72,10.73,1.5009,0.0419,0.0229,2,1,1,5.75935
28,2017,5020,-0.37,-0.19,-0.54,67.22,46.89,87.54,30.66,27.60495319,33.70616687,0,1,0,62.62,10.90,1.7396,0.0332,0.0308,2,1,1,6.54935
28,2018,5020,-0.40,-0.33,-0.47,73.92,66.55,81.29,34.07,34.03805497,34.09915357,0,1,0,46.1,10.92,2.0514,0.0387,0.0203,2,1,1,6.05417
28,2019,5020,-0.39,-0.31,-0.47,74.84,67.24,82.43,35.84,36.00120809,35.67110036,0,1,0,65.53,11.00,2.3894,0.0386,0.0233,2,1,1,7.25797
28,2020,5020,-0.34,-0.24,-0.45,75.88,71.51,80.24,41.50,47.32709151,35.67110036,0,1,0,59.92,11.02,3.4427,0.0344,0.0108,2,1,1,10.67340
28,2021,5020,-0.26,-0.13,-0.38,68.00,63.94,72.05,42.40,50.70975536,34.09915357,0,1,0,68.39,11.01,3.0790,0.0325,0.0150,2,1,1,9.56029
28,2022,5020,-0.08,0.02,-0.19,56.66,46.91,66.4,48.47,49.07882815,47.85368803,0,1,0,64.63,10.96,2.4245,0.0494,0.0119,2,1,1,7.45335
28,2023,5020,-0.01,0.06,-0.07,50.81,43.28,58.33,50.28,49.07882815,51.48125756,0,1,0,74.1,11.11,2.5206,0.0852,0.0088,2,1,1,7.58620
29,2014,2010,-0.15,-0.22,-0.08,25.38,22.57,28.18,10.75,0.906070674,20.58645707,1,0,0,57.6,10.09,0.0303,0.1739,0.0919,2,1,1,
29,2015,2010,-0.23,-0.24,-0.23,35.43,24.81,46.05,12.05,0.906070674,23.18621524,1,0,0,78.84,10.13,0.0365,0.1534,0.0591,2,1,1,-3.21634
29,2016,2010,-0.21,-0.22,-0.21,34.73,22.66,46.8,13.44,0.906070674,25.96735187,1,0,0,82.69,10.18,0.0227,0.1590,0.0596,2,1,1,-2.98827
29,2017,2010,-0.12,-0.04,-0.20,37.06,23.41,50.71,25.26,19.42011477,31.10640871,1,0,0,78.86,10.22,0.0230,0.1510,0.0596,2,1,1,-3.01267
29,2018,2010,-0.19,-0.09,-0.29,46.22,28.57,63.86,27.08,19.42011477,34.73397823,1,0,0,74.78,10.26,0.0244,0.1434,0.0495,2,1,1,-3.15432
29,2019,2010,-0.19,-0.21,-0.16,47.55,40.42,54.67,28.88,19.42011477,38.33131802,1,0,0,64.93,10.30,0.0514,0.1326,0.0447,2,1,1,-2.87949
29,2020,2010,-0.32,-0.34,-0.30,68.22,67.75,68.69,35.81,33.28299607,38.33131802,1,0,0,71.4,10.35,0.0665,0.1310,0.0307,2,1,1,-2.76913
29,2021,2010,-0.29,-0.34,-0.25,70.18,66.97,73.39,40.89,33.28299607,48.4885127,1,0,0,76.54,10.41,0.0320,0.1340,0.0371,2,1,1,-2.86194
29,2022,2010,-0.20,-0.19,-0.20,64.42,60.22,68.61,44.69,40.89398973,48.4885127,1,0,0,66.75,10.43,0.0573,0.1296,0.0360,2,1,1,-2.68284
29,2023,2010,0.50,0.52,0.48,0.00,0,0,50.17,52.21987315,48.12575574,1,0,0,0,10.43,0.0290,0.1048,0.0447,2,1,1,-2.79967
30,2014,4040,-0.11,-0.15,-0.07,28.16,14.63,41.68,17.41,0,34.82466747,1,0,0,18.57,9.53,4.3272,0.4470,2.7482,2,1,1,
30,2015,4040,-0.13,-0.17,-0.09,31.32,17.44,45.19,18.70,0.755058895,36.63845224,1,0,0,47.63,9.59,0.0000,0.4878,0.4643,2,1,1,-10.98633
30,2016,4040,-0.22,-0.20,-0.23,40.59,21.15,60.03,18.70,0.755058895,36.63845224,1,0,0,49.33,9.68,0.0000,0.4617,0.2379,2,1,1,-14.05286
30,2017,4040,-0.14,-0.05,-0.24,40.89,20.14,61.64,26.52,15.61461794,37.42442563,1,0,0,33.02,9.73,0.0000,0.3708,0.1253,2,1,1,-12.56252
30,2018,4040,-0.09,0.00,-0.19,34.55,15.63,53.47,25.23,15.61461794,34.85489722,1,0,0,41.97,9.70,0.0000,0.2153,0.1764,2,1,1,-10.41390
30,2019,4040,-0.16,-0.07,-0.26,45.52,26.04,65,29.27,19.0576865,39.48004837,1,0,0,39.67,9.68,0.0000,0.2877,0.0586,2,1,1,-8.08267
30,2020,4040,-0.14,-0.04,-0.24,38.42,28.15,48.69,24.66,24.16188463,25.15114873,1,0,0,48.01,9.79,6.6433,-0.1436,0.0556,2,1,1,20.71335
30,2021,4040,-0.09,-0.02,-0.16,42.98,36.01,49.95,33.96,33.82663848,34.09915357,1,0,0,53.5,9.76,2.7838,0.1576,0.0399,2,1,1,6.56008
30,2022,4040,-0.14,-0.08,-0.21,48.53,41.55,55.5,34.34,33.82663848,34.85489722,1,0,0,69.25,9.75,5.0556,0.2754,0.2486,2,1,1,11.26890
30,2023,4040,0.36,0.47,0.24,0.00,0,0,35.54,47.35729387,23.73035067,1,0,0,0,9.76,117.1352,0.1691,3.2208,2,1,1,358.93901
31,2014,4030,-0.10,0.00,-0.21,10.25,0,20.5,0.00,0,0,,,,17.33,10.13,,,,2,1,1,
31,2015,4030,-0.12,0.00,-0.24,15.39,0,30.77,3.42,0,6.831922612,,,,11.75,10.15,,,,2,1,1,-1.38090
31,2016,4030,-0.07,0.00,-0.14,10.44,0,20.88,3.42,0,6.831922612,,,,10.68,10.14,,,,2,1,1,-0.44104
31,2017,4030,-0.07,0.00,-0.15,10.89,0,21.77,3.42,0,6.831922612,,,,10.79,10.17,,,,2,1,1,-0.54281
31,2018,4030,-0.09,0.00,-0.18,12.33,0,24.65,3.42,0,6.831922612,,,,20.85,10.21,0.4691,0.1159,0.0186,2,1,1,0.77766
31,2019,4030,-0.01,0.08,-0.10,11.53,0.16,22.9,10.88,8.547266687,13.21039903,,,,11.88,10.24,0.3898,0.1533,0.0086,2,1,1,0.46873
31,2020,4030,0.00,0.10,-0.11,12.06,0.13,23.99,11.63,10.05738448,13.21039903,,,,13.2,10.27,0.2824,0.1152,0.0105,2,1,1,0.71976
31,2021,4030,-0.09,-0.04,-0.14,22.86,13.96,31.75,13.72,10.05738448,17.38210399,,,,13.55,10.32,0.1600,0.1302,0.0076,2,1,1,0.02478
31,2022,4030,-0.10,-0.05,-0.16,25.86,15.2,36.51,15.55,10.48021746,20.61668682,,,,17.75,10.35,0.0717,0.1011,0.0066,2,1,1,0.00579
31,2023,4030,0.16,0.11,0.22,0.00,0,0,16.47,11.29568106,21.64449819,,,,0,10.35,0.0744,0.0533,0.0040,2,1,1,-0.03118
32,2014,6510,-0.34,-0.24,-0.43,58.51,43.95,73.06,24.76,19.75234068,29.77629988,0,1,0,74.17,10.88,0.6444,0.1415,0.0408,2,1,1,
32,2015,6510,-0.39,-0.28,-0.49,62.55,45.94,79.15,23.74,17.72878285,29.74607013,0,1,0,71.88,10.95,0.8961,0.0659,0.0159,2,1,1,0.70784
32,2016,6510,-0.40,-0.33,-0.47,64.31,50.62,78,24.52,17.72878285,31.31801693,0,1,0,69.38,10.96,0.9156,0.0457,0.0153,2,1,1,1.57658
32,2017,6510,-0.36,-0.26,-0.46,71.85,54.9,88.8,35.72,28.78284506,42.6541717,0,1,0,75.13,10.93,0.6513,0.0262,0.0083,2,1,1,1.31273
32,2018,6510,-0.36,-0.27,-0.45,72.56,56.21,88.9,36.50,28.78284506,44.2261185,0,1,0,69.98,11.05,1.3610,0.0512,0.0154,2,1,1,3.55966
32,2019,6510,-0.39,-0.31,-0.47,73.02,59.23,86.81,33.94,28.02778617,39.84280532,0,1,0,64.88,11.00,1.0740,0.0178,0.0153,2,1,1,2.64967
32,2020,6510,-0.31,-0.22,-0.40,65.09,50.47,79.71,33.94,28.02778617,39.84280532,0,1,0,69.07,11.02,1.3852,-0.0138,0.0065,2,1,1,3.82072
32,2021,6510,-0.44,-0.47,-0.40,77.63,75.34,79.92,33.94,28.02778617,39.84280532,0,1,0,55.94,11.02,1.1683,0.0576,0.0089,2,1,1,3.32335
32,2022,6510,-0.32,-0.21,-0.44,66.00,48.61,83.39,33.94,28.02778617,39.84280532,0,1,0,52.33,11.04,0.8160,0.0581,0.0080,2,1,1,0.84554
32,2023,6510,0.42,0.45,0.40,0.00,0,0,42.39,44.94110541,39.84280532,0,1,0,0,11.00,0.5727,0.0498,0.0080,2,1,1,-0.16231
33,2014,3510,0.00,0.00,0.00,0.00,0,0,0.00,0,0,1,0,0,0,10.22,,,,2,1,1,
