No,ISIN CODE,Year,Board Size,CSR Sustainability Committee,Current CEO Chairman Duality,FREE FLOAT NOSH
384,JP3966800009,2019,11,N   ,N   ,62
384,JP3966800009,2020,11,N   ,N   ,61
384,JP3966800009,2021,11,N   ,N   ,62
384,JP3966800009,2022,11,N   ,N   ,60
384,JP3966800009,2023,8,N   ,N   ,67
384,JP3966800009,2024,,,,67
385,JP3799000009,2014,12,Y   ,N   ,93
385,JP3799000009,2015,12,Y   ,N   ,93
385,JP3799000009,2016,9,Y   ,N   ,93
385,JP3799000009,2017,8,Y   ,N   ,93
385,JP3799000009,2018,11,Y   ,N   ,92
385,JP3799000009,2019,12,Y   ,N   ,85
385,JP3799000009,2020,10,Y   ,N   ,92
385,JP3799000009,2021,9,Y   ,N   ,86
385,JP3799000009,2022,13,Y   ,N   ,92
385,JP3799000009,2023,13,Y   ,N   ,91
385,JP3799000009,2024,,,,86
386,JP3536150000,2014,,,,80
386,JP3536150000,2015,,,,72
386,JP3536150000,2016,9,N   ,N   ,73
386,JP3536150000,2017,14,N   ,N   ,74
386,JP3536150000,2018,14,N   ,N   ,79
386,JP3536150000,2019,13,N   ,N   ,72
386,JP3536150000,2020,14,N   ,N   ,79
386,JP3536150000,2021,8,N   ,N   ,79
386,JP3536150000,2022,9,N   ,N   ,77
386,JP3536150000,2023,9,N   ,N   ,79
386,JP3536150000,2024,,,,66
387,JP3597800006,2014,17,N   ,N   ,100
387,JP3597800006,2015,16,N   ,N   ,100
387,JP3597800006,2016,16,N   ,N   ,100
387,JP3597800006,2017,16,N   ,N   ,100
387,JP3597800006,2018,17,N   ,N   ,100
387,JP3597800006,2019,13,N   ,N   ,100
387,JP3597800006,2020,12,N   ,N   ,100
387,JP3597800006,2021,13,N   ,N   ,100
387,JP3597800006,2022,12,N   ,N   ,100
387,JP3597800006,2023,12,Y   ,N   ,100
387,JP3597800006,2024,,,,100
388,JP3665200006,2014,10,Y   ,N   ,100
388,JP3665200006,2015,11,Y   ,N   ,100
388,JP3665200006,2016,9,Y   ,N   ,100
388,JP3665200006,2017,11,Y   ,N   ,100
388,JP3665200006,2018,11,Y   ,N   ,100
388,JP3665200006,2019,11,Y   ,N   ,94
388,JP3665200006,2020,10,Y   ,N   ,93
388,JP3665200006,2021,10,Y   ,N   ,93
388,JP3665200006,2022,10,Y   ,N   ,92
388,JP3665200006,2023,10,Y   ,N   ,92
388,JP3665200006,2024,,,,92
389,JP3431300007,2014,,,,100
389,JP3431300007,2015,,,,100
389,JP3431300007,2016,,,,100
389,JP3431300007,2017,,,,95
389,JP3431300007,2018,,,,89
389,JP3431300007,2019,6,N   ,Y   ,92
389,JP3431300007,2020,6,N   ,Y   ,92
389,JP3431300007,2021,6,N   ,Y   ,85
389,JP3431300007,2022,8,Y   ,Y   ,92
389,JP3431300007,2023,9,Y   ,N   ,92
389,JP3431300007,2024,,,,86
390,JP3326410002,2014,4,N   ,Y   ,63
390,JP3326410002,2015,5,N   ,Y   ,62
390,JP3326410002,2016,5,N   ,Y   ,68
390,JP3326410002,2017,6,N   ,Y   ,68
390,JP3326410002,2018,5,N   ,Y   ,68
390,JP3326410002,2019,5,N   ,Y   ,68
390,JP3326410002,2020,5,N   ,Y   ,88
390,JP3326410002,2021,6,N   ,Y   ,81
390,JP3326410002,2022,6,N   ,Y   ,81
390,JP3326410002,2023,6,N   ,Y   ,79
390,JP3326410002,2024,,,,95
391,JP3344400001,2014,9,Y   ,Y   ,100
391,JP3344400001,2015,10,Y   ,Y   ,100
391,JP3344400001,2016,11,Y   ,Y   ,100
391,JP3344400001,2017,12,Y   ,Y   ,100
391,JP3344400001,2018,10,Y   ,Y   ,100
391,JP3344400001,2019,11,Y   ,Y   ,95
391,JP3344400001,2020,11,Y   ,Y   ,100
391,JP3344400001,2021,9,Y   ,Y   ,100
391,JP3344400001,2022,8,Y   ,N   ,100
391,JP3344400001,2023,10,Y   ,N   ,100
391,JP3344400001,2024,,,,100
392,JP3336560002,2014,10,Y   ,N   ,41
392,JP3336560002,2015,11,Y   ,N   ,41
392,JP3336560002,2016,12,Y   ,N   ,41
392,JP3336560002,2017,10,Y   ,N   ,41
392,JP3336560002,2018,9,Y   ,N   ,41
392,JP3336560002,2019,10,Y   ,N   ,41
392,JP3336560002,2020,9,Y   ,N   ,41
392,JP3336560002,2021,9,Y   ,N   ,41
392,JP3336560002,2022,10,Y   ,N   ,41
392,JP3336560002,2023,,,,41
392,JP3336560002,2024,,,,41
393,JP3401400001,2014,9,Y   ,N   ,100
393,JP3401400001,2015,9,Y   ,Y   ,95
393,JP3401400001,2016,10,Y   ,Y   ,100
393,JP3401400001,2017,11,Y   ,N   ,100
393,JP3401400001,2018,11,Y   ,N   ,100
393,JP3401400001,2019,13,Y   ,N   ,100
393,JP3401400001,2020,13,Y   ,N   ,100
393,JP3401400001,2021,13,Y   ,N   ,100
393,JP3401400001,2022,12,Y   ,N   ,100
393,JP3401400001,2023,12,Y   ,N   ,100
393,JP3401400001,2024,13,Y   ,N   ,100
394,JP3420600003,2014,13,Y   ,Y   ,89
394,JP3420600003,2015,13,Y   ,Y   ,91
394,JP3420600003,2016,13,Y   ,Y   ,93
394,JP3420600003,2017,13,Y   ,Y   ,94
394,JP3420600003,2018,13,Y   ,Y   ,94
394,JP3420600003,2019,11,Y   ,Y   ,94
394,JP3420600003,2020,13,Y   ,N   ,95
394,JP3420600003,2021,11,Y   ,N   ,89
394,JP3420600003,2022,10,Y   ,N   ,95
394,JP3420600003,2023,10,Y   ,N   ,100
394,JP3420600003,2024,10,Y   ,N   ,100
395,JP3417200007,2014,11,N   ,N   ,53
395,JP3417200007,2015,12,N   ,N   ,80
395,JP3417200007,2016,12,N   ,N   ,80
395,JP3417200007,2017,15,N   ,N   ,85
395,JP3417200007,2018,15,N   ,N   ,85
395,JP3417200007,2019,13,N   ,N   ,85
395,JP3417200007,2020,12,Y   ,N   ,84
395,JP3417200007,2021,12,Y   ,N   ,84
395,JP3417200007,2022,11,Y   ,N   ,84
395,JP3417200007,2023,11,Y   ,N   ,84
395,JP3417200007,2024,11,Y   ,Y   ,79
396,JP3271400008,2014,15,N   ,N   ,88
396,JP3271400008,2015,14,N   ,N   ,100
396,JP3271400008,2016,15,N   ,N   ,87
396,JP3271400008,2017,18,N   ,N   ,87
396,JP3271400008,2018,16,N   ,N   ,84
396,JP3271400008,2019,16,N   ,Y   ,83
396,JP3271400008,2020,14,N   ,Y   ,86
396,JP3271400008,2021,9,Y   ,Y   ,91
396,JP3271400008,2022,9,Y   ,Y   ,82
396,JP3271400008,2023,10,Y   ,Y   ,92
396,JP3271400008,2024,,,,93
397,JP3414750004,2014,12,Y   ,N   ,92
397,JP3414750004,2015,13,Y   ,N   ,95
397,JP3414750004,2016,12,Y   ,N   ,95
397,JP3414750004,2017,14,Y   ,N   ,95
397,JP3414750004,2018,13,Y   ,N   ,87
397,JP3414750004,2019,13,Y   ,N   ,87
397,JP3414750004,2020,12,Y   ,N   ,88
397,JP3414750004,2021,12,Y   ,N   ,86
397,JP3414750004,2022,10,Y   ,N   ,86
397,JP3414750004,2023,10,Y   ,N   ,92
397,JP3414750004,2024,10,Y   ,N   ,92
398,JP3132600002,2014,11,N   ,N   ,100
398,JP3132600002,2015,11,N   ,N   ,100
398,JP3132600002,2016,12,N   ,N   ,100
398,JP3132600002,2017,10,N   ,N   ,100
398,JP3132600002,2018,12,N   ,N   ,83
398,JP3132600002,2019,10,N   ,N   ,86
398,JP3132600002,2020,9,N   ,N   ,87
398,JP3132600002,2021,9,N   ,N   ,89
398,JP3132600002,2022,9,Y   ,N   ,100
398,JP3132600002,2023,8,Y   ,N   ,100
398,JP3132600002,2024,9,Y   ,N   ,100
399,JP3419050004,2014,8,Y   ,N   ,87
399,JP3419050004,2015,9,Y   ,N   ,87
399,JP3419050004,2016,8,Y   ,N   ,88
399,JP3419050004,2017,8,Y   ,Y   ,88
399,JP3419050004,2018,8,Y   ,Y   ,82
399,JP3419050004,2019,8,Y   ,Y   ,82
399,JP3419050004,2020,10,Y   ,Y   ,82
399,JP3419050004,2021,8,Y   ,Y   ,82
399,JP3419050004,2022,8,Y   ,Y   ,80
399,JP3419050004,2023,12,Y   ,N   ,79
399,JP3419050004,2024,,,,78
400,JP3422950000,2014,16,Y   ,Y   ,92
400,JP3422950000,2015,15,Y   ,Y   ,92
400,JP3422950000,2016,15,Y   ,Y   ,92
400,JP3422950000,2017,14,Y   ,Y   ,92
400,JP3422950000,2018,14,Y   ,N   ,92
400,JP3422950000,2019,13,Y   ,N   ,92
400,JP3422950000,2020,13,Y   ,N   ,92
400,JP3422950000,2021,13,Y   ,N   ,92
400,JP3422950000,2022,13,Y   ,N   ,92
400,JP3422950000,2023,14,Y   ,N   ,92
400,JP3422950000,2024,15,Y   ,N   ,92
401,JP3105220002,2014,11,Y   ,N   ,56
401,JP3105220002,2015,11,Y   ,N   ,55
401,JP3105220002,2016,11,Y   ,N   ,56
401,JP3105220002,2017,11,Y   ,N   ,62
401,JP3105220002,2018,9,Y   ,N   ,62
401,JP3105220002,2019,11,Y   ,N   ,62
401,JP3105220002,2020,8,Y   ,N   ,62
401,JP3105220002,2021,7,Y   ,N   ,62
401,JP3105220002,2022,6,Y   ,N   ,62
401,JP3105220002,2023,9,Y   ,N   ,62
401,JP3105220002,2024,,,,62
402,JP3436120004,2014,16,N   ,N   ,90
402,JP3436120004,2015,14,N   ,N   ,89
402,JP3436120004,2016,16,N   ,N   ,100
402,JP3436120004,2017,18,N   ,N   ,88
402,JP3436120004,2018,16,N   ,N   ,86
402,JP3436120004,2019,17,N   ,N   ,86
402,JP3436120004,2020,12,N   ,N   ,87
402,JP3436120004,2021,14,N   ,N   ,100
402,JP3436120004,2022,16,N   ,N   ,87
402,JP3436120004,2023,15,N   ,Y   ,79
402,JP3436120004,2024,,,,84
403,JP3436100006,2014,7,Y   ,N   ,75
403,JP3436100006,2015,10,Y   ,N   ,73
403,JP3436100006,2016,10,Y   ,N   ,81
403,JP3436100006,2017,9,Y   ,N   ,79
403,JP3436100006,2018,11,Y   ,N   ,100
403,JP3436100006,2019,13,Y   ,N   ,74
403,JP3436100006,2020,11,Y   ,N   ,73
403,JP3436100006,2021,10,Y   ,N   ,66
403,JP3436100006,2022,9,Y   ,N   ,68
403,JP3436100006,2023,9,Y   ,N   ,64
403,JP3436100006,2024,,,,64
404,JP3686800008,2014,8,Y   ,N   ,100
404,JP3686800008,2015,8,Y   ,N   ,100
404,JP3686800008,2016,8,Y   ,N   ,100
404,JP3686800008,2017,7,Y   ,N   ,100
404,JP3686800008,2018,8,Y   ,N   ,100
404,JP3686800008,2019,8,Y   ,N   ,100
404,JP3686800008,2020,8,Y   ,N   ,100
404,JP3686800008,2021,8,Y   ,N   ,95
404,JP3686800008,2022,6,Y   ,N   ,100
404,JP3686800008,2023,8,Y   ,N   ,100
404,JP3686800008,2024,,,,100
405,JP3162770006,2016,,,,100
405,JP3162770006,2017,8,Y   ,N   ,100
405,JP3162770006,2018,10,Y   ,N   ,70
405,JP3162770006,2019,10,Y   ,N   ,79
405,JP3162770006,2020,9,Y   ,N   ,79
405,JP3162770006,2021,10,Y   ,N   ,79
405,JP3162770006,2022,9,Y   ,Y   ,76
405,JP3162770006,2023,9,Y   ,Y   ,76
405,JP3162770006,2024,8,Y   ,Y   ,76
406,JP3359600008,2014,13,Y   ,Y   ,95
406,JP3359600008,2015,16,Y   ,N   ,100
406,JP3359600008,2016,16,Y   ,N   ,100
406,JP3359600008,2017,8,Y   ,N   ,34
406,JP3359600008,2018,10,Y   ,N   ,35
406,JP3359600008,2019,9,Y   ,N   ,39
406,JP3359600008,2020,8,Y   ,N   ,39
406,JP3359600008,2021,6,Y   ,Y   ,34
406,JP3359600008,2022,8,Y   ,Y   ,37
406,JP3359600008,2023,8,Y   ,Y   ,37
406,JP3359600008,2024,8,Y   ,N   ,43
407,JP3729000004,2014,6,N   ,N   ,71
407,JP3729000004,2015,6,N   ,N   ,71
407,JP3729000004,2016,7,N   ,N   ,66
407,JP3729000004,2017,7,N   ,N   ,71
407,JP3729000004,2018,7,N   ,N   ,69
407,JP3729000004,2019,7,N   ,N   ,69
407,JP3729000004,2020,6,Y   ,N   ,67
407,JP3729000004,2021,6,Y   ,N   ,65
407,JP3729000004,2022,7,Y   ,N   ,43
407,JP3729000004,2023,10,Y   ,N   ,27
407,JP3729000004,2024,,,,14
408,JP3351600006,2014,11,Y   ,Y   ,100
408,JP3351600006,2015,8,Y   ,Y   ,92
408,JP3351600006,2016,7,Y   ,N   ,100
408,JP3351600006,2017,7,Y   ,N   ,100
408,JP3351600006,2018,6,Y   ,N   ,100
408,JP3351600006,2019,6,Y   ,N   ,95
408,JP3351600006,2020,8,Y   ,N   ,94
408,JP3351600006,2021,7,Y   ,Y   ,94
408,JP3351600006,2022,8,Y   ,Y   ,94
408,JP3351600006,2023,10,Y   ,Y   ,87
408,JP3351600006,2024,,,,87
409,JP3358200008,2014,12,N   ,N   ,69
409,JP3358200008,2015,8,N   ,N   ,69
409,JP3358200008,2016,8,N   ,N   ,69
409,JP3358200008,2017,8,N   ,N   ,69
409,JP3358200008,2018,8,N   ,N   ,69
409,JP3358200008,2019,7,N   ,N   ,63
409,JP3358200008,2020,7,N   ,N   ,69
409,JP3358200008,2021,7,N   ,N   ,69
409,JP3358200008,2022,6,Y   ,N   ,69
409,JP3358200008,2023,8,Y   ,N   ,69
409,JP3358200008,2024,,,,69
410,JP3358000002,2014,15,N   ,N   ,92
410,JP3358000002,2015,15,N   ,N   ,92
410,JP3358000002,2016,15,N   ,N   ,92
410,JP3358000002,2017,16,N   ,N   ,92
410,JP3358000002,2018,17,N   ,N   ,92
410,JP3358000002,2019,16,N   ,N   ,92
410,JP3358000002,2020,16,N   ,N   ,92
410,JP3358000002,2021,15,N   ,Y   ,91
410,JP3358000002,2022,8,Y   ,Y   ,92
410,JP3358000002,2023,9,Y   ,Y   ,91
410,JP3358000002,2024,9,Y   ,Y   ,91
411,JP3398000004,2014,10,N   ,N   ,100
411,JP3398000004,2015,10,N   ,N   ,100
411,JP3398000004,2016,10,N   ,N   ,100
411,JP3398000004,2017,13,N   ,N   ,100
411,JP3398000004,2018,11,N   ,N   ,100
411,JP3398000004,2019,11,N   ,N   ,100
411,JP3398000004,2020,9,N   ,N   ,100
411,JP3398000004,2021,10,N   ,N   ,100
411,JP3398000004,2022,11,N   ,N   ,100
411,JP3398000004,2023,11,Y   ,N   ,100
411,JP3398000004,2024,10,Y   ,N   ,100
412,JP3350800003,2014,17,Y   ,N   ,100
412,JP3350800003,2015,18,Y   ,N   ,100
412,JP3350800003,2016,16,Y   ,N   ,100
412,JP3350800003,2017,16,Y   ,N   ,100
412,JP3350800003,2018,20,Y   ,N   ,100
412,JP3350800003,2019,19,Y   ,N   ,100
412,JP3350800003,2020,16,Y   ,N   ,100
412,JP3350800003,2021,15,Y   ,N   ,100
412,JP3350800003,2022,14,Y   ,N   ,100
412,JP3350800003,2023,14,Y   ,N   ,100
412,JP3350800003,2024,,,,95
413,JP3329600005,2014,7,Y   ,N   ,93
413,JP3329600005,2015,8,Y   ,N   ,93
413,JP3329600005,2016,7,Y   ,N   ,95
413,JP3329600005,2017,8,Y   ,N   ,100
413,JP3329600005,2018,9,Y   ,N   ,100
413,JP3329600005,2019,9,Y   ,N   ,79
413,JP3329600005,2020,9,Y   ,N   ,84
413,JP3329600005,2021,9,Y   ,N   ,81
413,JP3329600005,2022,9,Y   ,N   ,81
413,JP3329600005,2023,9,Y   ,N   ,93
413,JP3329600005,2024,,,,100
414,JP3914400001,2014,11,Y   ,N   ,84
414,JP3914400001,2015,11,Y   ,N   ,88
414,JP3914400001,2016,9,Y   ,N   ,90
414,JP3914400001,2017,16,Y   ,N   ,89
414,JP3914400001,2018,15,Y   ,N   ,91
414,JP3914400001,2019,11,Y   ,N   ,100
414,JP3914400001,2020,13,Y   ,N   ,100
414,JP3914400001,2021,13,Y   ,N   ,100
414,JP3914400001,2022,12,Y   ,N   ,100
414,JP3914400001,2023,10,Y   ,N   ,100
414,JP3914400001,2024,,,,100
415,JP3162600005,2014,20,N   ,N   ,90
415,JP3162600005,2015,21,N   ,N   ,95
415,JP3162600005,2016,16,Y   ,N   ,95
415,JP3162600005,2017,18,Y   ,N   ,95
415,JP3162600005,2018,14,Y   ,N   ,95
415,JP3162600005,2019,11,Y   ,N   ,82
415,JP3162600005,2020,9,Y   ,N   ,89
415,JP3162600005,2021,11,Y   ,N   ,83
415,JP3162600005,2022,11,Y   ,N   ,83
415,JP3162600005,2023,12,Y   ,N   ,79
415,JP3162600005,2024,11,Y   ,N   ,89
416,JP3890350006,2014,16,Y   ,N   ,100
416,JP3890350006,2015,17,Y   ,N   ,100
416,JP3890350006,2016,15,Y   ,N   ,100
416,JP3890350006,2017,17,Y   ,N   ,95
416,JP3890350006,2018,19,Y   ,N   ,95
416,JP3890350006,2019,21,Y   ,N   ,100
416,JP3890350006,2020,15,Y   ,Y   ,100
416,JP3890350006,2021,15,Y   ,N   ,100
416,JP3890350006,2022,15,Y   ,N   ,100
416,JP3890350006,2023,15,Y   ,N   ,100
416,JP3890350006,2024,,,,100
417,JP3892100003,2014,11,Y   ,N   ,100
417,JP3892100003,2015,11,Y   ,N   ,100
417,JP3892100003,2016,11,Y   ,N   ,100
417,JP3892100003,2017,11,Y   ,N   ,100
417,JP3892100003,2018,16,Y   ,N   ,93
417,JP3892100003,2019,16,Y   ,N   ,93
417,JP3892100003,2020,15,Y   ,N   ,89
417,JP3892100003,2021,16,Y   ,N   ,94
417,JP3892100003,2022,15,Y   ,N   ,100
417,JP3892100003,2023,14,Y   ,N   ,95
417,JP3892100003,2024,,,,100
418,JP3435750009,2014,8,N   ,N   ,55
418,JP3435750009,2015,8,N   ,N   ,55
418,JP3435750009,2016,8,N   ,N   ,46
418,JP3435750009,2017,11,N   ,N   ,60
418,JP3435750009,2018,9,N   ,N   ,66
418,JP3435750009,2019,8,N   ,N   ,58
418,JP3435750009,2020,10,N   ,N   ,51
418,JP3435750009,2021,9,N   ,N   ,52
418,JP3435750009,2022,7,N   ,N   ,58
418,JP3435750009,2023,9,N   ,N   ,66
418,JP3435750009,2024,,,,59
419,JP3435000009,2014,18,Y   ,N   ,100
419,JP3435000009,2015,18,Y   ,N   ,100
419,JP3435000009,2016,18,Y   ,N   ,93
419,JP3435000009,2017,11,Y   ,N   ,87
419,JP3435000009,2018,12,Y   ,N   ,88
419,JP3435000009,2019,12,Y   ,Y   ,100
419,JP3435000009,2020,13,Y   ,N   ,95
419,JP3435000009,2021,12,Y   ,Y   ,100
419,JP3435000009,2022,10,Y   ,Y   ,100
419,JP3435000009,2023,10,Y   ,Y   ,100
419,JP3435000009,2024,10,Y   ,Y   ,100
420,JP3732000009,2018,6,Y   ,N   ,100
420,JP3732000009,2019,11,Y   ,N   ,34
420,JP3732000009,2020,11,Y   ,N   ,39
420,JP3732000009,2021,11,Y   ,N   ,55
420,JP3732000009,2022,13,Y   ,Y   ,60
420,JP3732000009,2023,13,Y   ,N   ,61
420,JP3732000009,2024,11,Y   ,N   ,61
421,JP3375800004,2014,11,Y   ,N   ,50
421,JP3375800004,2015,11,Y   ,N   ,50
421,JP3375800004,2016,10,Y   ,N   ,50
421,JP3375800004,2017,8,Y   ,N   ,50
421,JP3375800004,2018,10,Y   ,N   ,50
421,JP3375800004,2019,9,Y   ,N   ,50
421,JP3375800004,2020,9,Y   ,N   ,50
421,JP3375800004,2021,8,Y   ,N   ,50
421,JP3375800004,2022,8,Y   ,N   ,50
421,JP3375800004,2023,8,Y   ,N   ,50
421,JP3375800004,2024,8,Y   ,N   ,50
422,JP3431900004,2014,,,,82
422,JP3431900004,2015,8,N   ,Y   ,82
422,JP3431900004,2016,8,N   ,Y   ,88
422,JP3431900004,2017,10,N   ,Y   ,88
422,JP3431900004,2018,12,N   ,Y   ,88
422,JP3431900004,2019,12,N   ,Y   ,88
422,JP3431900004,2020,10,N   ,Y   ,88
422,JP3431900004,2021,11,N   ,Y   ,88
422,JP3431900004,2022,12,Y   ,Y   ,88
422,JP3431900004,2023,11,Y   ,Y   ,88
422,JP3431900004,2024,11,Y   ,N   ,82
423,JP3347200002,2014,6,Y   ,N   ,95
423,JP3347200002,2015,6,Y   ,N   ,95
423,JP3347200002,2016,7,Y   ,N   ,95
423,JP3347200002,2017,7,Y   ,N   ,94
423,JP3347200002,2018,7,Y   ,N   ,89
423,JP3347200002,2019,7,Y   ,N   ,89
423,JP3347200002,2020,7,Y   ,N   ,88
423,JP3347200002,2021,5,Y   ,N   ,94
423,JP3347200002,2022,5,Y   ,N   ,94
423,JP3347200002,2023,5,Y   ,Y   ,94
423,JP3347200002,2024,,,,88
424,JP3343200006,2014,9,N   ,N   ,74
424,JP3343200006,2015,14,N   ,N   ,74
424,JP3343200006,2016,15,N   ,N   ,77
424,JP3343200006,2017,14,N   ,N   ,77
424,JP3343200006,2018,14,N   ,N   ,77
424,JP3343200006,2019,14,N   ,N   ,71
424,JP3343200006,2020,10,N   ,N   ,77
424,JP3343200006,2021,9,N   ,N   ,87
424,JP3343200006,2022,9,N   ,N   ,87
424,JP3343200006,2023,10,Y   ,N   ,88
424,JP3343200006,2024,10,Y   ,N   ,92
425,JP3352000008,2014,16,N   ,N   ,100
425,JP3352000008,2015,14,N   ,N   ,100
425,JP3352000008,2016,15,N   ,N   ,100
425,JP3352000008,2017,15,N   ,N   ,100
425,JP3352000008,2018,19,N   ,N   ,100
425,JP3352000008,2019,14,N   ,N   ,100
425,JP3352000008,2020,17,N   ,N   ,100
425,JP3352000008,2021,17,N   ,N   ,100
425,JP3352000008,2022,17,N   ,N   ,100
425,JP3352000008,2023,16,Y   ,N   ,100
425,JP3352000008,2024,,,,100
426,JP3399400005,2014,10,Y   ,N   ,86
426,JP3399400005,2015,12,Y   ,N   ,87
426,JP3399400005,2016,10,Y   ,N   ,85
426,JP3399400005,2017,10,Y   ,N   ,86
426,JP3399400005,2018,10,Y   ,N   ,95
426,JP3399400005,2019,10,Y   ,N   ,95
426,JP3399400005,2020,10,Y   ,N   ,89
426,JP3399400005,2021,9,Y   ,N   ,88
426,JP3399400005,2022,9,Y   ,N   ,95
426,JP3399400005,2023,10,Y   ,N   ,90
426,JP3399400005,2024,,,,90
427,JP3399310006,2014,,,,53
427,JP3399310006,2015,10,N   ,N   ,48
427,JP3399310006,2016,10,N   ,N   ,62
427,JP3399310006,2017,10,N   ,N   ,62
427,JP3399310006,2018,11,N   ,N   ,64
427,JP3399310006,2019,7,N   ,N   ,64
427,JP3399310006,2020,7,N   ,N   ,33
427,JP3399310006,2021,7,N   ,N   ,40
427,JP3399310006,2022,8,N   ,N   ,40
427,JP3399310006,2023,8,N   ,N   ,44
427,JP3399310006,2024,11,Y   ,N   ,49
428,JP3407400005,2014,16,Y   ,N   ,94
428,JP3407400005,2015,20,Y   ,N   ,100
428,JP3407400005,2016,17,Y   ,N   ,100
428,JP3407400005,2017,14,Y   ,N   ,100
428,JP3407400005,2018,15,Y   ,Y   ,100
428,JP3407400005,2019,13,Y   ,Y   ,100
428,JP3407400005,2020,13,Y   ,Y   ,100
428,JP3407400005,2021,11,Y   ,Y   ,100
428,JP3407400005,2022,15,Y   ,Y   ,100
428,JP3407400005,2023,15,Y   ,Y   ,100
428,JP3407400005,2024,,,,100
429,JP3400400002,2014,,,,51
429,JP3400400002,2015,,,,51
429,JP3400400002,2016,,,,51
429,JP3400400002,2017,,,,51
429,JP3400400002,2018,,,,49
429,JP3400400002,2019,12,N   ,Y   ,49
429,JP3400400002,2020,12,N   ,Y   ,49
429,JP3400400002,2021,12,Y   ,Y   ,49
429,JP3400400002,2022,12,Y   ,Y   ,49
429,JP3400400002,2023,12,Y   ,Y   ,49
429,JP3400400002,2024,12,Y   ,Y   ,49
430,JP3411000007,2014,18,N   ,N   ,100
430,JP3411000007,2015,18,N   ,N   ,100
430,JP3411000007,2016,18,N   ,N   ,95
430,JP3411000007,2017,17,N   ,N   ,90
430,JP3411000007,2018,19,N   ,N   ,88
430,JP3411000007,2019,13,N   ,N   ,95
430,JP3411000007,2020,10,N   ,N   ,82
430,JP3411000007,2021,13,N   ,N   ,82
430,JP3411000007,2022,10,N   ,N   ,100
430,JP3411000007,2023,10,Y   ,N   ,100
430,JP3411000007,2024,12,Y   ,N   ,82
431,JP3404200002,2014,11,Y   ,N   ,73
431,JP3404200002,2015,12,Y   ,N   ,71
431,JP3404200002,2016,11,Y   ,N   ,71
431,JP3404200002,2017,12,Y   ,N   ,71
431,JP3404200002,2018,11,Y   ,N   ,71
431,JP3404200002,2019,12,Y   ,N   ,71
431,JP3404200002,2020,12,Y   ,N   ,71
431,JP3404200002,2021,12,Y   ,N   ,71
431,JP3404200002,2022,11,Y   ,N   ,71
431,JP3404200002,2023,11,Y   ,N   ,71
431,JP3404200002,2024,,,,71
432,JP3407200009,2014,9,N   ,N   ,52
432,JP3407200009,2015,11,N   ,N   ,52
432,JP3407200009,2016,9,N   ,N   ,52
432,JP3407200009,2017,8,N   ,N   ,52
432,JP3407200009,2018,8,N   ,N   ,52
432,JP3407200009,2019,8,N   ,N   ,52
432,JP3407200009,2020,6,N   ,N   ,52
432,JP3407200009,2021,6,N   ,N   ,68
432,JP3407200009,2022,6,Y   ,N   ,70
432,JP3407200009,2023,8,Y   ,N   ,86
432,JP3407200009,2024,,,,88
433,JP3368000000,2014,11,Y   ,N   ,100
433,JP3368000000,2015,10,Y   ,N   ,100
433,JP3368000000,2016,11,Y   ,N   ,95
433,JP3368000000,2017,11,Y   ,Y   ,100
433,JP3368000000,2018,11,Y   ,N   ,100
433,JP3368000000,2019,11,Y   ,N   ,100
433,JP3368000000,2020,10,Y   ,N   ,100
433,JP3368000000,2021,11,Y   ,N   ,100
433,JP3368000000,2022,11,Y   ,Y   ,100
433,JP3368000000,2023,9,Y   ,N   ,100
433,JP3368000000,2024,,,,100
434,JP3358800005,2014,8,Y   ,N   ,92
434,JP3358800005,2015,9,Y   ,N   ,92
434,JP3358800005,2016,11,Y   ,N   ,92
434,JP3358800005,2017,10,Y   ,N   ,92
434,JP3358800005,2018,11,Y   ,N   ,92
434,JP3358800005,2019,11,Y   ,N   ,92
434,JP3358800005,2020,12,Y   ,N   ,92
434,JP3358800005,2021,11,Y   ,N   ,92
434,JP3358800005,2022,12,Y   ,N   ,92
434,JP3358800005,2023,12,Y   ,N   ,85
434,JP3358800005,2024,12,Y   ,N   ,84
435,JP3463000004,2014,12,Y   ,Y   ,93
435,JP3463000004,2015,12,Y   ,Y   ,94
435,JP3463000004,2016,13,Y   ,Y   ,94
435,JP3463000004,2017,19,Y   ,N   ,94
435,JP3463000004,2018,16,Y   ,N   ,95
435,JP3463000004,2019,16,Y   ,N   ,100
435,JP3463000004,2020,16,Y   ,N   ,100
435,JP3463000004,2021,16,Y   ,N   ,100
435,JP3463000004,2022,16,Y   ,N   ,100
435,JP3463000004,2023,15,Y   ,N   ,100
435,JP3463000004,2024,,,,100
436,JP3539220008,2014,14,Y   ,N   ,100
436,JP3539220008,2015,15,Y   ,N   ,100
436,JP3539220008,2016,14,Y   ,N   ,100
436,JP3539220008,2017,14,Y   ,N   ,100
436,JP3539220008,2018,15,Y   ,N   ,100
436,JP3539220008,2019,16,Y   ,N   ,100
436,JP3539220008,2020,16,Y   ,N   ,100
436,JP3539220008,2021,13,Y   ,N   ,100
436,JP3539220008,2022,13,Y   ,N   ,100
436,JP3539220008,2023,12,Y   ,N   ,100
436,JP3539220008,2024,12,Y   ,N   ,100
437,JP3442850008,2014,9,N   ,N   ,100
437,JP3442850008,2015,9,N   ,N   ,100
437,JP3442850008,2016,9,N   ,N   ,100
