Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
FORMOSA PETROCHEMICAL - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FORMOSA PETROCHEMICAL - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
FORMOSA PETROCHEMICAL - FREE FLOAT NOSH,18,18,19,18,18,18,18,18,18,18,18
FORMOSA PLASTICS - Board Size,15,14,14,13,15,15,15,15,15,14,NA
FORMOSA PLASTICS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FORMOSA PLASTICS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
FORMOSA PLASTICS - FREE FLOAT NOSH,83,83,83,83,83,83,83,83,83,83,83
YUANTA FINANCIAL HDG. - Board Size,11,11,14,14,14,9,9,9,9,9,NA
YUANTA FINANCIAL HDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
YUANTA FINANCIAL HDG. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
YUANTA FINANCIAL HDG. - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
FORMOSA TAFFETA - Board Size,11,12,12,11,11,11,11,11,10,11,NA
FORMOSA TAFFETA - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FORMOSA TAFFETA - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
FORMOSA TAFFETA - FREE FLOAT NOSH,57,57,52,57,57,57,57,57,57,57,57
FUBON FINL.HLDG. - Board Size,10,14,13,16,17,14,14,13,14,15,NA
FUBON FINL.HLDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FUBON FINL.HLDG. - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
FUBON FINL.HLDG. - FREE FLOAT NOSH,71,71,71,71,71,71,71,71,71,71,71
GIANT MNFG. - Board Size,9,11,11,11,10,10,10,11,11,11,NA
GIANT MNFG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
GIANT MNFG. - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,NA
GIANT MNFG. - FREE FLOAT NOSH,87,87,94,100,100,100,100,100,100,100,100
GLOBALWAFERS - Board Size,NA,NA,NA,7,6,6,7,7,7,8,NA
GLOBALWAFERS - Current CEO Chairman Duality,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
GLOBALWAFERS - CSR Sustainability Committee,NA,NA,NA,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
GLOBALWAFERS - FREE FLOAT NOSH,NA,100,33,49,49,49,49,49,49,49,53
HANNSTAR DISPLAY - Board Size,5,7,7,7,7,7,7,8,7,9,NA
HANNSTAR DISPLAY - Current CEO Chairman Duality,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HANNSTAR DISPLAY - CSR Sustainability Committee,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,NA
HANNSTAR DISPLAY - FREE FLOAT NOSH,85,86,84,84,83,83,81,80,80,74,74
HTC - Board Size,6,6,6,6,6,7,8,8,8,8,NA
HTC - Current CEO Chairman Duality,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HTC - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HTC - FREE FLOAT NOSH,95,95,95,95,95,95,95,95,95,95,95
HIWIN TECHNOLOGIES - Board Size,9,7,8,9,9,9,9,9,10,10,NA
HIWIN TECHNOLOGIES - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HIWIN TECHNOLOGIES - CSR Sustainability Committee,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HIWIN TECHNOLOGIES - FREE FLOAT NOSH,87,87,87,93,93,93,93,93,92,92,92
HUA NAN FINANCIAL HDG. - Board Size,20,22,20,20,20,19,20,20,19,18,NA
HUA NAN FINANCIAL HDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HUA NAN FINANCIAL HDG. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HUA NAN FINANCIAL HDG. - FREE FLOAT NOSH,79,79,79,79,79,79,79,79,79,79,79
HIGHWEALTH CONSTRUCTION - Board Size,7,7,7,7,7,7,7,7,7,6,NA
HIGHWEALTH CONSTRUCTION - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HIGHWEALTH CONSTRUCTION - CSR Sustainability Committee,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HIGHWEALTH CONSTRUCTION - FREE FLOAT NOSH,86,86,86,86,86,81,86,86,88,88,87
HON HAI PRECN.IND. - Board Size,8,8,11,10,11,10,10,10,9,7,NA
HON HAI PRECN.IND. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,NA
HON HAI PRECN.IND. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HON HAI PRECN.IND. - FREE FLOAT NOSH,88,88,87,90,90,87,87,87,87,87,87
HOTAI MOTOR - Board Size,23,20,15,14,14,14,14,14,14,14,NA
HOTAI MOTOR - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HOTAI MOTOR - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HOTAI MOTOR - FREE FLOAT NOSH,70,70,70,69,69,69,69,69,69,69,69
INNOLUX - Board Size,7,6,7,7,8,6,7,7,9,9,NA
INNOLUX - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
INNOLUX - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
INNOLUX - FREE FLOAT NOSH,94,94,94,94,94,94,100,100,100,100,100
INVENTEC - Board Size,7,7,7,9,9,9,9,9,9,9,NA
INVENTEC - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
INVENTEC - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
INVENTEC - FREE FLOAT NOSH,93,93,93,93,94,94,94,100,100,100,100
CTCI - Board Size,15,14,14,13,12,12,12,12,12,12,NA
CTCI - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CTCI - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CTCI - FREE FLOAT NOSH,76,76,77,76,79,79,77,76,72,73,80
KINSUS INTCONN.TECH. - Board Size,9,9,8,9,9,9,9,9,9,9,NA
KINSUS INTCONN.TECH. - Current CEO Chairman Duality,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,NA
KINSUS INTCONN.TECH. - CSR Sustainability Committee,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KINSUS INTCONN.TECH. - FREE FLOAT NOSH,54,61,61,61,56,56,61,61,56,62,62
KING YUAN ELTN. - Board Size,NA,NA,NA,NA,9,9,10,10,10,8,NA
KING YUAN ELTN. - Current CEO Chairman Duality,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KING YUAN ELTN. - CSR Sustainability Committee,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KING YUAN ELTN. - FREE FLOAT NOSH,95,95,100,95,94,94,94,100,100,100,100
LITE-ON TECHNOLOGY - Board Size,11,11,10,10,10,9,9,10,8,8,NA
LITE-ON TECHNOLOGY - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
LITE-ON TECHNOLOGY - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
LITE-ON TECHNOLOGY - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
LARGAN PRECISION - Board Size,7,7,9,9,9,7,7,7,9,9,NA
LARGAN PRECISION - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,NA
LARGAN PRECISION - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,NA
LARGAN PRECISION - FREE FLOAT NOSH,88,90,95,95,95,88,81,81,81,81,81
MACRONIX INTL. - Board Size,15,15,15,14,14,15,14,14,15,15,NA
MACRONIX INTL. - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MACRONIX INTL. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,Y   ,Y   ,Y   ,NA
MACRONIX INTL. - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
MEDIATEK - Board Size,8,8,8,8,9,9,9,8,8,9,NA
MEDIATEK - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,N   ,N   ,NA
MEDIATEK - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MEDIATEK - FREE FLOAT NOSH,100,100,100,100,100,95,100,100,100,100,100
MERRY ELECTRONICS - Board Size,NA,NA,NA,NA,7,9,8,9,9,9,NA
MERRY ELECTRONICS - Current CEO Chairman Duality,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,NA
MERRY ELECTRONICS - CSR Sustainability Committee,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MERRY ELECTRONICS - FREE FLOAT NOSH,89,87,95,100,94,100,100,100,100,100,100
MERIDA INDUSTRY - Board Size,10,12,12,12,13,13,13,13,13,13,NA
MERIDA INDUSTRY - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
MERIDA INDUSTRY - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MERIDA INDUSTRY - FREE FLOAT NOSH,84,84,84,84,78,84,84,84,78,76,78
FARGLORY LAND DEV. - Board Size,6,7,7,7,7,7,7,7,7,7,NA
FARGLORY LAND DEV. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
FARGLORY LAND DEV. - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
FARGLORY LAND DEV. - FREE FLOAT NOSH,37,36,32,32,32,29,29,27,27,27,27
MOTECH INDUSTRIES - Board Size,8,7,8,8,7,7,7,7,7,7,NA
MOTECH INDUSTRIES - Current CEO Chairman Duality,N   ,N   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,N   ,N   ,NA
MOTECH INDUSTRIES - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,N   ,N   ,NA
MOTECH INDUSTRIES - FREE FLOAT NOSH,80,80,82,88,90,79,100,100,100,100,100
MAKALOT INDUSTRIAL - Board Size,NA,NA,NA,NA,14,14,15,15,15,15,NA
MAKALOT INDUSTRIAL - Current CEO Chairman Duality,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MAKALOT INDUSTRIAL - CSR Sustainability Committee,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MAKALOT INDUSTRIAL - FREE FLOAT NOSH,95,95,100,94,100,100,87,94,82,100,95
MICRO-STAR INTERNATIONAL - Board Size,NA,NA,10,10,11,11,10,12,12,12,NA
MICRO-STAR INTERNATIONAL - Current CEO Chairman Duality,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
MICRO-STAR INTERNATIONAL - CSR Sustainability Committee,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
MICRO-STAR INTERNATIONAL - FREE FLOAT NOSH,94,94,94,94,94,94,94,94,94,94,94
NANKANG RUBBER TIRE - Board Size,10,9,8,8,8,10,9,9,9,9,NA
NANKANG RUBBER TIRE - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NANKANG RUBBER TIRE - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
NANKANG RUBBER TIRE - FREE FLOAT NOSH,72,65,60,59,59,59,56,54,68,63,63
NIEN MADE ENTERPRISE - Board Size,NA,NA,9,9,9,9,9,9,9,9,NA
NIEN MADE ENTERPRISE - Current CEO Chairman Duality,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NIEN MADE ENTERPRISE - CSR Sustainability Committee,NA,NA,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NIEN MADE ENTERPRISE - FREE FLOAT NOSH,NA,NA,43,54,54,54,47,63,64,65,65
NOVATEK MICROELS. - Board Size,7,7,7,7,8,8,8,8,8,8,NA
NOVATEK MICROELS. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NOVATEK MICROELS. - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NOVATEK MICROELS. - FREE FLOAT NOSH,94,100,100,100,100,100,100,95,100,100,100
NAN YA PLASTICS - Board Size,15,15,16,15,15,15,15,15,15,15,NA
NAN YA PLASTICS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NAN YA PLASTICS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NAN YA PLASTICS - FREE FLOAT NOSH,68,68,68,68,74,74,74,74,74,74,74
NANYA TECHNOLOGY - Board Size,12,12,12,12,12,12,12,12,12,12,NA
NANYA TECHNOLOGY - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NANYA TECHNOLOGY - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NANYA TECHNOLOGY - FREE FLOAT NOSH,16,17,27,27,38,37,38,38,38,38,38
OBI PHARMA - Board Size,NA,8,7,7,7,7,6,7,6,6,NA
OBI PHARMA - Current CEO Chairman Duality,NA,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
OBI PHARMA - CSR Sustainability Committee,NA,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
OBI PHARMA - FREE FLOAT NOSH,NA,76,76,76,76,76,78,79,80,80,80
ORIENTAL UNION CHM. - Board Size,11,11,11,11,11,11,11,11,11,11,NA
ORIENTAL UNION CHM. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
ORIENTAL UNION CHM. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
ORIENTAL UNION CHM. - FREE FLOAT NOSH,70,62,62,64,65,63,70,70,70,70,72
NAN YA PRINTED CUB. - Board Size,9,9,8,9,9,9,9,9,9,9,NA
NAN YA PRINTED CUB. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NAN YA PRINTED CUB. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NAN YA PRINTED CUB. - FREE FLOAT NOSH,33,33,33,33,33,33,33,27,27,33,33
POU CHEN - Board Size,8,7,9,9,9,9,9,9,9,9,NA
POU CHEN - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
POU CHEN - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
POU CHEN - FREE FLOAT NOSH,87,87,87,87,87,87,87,87,87,87,87
PRESIDENT CHAIN STORE - Board Size,12,13,13,13,13,13,13,13,13,13,NA
PRESIDENT CHAIN STORE - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
PRESIDENT CHAIN STORE - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
PRESIDENT CHAIN STORE - FREE FLOAT NOSH,55,55,55,55,55,55,55,55,55,55,55
PEGATRON - Board Size,9,9,11,11,10,11,11,13,16,16,NA
PEGATRON - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,NA
PEGATRON - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
PEGATRON - FREE FLOAT NOSH,81,82,83,83,83,83,83,83,83,83,83
PHISON ELECTRONICS - Board Size,8,8,8,7,7,7,9,9,9,9,NA
PHISON ELECTRONICS - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,NA
PHISON ELECTRONICS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
PHISON ELECTRONICS - FREE FLOAT NOSH,81,81,82,82,83,84,84,90,90,90,90
PIXART IMAGING - Board Size,7,7,7,8,8,8,7,7,7,7,NA
PIXART IMAGING - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
PIXART IMAGING - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
PIXART IMAGING - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
POWERTECH TECHNOLOGY - Board Size,11,11,10,11,11,11,11,11,11,10,NA
POWERTECH TECHNOLOGY - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,N   ,N   ,NA
POWERTECH TECHNOLOGY - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
POWERTECH TECHNOLOGY - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,95,100
UNI-PRESIDENT ENTS. - Board Size,12,13,13,13,13,13,13,13,13,14,NA
UNI-PRESIDENT ENTS. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
UNI-PRESIDENT ENTS. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
UNI-PRESIDENT ENTS. - FREE FLOAT NOSH,100,100,100,100,100,100,100,95,95,95,95
E INK HOLDINGS - Board Size,10,10,9,9,8,9,9,9,9,7,NA
E INK HOLDINGS - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,N   ,N   ,NA
E INK HOLDINGS - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
E INK HOLDINGS - FREE FLOAT NOSH,80,81,81,76,75,75,75,81,81,81,81
PRIMAX ELECTRONICS - Board Size,NA,NA,NA,NA,8,9,8,9,9,9,NA
PRIMAX ELECTRONICS - Current CEO Chairman Duality,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,NA
PRIMAX ELECTRONICS - CSR Sustainability Committee,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
PRIMAX ELECTRONICS - FREE FLOAT NOSH,71,92,94,94,94,94,94,94,95,100,100
QUANTA COMPUTER - Board Size,5,5,7,7,7,7,7,6,7,7,NA
QUANTA COMPUTER - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
QUANTA COMPUTER - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
QUANTA COMPUTER - FREE FLOAT NOSH,74,74,74,74,74,74,74,74,74,74,74
REALTEK SEMICON. - Board Size,8,9,8,7,10,9,10,10,10,10,NA
REALTEK SEMICON. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
REALTEK SEMICON. - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
REALTEK SEMICON. - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
RADIANT OPTO-ELECTRONICS - Board Size,8,8,8,8,9,9,9,10,10,10,NA
RADIANT OPTO-ELECTRONICS - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
RADIANT OPTO-ELECTRONICS - CSR Sustainability Committee,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
RADIANT OPTO-ELECTRONICS - FREE FLOAT NOSH,100,100,94,100,100,100,100,100,100,100,100
RUENTEX DEV. - Board Size,8,8,10,10,10,10,9,9,9,9,NA
RUENTEX DEV. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
RUENTEX DEV. - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
RUENTEX DEV. - FREE FLOAT NOSH,63,69,67,68,68,68,68,67,67,67,68
RUENTEX INDUSTRIES - Board Size,5,7,7,7,9,9,9,8,9,8,NA
RUENTEX INDUSTRIES - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
RUENTEX INDUSTRIES - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
RUENTEX INDUSTRIES - FREE FLOAT NOSH,75,75,75,75,75,75,75,76,76,80,86
SINO-AMER.SILICON PRDS. - Board Size,18,18,15,13,13,12,10,10,10,11,NA
SINO-AMER.SILICON PRDS. - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
SINO-AMER.SILICON PRDS. - CSR Sustainability Committee,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
SINO-AMER.SILICON PRDS. - FREE FLOAT NOSH,95,100,100,100,92,92,100,100,100,100,100
SINBON ELECTRONICS - Board Size,NA,NA,NA,NA,9,11,10,13,13,12,NA
SINBON ELECTRONICS - Current CEO Chairman Duality,NA,NA,NA,NA,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
SINBON ELECTRONICS - CSR Sustainability Committee,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
SINBON ELECTRONICS - FREE FLOAT NOSH,94,93,100,93,100,94,94,94,100,100,100
SINOPAC FINL.HDG. - Board Size,10,10,10,9,9,9,7,7,7,7,NA
SINOPAC FINL.HDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
SINOPAC FINL.HDG. - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
SINOPAC FINL.HDG. - FREE FLOAT NOSH,100,100,100,100,95,100,100,100,100,100,100
STANDARD FOODS - Board Size,5,5,7,7,7,8,7,7,8,8,NA
STANDARD FOODS - Current CEO Chairman Duality,N   ,N   ,N   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,N   ,NA
STANDARD FOODS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
STANDARD FOODS - FREE FLOAT NOSH,47,47,51,74,74,54,54,49,54,53,49
GENERAL INFC.SLN.GIS - Board Size,NA,NA,NA,6,7,7,7,7,7,7,NA
GENERAL INFC.SLN.GIS - Current CEO Chairman Duality,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
GENERAL INFC.SLN.GIS - CSR Sustainability Committee,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
GENERAL INFC.SLN.GIS - FREE FLOAT NOSH,NA,44,35,57,58,65,65,70,71,71,71
SHIN KONG FINL.HLDG. - Board Size,17,16,16,17,16,15,15,15,16,15,NA
SHIN KONG FINL.HLDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
SHIN KONG FINL.HLDG. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
SHIN KONG FINL.HLDG. - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
SIMPLO TECHNOLOGY - Board Size,7,7,7,8,8,7,7,7,7,7,NA
SIMPLO TECHNOLOGY - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
SIMPLO TECHNOLOGY - CSR Sustainability Committee,N   ,Y   ,Y   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
SIMPLO TECHNOLOGY - FREE FLOAT NOSH,87,87,100,100,94,89,100,100,95,95,100
SCINOPHARM TAIWAN - Board Size,13,15,15,15,15,15,15,15,15,17,NA
SCINOPHARM TAIWAN - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
SCINOPHARM TAIWAN - CSR Sustainability Committee,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
SCINOPHARM TAIWAN - FREE FLOAT NOSH,48,48,48,48,48,48,48,48,48,48,48
