No,ISIN CODE,Year,PRICE TO BOOK VAL,RETURN ON ASSETS,TOTAL DEBT % COMMON EQUITY
934,TH6128010001,2015,2.89,7.42,33.83
934,TH6128010001,2016,3.48,12.89,22.27
934,TH6128010001,2017,3.72,11.44,14.78
935,TH0975010008,2014,1.66,-14.17,289.26
935,TH0975010008,2015,1.65,4.16,211.6
935,TH0975010008,2016,0.94,12.79,110.72
935,TH0975010008,2017,1.24,13.14,43.82
936,TH0297010Z02,2014,1.92,14.68,41.4
936,TH0297010Z02,2015,1.81,9.4,44.45
936,TH0297010Z02,2016,1.42,11.39,35.71
936,TH0297010Z02,2017,2.02,11.07,29.73
937,TH6488010005,2014,,4.74,50.59
937,TH6488010005,2015,1.13,4.62,41.63
937,TH6488010005,2016,1.21,5.69,43.63
937,TH6488010005,2017,1.32,6.19,41.01
938,TH1041010Z03,2014,3.17,10.1,68.5
938,TH1041010Z03,2015,4.18,6.01,90.52
938,TH1041010Z03,2016,3.8,3.82,147.27
938,TH1041010Z03,2017,3.56,3.8,181.36
939,TH8319010Z06,2014,,,223.26
939,TH8319010Z06,2015,,-1.16,1012.3
939,TH8319010Z06,2016,,3.02,2149.95
939,TH8319010Z06,2017,,6.1,164.7
940,TH0324B10Z01,2014,1.47,16.19,0
940,TH0324B10Z01,2015,1.89,9.19,0
940,TH0324B10Z01,2016,1.11,9.01,0
940,TH0324B10Z01,2017,1.85,12.03,0
941,TH0661010007,2014,6.07,9.21,88.37
941,TH0661010007,2015,5.33,8.63,85.06
941,TH0661010007,2016,6.73,9.21,96.48
941,TH0661010007,2017,6.74,10.26,80.83
942,TH1027010004,2014,2.05,1.96,150.44
942,TH1027010004,2015,1.82,4.48,151.62
942,TH1027010004,2016,1.96,8.33,157.69
942,TH1027010004,2017,1.85,9.24,108.29
943,TH0418G10Z03,2014,4.71,15.88,40.22
943,TH0418G10Z03,2015,2.31,45.17,15.54
943,TH0418G10Z03,2016,2.67,7.22,86.8
943,TH0418G10Z03,2017,4.03,7.15,78.65
944,TH3925010Z05,2014,6.03,8.54,195.84
944,TH3925010Z05,2015,4.39,4.62,115.56
944,TH3925010Z05,2016,1.85,9.26,95.67
944,TH3925010Z05,2017,3.66,9.78,121.28
945,TH0530010Z06,2014,1.51,4.69,221.66
945,TH0530010Z06,2015,2.19,4,263.19
945,TH0530010Z06,2016,1.93,3.33,266.76
945,TH0530010Z06,2017,1.93,3.61,167.31
946,TH0122C10Z04,2014,2.66,16.93,92.89
946,TH0122C10Z04,2015,3.92,14.98,78.19
946,TH0122C10Z04,2016,4.55,18.81,45.33
946,TH0122C10Z04,2017,5.38,15.21,31.34
947,TH0121010001,2014,0.94,1.61,145.82
947,TH0121010001,2015,0.83,1.87,185.33
947,TH0121010001,2016,0.86,2.92,159.84
947,TH0121010001,2017,1.4,2.69,157.13
948,TH0689010Z00,2014,1.4,6.11,564.46
948,TH0689010Z00,2015,2.89,6.02,515.96
948,TH0689010Z00,2016,2.3,5.87,494.95
948,TH0689010Z00,2017,2.68,6.66,424.76
949,TH0150010Z03,2014,1.11,1.42,114.85
949,TH0150010Z03,2015,1.1,1.18,126.29
949,TH0150010Z03,2016,0.83,1.33,118.24
949,TH0150010Z03,2017,0.91,0.94,117.88
950,TH0143010Z08,2014,2.54,10.95,82.12
950,TH0143010Z08,2015,2.4,8.86,91.34
950,TH0143010Z08,2016,2.11,8.97,93.06
950,TH0143010Z08,2017,2.27,10.46,97.86
951,TH0429010Z01,2014,12.58,12.66,45.09
951,TH0429010Z01,2015,13.43,12.23,50.81
951,TH0429010Z01,2016,10.15,11.25,52.59
951,TH0429010Z01,2017,9.84,11.62,52.17
952,TH4984010009,2014,4.65,8.59,14.26
952,TH4984010009,2015,3.69,9.99,16.58
952,TH4984010009,2016,3.03,10.6,14.31
952,TH4984010009,2017,4.41,13.78,9.77
953,TH6068010Y02,2014,,10.26,68.25
953,TH6068010Y02,2015,7.01,9.22,126.58
953,TH6068010Y02,2016,6.3,9.22,257.73
953,TH6068010Y02,2017,7.76,9.92,303.02
954,TH0083B10Z02,2014,0.78,0.85,347.71
954,TH0083B10Z02,2015,0.75,0.89,323.75
954,TH0083B10Z02,2016,0.69,0.91,223.95
954,TH0083B10Z02,2017,0.9,0.95,215.96
955,TH6789010001,2014,,5.02,360.49
955,TH6789010001,2015,,15.44,39.54
955,TH6789010001,2016,3.46,12.86,117.47
955,TH6789010001,2017,3.45,13.99,177.07
956,TH8752010000,2014,,,19.06
956,TH8752010000,2015,,11.36,32.72
956,TH8752010000,2016,,16.31,121.78
956,TH8752010000,2017,,18.55,186.42
957,TH0617A10Z08,2014,1.53,11.52,71.77
957,TH0617A10Z08,2015,1.58,6.18,60.36
957,TH0617A10Z08,2016,1.05,5.44,56.5
957,TH0617A10Z08,2017,1.31,5.75,72.5
958,TH0308010Y08,2014,0.91,8.31,92.79
958,TH0308010Y08,2015,1.27,7.98,83.15
958,TH0308010Y08,2016,0.96,7.77,75.89
958,TH0308010Y08,2017,1.12,8.06,85.06
959,TH6253010008,2014,,10.75,167.32
959,TH6253010008,2015,5.81,14.28,0.1
959,TH6253010008,2016,6.95,9.99,1.11
959,TH6253010008,2017,5.93,11.77,0.73
960,TH7595010003,2014,1.7,11.9,75.07
960,TH7595010003,2015,1.62,12.61,58.44
960,TH7595010003,2016,1.52,9.39,56.19
960,TH7595010003,2017,1.27,8.1,64.1
961,TH4547010009,2014,1.58,8.46,28.9
961,TH4547010009,2015,4.51,9.54,36.1
961,TH4547010009,2016,6.02,11.55,87.64
961,TH4547010009,2017,6.28,7.06,158.67
962,TH0646010Z00,2014,1.25,3.83,68.21
962,TH0646010Z00,2015,1.48,1.59,94.57
962,TH0646010Z00,2016,1.13,5.3,80.46
962,TH0646010Z00,2017,1.37,7.1,64.68
963,TH0355A10Z04,2014,1.63,3.39,46.91
963,TH0355A10Z04,2015,1.21,-3.15,39.19
963,TH0355A10Z04,2016,0.8,2.34,37.39
963,TH0355A10Z04,2017,1.1,4.04,39.4
964,TH1074010006,2014,1.3,4.74,49.49
964,TH1074010006,2015,1.27,6.33,45.79
964,TH1074010006,2016,1.07,7.54,39.15
964,TH1074010006,2017,1.19,10.03,35.64
965,TH0256A10Z04,2014,1.54,7.9,131.56
965,TH0256A10Z04,2015,1.34,6.71,124.37
965,TH0256A10Z04,2016,1.08,6.42,111.1
965,TH0256A10Z04,2017,1.05,7.2,94.71
966,TH0637010Y00,2014,1.25,7.87,36.68
966,TH0637010Y00,2015,1.45,4.22,35.65
966,TH0637010Y00,2016,1.19,7.7,39.68
966,TH0637010Y00,2017,1.15,7.57,34.67
967,TH9451010002,2015,,,13.25
967,TH9451010002,2016,,21.18,5.14
967,TH9451010002,2017,,10.94,13.59
968,TH0128B10Z09,2014,3.49,8.16,121.47
968,TH0128B10Z09,2015,4.09,9.79,138.69
968,TH0128B10Z09,2016,4.51,7.79,133.23
968,TH0128B10Z09,2017,3.56,6.18,105.99
969,TH0697010Z03,2014,1.94,5.62,602.57
969,TH0697010Z03,2015,1.51,5.44,532.39
969,TH0697010Z03,2016,1.76,5.24,552.65
969,TH0697010Z03,2017,2.43,5.06,588.23
971,TH0577C10Z04,2014,0.87,5.91,157.55
971,TH0577C10Z04,2015,0.98,5.72,123.85
971,TH0577C10Z04,2016,0.8,5.48,127.39
971,TH0577C10Z04,2017,0.97,4.15,126.94
972,TH0015010000,2014,1.95,2.14,89.11
972,TH0015010000,2015,1.76,1.83,85.92
972,TH0015010000,2016,1.27,1.79,62.21
972,TH0015010000,2017,1.42,1.54,51.49
973,TH0003010Z04,2014,2.75,9.04,110.59
973,TH0003010Z04,2015,3.17,10.91,98.4
973,TH0003010Z04,2016,2.4,12.1,80.99
973,TH0003010Z04,2017,2.39,11.16,80.16
974,TH0991010008,2014,2.66,4.34,29.96
974,TH0991010008,2015,2.06,4.51,31.66
974,TH0991010008,2016,2.63,6.4,48.11
974,TH0991010008,2017,4,6.86,87.14
975,TH0201A10Y01,2014,10.04,28.9,43.18
975,TH0201A10Y01,2015,9.69,29,46
975,TH0201A10Y01,2016,6.26,29.94,37.44
975,TH0201A10Y01,2017,6.1,21.2,25.37
976,TH0371010Z05,2014,1.88,13.62,72.33
976,TH0371010Z05,2015,1.63,10.78,101.8
976,TH0371010Z05,2016,1.52,10.41,92.45
976,TH0371010Z05,2017,1.29,11.36,72.14
977,TH0833010Y05,2014,3.85,-1.8,17.84
977,TH0833010Y05,2015,5.18,-2.14,145.33
977,TH0833010Y05,2016,3.94,3.58,246.85
977,TH0833010Y05,2017,3.59,5.66,227.33
978,TH6838010002,2014,,-8,0
978,TH6838010002,2015,,12.76,10.86
978,TH6838010002,2016,1.07,14.45,15.39
978,TH6838010002,2017,1.39,14.95,5.59
980,TH0254A10Z06,2014,0.83,3.94,68.2
980,TH0254A10Z06,2015,0.74,4.16,90.05
980,TH0254A10Z06,2016,0.74,-0.05,159.77
980,TH0254A10Z06,2017,0.96,-0.4,141.03
981,TH0307010Z09,2014,3.4,6.14,3.13
981,TH0307010Z09,2015,3.53,6.45,2.52
981,TH0307010Z09,2016,3.17,5.84,7.22
981,TH0307010Z09,2017,4.12,-2.02,13.28
982,TH5456010Y00,2014,3.96,14.17,138.99
982,TH5456010Y00,2015,8.83,14.15,174.84
982,TH5456010Y00,2016,6.38,12.87,212.97
982,TH5456010Y00,2017,5.97,11.41,211.2
983,TH0554010Z06,2014,8.83,11.22,103.29
983,TH0554010Z06,2015,7.74,6.45,176.33
983,TH0554010Z06,2016,2.75,2.93,181.12
983,TH0554010Z06,2017,3.32,3.07,167.66
984,TH0245010002,2014,0.68,-3.14,465.49
984,TH0245010002,2015,0.91,-2.4,585.59
984,TH0245010002,2016,1.02,1.89,499.63
984,TH0245010002,2017,1.19,0.96,499.41
985,TH0221B10Z05,2014,1.89,18.28,12.9
985,TH0221B10Z05,2015,2.42,4.57,10.43
985,TH0221B10Z05,2016,2.5,6.63,21.9
985,TH0221B10Z05,2017,2.42,3.15,91.08
986,TH6927010004,2014,,18.14,119.15
986,TH6927010004,2015,,20.14,21.45
986,TH6927010004,2016,8.39,26.79,7.16
986,TH6927010004,2017,12.62,19.45,21.03
987,TH0961010Y04,2014,3.51,14.29,108
987,TH0961010Y04,2015,3.92,12.34,126.49
987,TH0961010Y04,2016,3.65,10.78,116.05
987,TH0961010Y04,2017,3.51,12.21,90.15
988,TH0016010009,2014,1.78,2.07,63.41
988,TH0016010009,2015,1.68,1.71,54.95
988,TH0016010009,2016,1.18,1.6,79.7
988,TH0016010009,2017,1.28,1.27,40.12
989,TH0796010005,2014,1.26,-0.03,96.86
989,TH0796010005,2015,1.16,7.94,81.74
989,TH0796010005,2016,1.2,11.91,71.41
989,TH0796010005,2017,1.26,12.39,54.38
990,TH0219010Z06,2014,1.29,7.93,119.36
990,TH0219010Z06,2015,2.51,32.69,24.49
990,TH0219010Z06,2016,3.14,17.62,21.66
990,TH0219010Z06,2017,2.81,13.52,20.09
991,TH0999010Z03,2014,1.2,1.67,296.55
991,TH0999010Z03,2015,1.27,1.83,300.94
991,TH0999010Z03,2016,1.08,2.25,241.88
991,TH0999010Z03,2017,1.81,2.53,217.01
992,TH0068010Z07,2014,1.4,1.37,156.33
992,TH0068010Z07,2015,1.43,1.27,87.2
992,TH0068010Z07,2016,1.16,1.14,103.65
992,TH0068010Z07,2017,1.07,1.2,105.67
993,TH8193010007,2014,,,127.77
993,TH8193010007,2015,,16.88,86.68
993,TH8193010007,2016,,23.02,484.91
993,TH8193010007,2017,,14.99,16.25
994,TH0471010Y04,2014,1.08,-2.34,89.62
994,TH0471010Y04,2015,1.14,6.4,70.88
994,TH0471010Y04,2016,1.23,6.79,77.34
994,TH0471010Y04,2017,1.19,7.38,67.16
995,TH7534010007,2014,,3.82,48.25
995,TH7534010007,2015,,8.7,18.08
995,TH7534010007,2016,,13.03,84.79
995,TH7534010007,2017,2.31,11.58,0
997,TH0375010Z06,2014,2.09,3.04,63.95
997,TH0375010Z06,2015,3.96,2.83,131.53
997,TH0375010Z06,2016,1.88,0.51,90.59
997,TH0375010Z06,2017,1.55,1.35,95.45
998,TH0450010Y08,2014,1.86,5.87,106.03
998,TH0450010Y08,2015,2.15,5.85,85.57
998,TH0450010Y08,2016,2.45,5.64,152.44
998,TH0450010Y08,2017,2.21,5.69,151.37
999,TH0209010Z07,2014,2.51,15.94,29.94
999,TH0209010Z07,2015,2.42,18.45,0
999,TH0209010Z07,2016,2.79,25.72,0
999,TH0209010Z07,2017,3.06,11.75,14.68
1000,TH3740010Y09,2014,21.2,43.28,0
1000,TH3740010Y09,2015,13.59,28.5,28.98
1000,TH3740010Y09,2016,16.57,30.28,10.7
1000,TH3740010Y09,2017,8.3,12.64,159.3
1001,TH3871010Z01,2014,,9.03,201.16
1001,TH3871010Z01,2015,,8.74,255.3
1001,TH3871010Z01,2016,,6.29,195.97
1001,TH3871010Z01,2017,,6.46,136.27
1002,TH7846010Z09,2014,,11.89,107.25
1002,TH7846010Z09,2015,,9.24,136.24
1002,TH7846010Z09,2016,,5.01,140.46
1002,TH7846010Z09,2017,,12.17,63.05
1003,SG1BA1000003,2014,1.9,-56.08,
1003,SG1BA1000003,2015,0.74,16.63,0.66
1003,SG1BA1000003,2016,0.71,11.11,0.28
1003,SG1BA1000003,2017,2.95,38.19,0.01
1004,SG1M77906915,2014,1.14,7.61,44.9
1004,SG1M77906915,2015,1.22,6.04,54.41
1004,SG1M77906915,2016,1.12,4.77,72.42
1004,SG1M77906915,2017,1.21,5.3,61.43
1005,SG1V35936920,2014,1.15,5.52,41.39
1005,SG1V35936920,2015,1.29,6.61,50.28
1005,SG1V35936920,2016,1.18,9.28,56.8
1005,SG1V35936920,2017,1.23,11.07,60.07
1006,SG1M49904634,2014,2.34,8.02,0
1006,SG1M49904634,2015,1.83,-4.9,27.32
1006,SG1M49904634,2016,1.56,-9.1,28.89
1006,SG1M49904634,2017,1.13,-8.78,33.62
1008,SG1T88932077,2014,1.22,8.62,0
1008,SG1T88932077,2015,1.03,6.81,0
1008,SG1T88932077,2016,0.88,6.48,0
1008,SG1T88932077,2017,1.27,5.1,0
1009,SG2E67980267,2014,3.15,9.76,66.02
1009,SG2E67980267,2015,2.47,6.91,79.74
1009,SG2E67980267,2016,1.86,7.85,72.46
1009,SG2E67980267,2017,1.84,8.88,63.75
1010,SG1T70931228,2014,1.12,4.76,54.88
1010,SG1T70931228,2015,1.06,5.32,60.17
1010,SG1T70931228,2016,0.85,2.02,61.62
1010,SG1T70931228,2017,0.98,1.37,105.39
1011,SG1M51904654,2014,1.12,7.64,50.45
1011,SG1M51904654,2015,1.17,6.74,49.49
1011,SG1M51904654,2016,1.09,5.54,49.14
1011,SG1M51904654,2017,1,7.29,45.95
1012,SG1T66931158,2014,1.06,5.85,47.95
1012,SG1T66931158,2015,1.06,3.2,58.62
1012,SG1T66931158,2016,0.89,2.84,60.06
1012,SG1T66931158,2017,1.01,5.54,50.55
1013,SG1T06929205,2014,0.98,3.28,0
1013,SG1T06929205,2015,0.86,5.7,0
1013,SG1T06929205,2016,0.9,7.89,15.39
1013,SG1T06929205,2017,1.51,5.29,16.58
1014,SG1U48933923,2014,1.32,0.33,369.85
1014,SG1U48933923,2015,1.63,4.14,142.24
1014,SG1U48933923,2016,1.54,3.08,164.94
1014,SG1U48933923,2017,1.82,3.38,178.18
1015,SG1R89002252,2014,1.16,4.68,84.62
1015,SG1R89002252,2015,1.08,4.82,76.5
1015,SG1R89002252,2016,0.83,3.71,65.55
1015,SG1R89002252,2017,1.02,3.22,55.61
1016,SG1N31909426,2014,2.33,5.85,33.66
1016,SG1N31909426,2015,2.73,6.09,23.92
1016,SG1N31909426,2016,2.4,6.39,13.94
1016,SG1N31909426,2017,2,6.31,12.31
1017,SG1S76928401,2014,1.17,1.63,363.57
1017,SG1S76928401,2015,1.5,-4.07,794.71
1017,SG1S76928401,2016,2.2,-2.45,2176.82
1017,SG1S76928401,2017,1.17,5.17,0
1018,SG1U25933169,2014,0.9,7.04,49.77
1018,SG1U25933169,2015,0.98,5.21,47.36
1018,SG1U25933169,2016,0.89,4.53,68.29
1018,SG1U25933169,2017,1,5.9,48.26
1019,SG1G47869290,2014,1.35,9.09,20.46
1019,SG1G47869290,2015,1.23,9.85,23.02
1019,SG1G47869290,2016,0.92,6.32,8.2
1019,SG1G47869290,2017,1.42,-14.57,18.06
1020,SG1B51001017,2014,2.6,4.31,123.23
1020,SG1B51001017,2015,2.1,3.65,97.82
1020,SG1B51001017,2016,1.53,3.52,92.28
1020,SG1B51001017,2017,2.1,3.71,106.71
1021,SG1J27887962,2014,0.79,3.26,97.01
1021,SG1J27887962,2015,0.86,3,89.98
1021,SG1J27887962,2016,0.72,3.17,84.5
1021,SG1J27887962,2017,0.82,3.59,118.39
1022,SG1L01001701,2014,1.13,1.07,146.47
1022,SG1L01001701,2015,1.32,1.11,154.55
1022,SG1L01001701,2016,0.9,1.03,113.5
1022,SG1L01001701,2017,1.16,1.03,134.66
1023,SG1T56930848,2014,1,3.45,144.32
1023,SG1T56930848,2015,0.96,3.51,115.19
1023,SG1T56930848,2016,0.99,3.35,117.91
1023,SG1T56930848,2017,1.09,4.04,124.2
1024,SG1R95002270,2014,0.91,4.17,200.95
1024,SG1R95002270,2015,0.77,3.01,186.63
1024,SG1R95002270,2016,0.61,7.52,116.91
1024,SG1R95002270,2017,0.57,5.02,123.08
1026,SG1T58930911,2014,2.78,1.86,8.83
1026,SG1T58930911,2015,1.78,22.07,4.43
1026,SG1T58930911,2016,1.02,3.27,4.82
1026,SG1T58930911,2017,1.21,30.05,46.23
1027,SG2G52000004,2014,0.86,3.91,129.89
1027,SG2G52000004,2015,0.82,4,177.72
1027,SG2G52000004,2016,0.71,2.96,167.95
1027,SG2G52000004,2017,0.77,3.17,186.25
1028,SG1T60930966,2014,0.99,7.88,43.5
1028,SG1T60930966,2015,1.09,7.53,40.92
1028,SG1T60930966,2016,1.03,5.47,41.34
1028,SG1T60930966,2017,1,7.91,42.6
1029,SG1AA5000001,2015,1.02,,66.96
1029,SG1AA5000001,2016,0.9,3.7,79.58
1029,SG1AA5000001,2017,0.86,7.36,60.51
1030,SG1W35938974,2014,2.83,9.68,54.85
1030,SG1W35938974,2015,2.26,6.65,49.73
1030,SG1W35938974,2016,1.99,7.91,50.82
1030,SG1W35938974,2017,2.38,9.14,51.06
1031,KYG3488W1078,2014,,2.05,9.28
1031,KYG3488W1078,2015,0.77,4.6,48.95
1031,KYG3488W1078,2016,0.69,6.78,34.81
1031,KYG3488W1078,2017,0.74,4.93,56.47
1032,SG1I55882803,2014,1.7,1.42,7.71
1032,SG1I55882803,2015,1.86,1.22,6.48
1032,SG1I55882803,2016,1.52,0.89,6.13
1032,SG1I55882803,2017,1.41,1.51,5.37
1033,SGXE21576413,2014,2.19,4.93,54.25
1033,SGXE21576413,2015,1.53,1.27,53.83
1033,SGXE21576413,2016,1.21,3.23,48.08
1033,SGXE21576413,2017,1.86,6.57,16.34
1034,MU0117U00026,2014,0.63,1.38,37.95
1034,MU0117U00026,2015,0.44,0.77,39.39
1034,MU0117U00026,2016,0.78,4.54,82.15
1034,MU0117U00026,2017,0.9,2.1,80.93
1035,SG1H41875896,2014,0.56,10.01,35.18
1035,SG1H41875896,2015,0.53,6.43,55.98
1035,SG1H41875896,2016,0.5,5.48,46
1035,SG1H41875896,2017,0.49,6.06,43.31
1036,SG1D25001158,2014,0.68,4.3,2.01
1036,SG1D25001158,2015,0.8,6.49,1.72
1036,SG1D25001158,2016,0.77,4.71,1.85
1036,SG1D25001158,2017,0.71,4.16,1.39
1037,SG2P14002527,2014,1.23,4.81,75.52
1037,SG2P14002527,2015,1.24,3.3,71.17
1037,SG2P14002527,2016,0.99,3.96,63.61
1037,SG2P14002527,2017,1.06,5.82,59.7
1038,SG1AB9000005,2014,,4.47,149.95
1038,SG1AB9000005,2015,0.78,5.45,125.32
1038,SG1AB9000005,2016,1.39,6.77,135.09
1038,SG1AB9000005,2017,1,1.38,136.14
1040,SG1AF6000009,2014,,,42.27
1040,SG1AF6000009,2015,1.15,9.95,49.18
1040,SG1AF6000009,2016,1.11,4.45,43.85
1040,SG1AF6000009,2017,1.3,4.69,53.16
1041,SG1U68934629,2014,1.85,6.47,71.12
1041,SG1U68934629,2015,1.42,5.41,74.43
1041,SG1U68934629,2016,0.83,,77.65
1041,SG1U68934629,2017,1.03,1.42,68.16
1042,SG1J21887414,2014,0.99,4.06,63.14
1042,SG1J21887414,2015,0.88,4.09,86.09
1042,SG1J21887414,2016,0.77,3.2,46.44
1042,SG1J21887414,2017,0.77,3.35,59.63
1043,SG1T22929874,2014,0.89,6.09,59.8
1043,SG1T22929874,2015,0.83,5.41,57.05
1043,SG1T22929874,2016,0.71,4.17,55.44
1043,SG1T22929874,2017,0.76,3.02,56.09
1044,SG2C32962814,2014,1.12,10.71,55.58
1044,SG2C32962814,2015,1.16,11.65,46.48
1044,SG2C32962814,2016,1.15,8.45,41.42
1044,SG2C32962814,2017,1.22,8.01,43.68
1045,SG2F55990442,2014,0.75,,65.25
1045,SG2F55990442,2015,0.88,6.72,60.85
1045,SG2F55990442,2016,0.75,8.1,70.91
1045,SG2F55990442,2017,0.77,6.71,70.3
1046,SG2D63974620,2014,0.93,7.94,48.48
1046,SG2D63974620,2015,1.01,9.1,47.21
1046,SG2D63974620,2016,0.99,3.43,50.12
1046,SG2D63974620,2017,1.02,2.19,59.37
1047,SG1S03926213,2014,1.15,7.8,75.55
1047,SG1S03926213,2015,1.18,6.23,77.84
1047,SG1S03926213,2016,0.95,4.89,95.01
1047,SG1S03926213,2017,1.04,4.51,107.41
1048,SG2D18969584,2014,1.07,9.22,65.45
1048,SG2D18969584,2015,1.19,8.11,59.09
1048,SG2D18969584,2016,1.03,7.78,56.13
1048,SG2D18969584,2017,1.05,7.21,58.87
1049,SG1DH9000006,2015,,,546.23
1049,SG1DH9000006,2016,,2.41,592.31
1049,SG1DH9000006,2017,,3.72,606.7
1050,BMG6542T1505,2014,1.42,1.76,93.75
1050,BMG6542T1505,2015,1.33,-7.81,216.68
1050,BMG6542T1505,2016,0.59,1.48,124.15
1050,BMG6542T1505,2017,-0.52,-56.57,-330.91
1051,SG1S04926220,2014,1.26,1.13,167.24
1051,SG1S04926220,2015,1.29,1.08,109.76
1051,SG1S04926220,2016,1,0.97,88.92
1051,SG1S04926220,2017,1.16,1.07,108.39
1052,SG2G60000004,2014,0.72,,66.08
1052,SG2G60000004,2015,0.76,3.94,148.67
1052,SG2G60000004,2016,0.71,2.8,152.02
1052,SG2G60000004,2017,0.77,4.88,115.42
1053,SG1Q75923504,2014,1.37,6.63,241.68
1053,SG1Q75923504,2015,1.13,0.76,256.74
1053,SG1Q75923504,2016,1.04,3.07,326.8
1053,SG1Q75923504,2017,1.15,4.48,234.05
1054,SG2B80958517,2014,0.55,17.65,53.61
1054,SG2B80958517,2015,0.5,3.26,74.41
1054,SG2B80958517,2016,0.35,2.77,72.37
1054,SG2B80958517,2017,0.43,2.08,86.48
1055,SG2F25986140,2014,5.57,10.28,558.02
1055,SG2F25986140,2015,3.1,2.47,516.58
1055,SG2F25986140,2016,1.61,5.58,335.63
1055,SG2F25986140,2017,1.53,5.35,235.35
1056,SG1Q25921608,2014,6.03,10.68,24.9
1056,SG1Q25921608,2015,6.48,-0.12,30.84
1056,SG1Q25921608,2016,5.17,7.65,26.73
1056,SG1Q25921608,2017,4.73,6.85,24.92
1057,SG1V52937132,2014,1.4,7.98,56.43
1057,SG1V52937132,2015,1.39,4.44,57.39
1057,SG1V52937132,2016,1.43,5.83,60.6
1057,SG1V52937132,2017,1.46,6.16,60.29
1058,SG1S18926810,2014,0.89,,
1058,SG1S18926810,2015,0.96,,56.95
1058,SG1S18926810,2016,0.83,6.32,55.66
1058,SG1S18926810,2017,0.81,4.32,56.45
1059,SG1CH4000003,2014,3.76,11.02,1.19
1059,SG1CH4000003,2015,3.99,9.44,5.35
1059,SG1CH4000003,2016,4.13,8.21,4.56
1059,SG1CH4000003,2017,3.35,7.45,10.79
1060,SG1U22933048,2014,2.22,17.59,0
1060,SG1U22933048,2015,3.23,24.98,0
1060,SG1U22933048,2016,3.73,19.92,0
1060,SG1U22933048,2017,3.67,17.69,3.95
1061,SG1V61937297,2014,0.96,1.74,7.29
1061,SG1V61937297,2015,1.06,1.77,13.96
1061,SG1V61937297,2016,0.96,3.55,10.56
1061,SG1V61937297,2017,0.83,1.64,11.98
1062,SG1ED2000000,2016,,,57.19
1063,SG1I52882764,2014,2.48,9.18,8.06
1063,SG1I52882764,2015,2.52,9.84,7.3
1063,SG1I52882764,2016,3.09,10.83,7.43
1063,SG1I52882764,2017,3.61,11.88,6.77
1064,SG1R50925390,2014,1.8,5.51,91.2
1064,SG1R50925390,2015,1.32,4.07,135.62
1064,SG1R50925390,2016,0.85,3.08,169.95
1064,SG1R50925390,2017,0.94,1.98,181.88
1065,SG1P66918738,2014,1.87,6.6,48.97
1065,SG1P66918738,2015,1.86,5.43,35.48
1065,SG1P66918738,2016,1.81,4.8,36.88
1065,SG1P66918738,2017,1.53,6.2,42.99
1066,SG1I53882771,2014,4.19,15.92,1.61
1066,SG1I53882771,2015,3.04,10.91,2.51
1066,SG1I53882771,2016,2.72,10.17,2.24
1066,SG1I53882771,2017,2.96,17.81,1.67
1067,SG1F58858209,2014,1.4,1.69,155.61
1067,SG1F58858209,2015,1.69,1.93,99.65
1067,SG1F58858209,2016,1.72,3.4,51.68
1067,SG1F58858209,2017,1.88,4.85,40.29
1068,SG1M04001939,2014,0.73,0.52,0
1068,SG1M04001939,2015,0.68,0.57,0
1068,SG1M04001939,2016,0.6,0.41,0
1068,SG1M04001939,2017,0.66,0.69,0
1069,SG1N89910219,2014,2.88,10.19,167.5
1069,SG1N89910219,2015,3.36,8.17,52.38
1069,SG1N89910219,2016,2.64,10.99,52.1
1069,SG1N89910219,2017,2.11,1.08,52.29
1070,SG1J26887955,2014,8.04,18.65,0
1070,SG1J26887955,2015,9.55,20.25,0
1070,SG1J26887955,2016,8.1,17.87,0
1070,SG1J26887955,2017,7.48,16.38,0
1071,SG2G02994595,2014,1.08,,35.83
1071,SG2G02994595,2015,1.13,5.33,35.24
1071,SG2G02994595,2016,0.99,4.52,35.41
1071,SG2G02994595,2017,1.05,5.39,35
1072,SG2D54973185,2014,3.91,16.05,0
1072,SG2D54973185,2015,5.54,15.93,0
1072,SG2D54973185,2016,5.28,16.58,0
1072,SG2D54973185,2017,5.42,17.64,0
1073,SG1V12936232,2014,48.08,20.1,461.41
1073,SG1V12936232,2015,38.08,19.88,366.47
1073,SG1V12936232,2016,30.58,17.69,506.67
1073,SG1V12936232,2017,33.2,12.03,837.41
1074,SG1F60858221,2014,5.53,6.69,47.77
1074,SG1F60858221,2015,5.23,6.9,55.97
1074,SG1F60858221,2016,4.5,6.35,49.5
1074,SG1F60858221,2017,5.08,6.56,49.82
1075,SG1Q52922370,2014,0.84,4.59,56.18
1075,SG1Q52922370,2015,0.84,4.93,59.01
1075,SG1Q52922370,2016,0.75,3.64,60.45
1075,SG1Q52922370,2017,0.83,3.25,57.29
1076,SG1T75931496,2014,2.49,10,33.69
1076,SG1T75931496,2015,2.71,10.06,36.3
1076,SG1T75931496,2016,2.22,9.82,39.82
1076,SG1T75931496,2017,2.05,9.11,39.68
1077,TH0902010014,2014,3.69,12.94,49.15
1077,TH0902010014,2015,4.12,15.63,38.42
1077,TH0902010014,2016,4.65,14.13,38.64
1077,TH0902010014,2017,4.14,18.53,31.87
1078,SG1K37001643,2014,0.82,4.86,29.27
1078,SG1K37001643,2015,0.8,3.19,23.61
1078,SG1K37001643,2016,0.64,3.42,19.92
