No,ISIN CODE,Year,NET CASH FLOW - FINANCING,INCREASE/DECREASE IN CASH/SHOR,NET CASH FLOW - INVESTING,NET CASH FLOW-OPERATING ACTIVS,"PROPERTY, PLANT & EQUIP - NET",CASH DIVIDENDS PAID - TOTAL,CASH & SHORT TERM INVESTMENTS,CASH,TOTAL DEBT,TOTAL CAPITAL,MARKET VALUE,TOTAL SHAREHOLDERS EQUITY,WORKING CAPITAL,TOTAL ASSETS,RETAINED EARNINGS,EARNINGS BEF INTEREST & TAXES,TOTAL LIABILITIES,NET SALES OR REVENUES,FREE CASH FLOW,CASH - GENERIC,BOOK VALUE PER SHARE,OPERATING INCOME,DEPRECIATION,AMORT & IMPAIR OF GOODWILL,AMORTIZATION OF DEFERRED CHARG,AMORTIZATION-INTANGIBLE ASSETS,AMORTIZATION OF INTANGIBLES,DEPRECIATION/DEPLETION/AMORT,SALARIES & BENEFITS EXPENSES,Salaries and Wages from CSR reporting,RESEARCH & DEVELOPMENT
2,ID1000125503,2017,-302259179,198292924,187331135,690355938,359229297,281126283,912115184,902227974,20628248,3531050096,20837200,3512776690,2880063746,4303792900,3026214875,960090897,793371053,5938576225,744140209,912115184,205.799,859717083,68814466,,0,,3911807,72726273,1002456589,,
2,ID1000125503,2018,-198587524,-103705829,183916898,280549714,443895142,389343687,804747113,798522145,136954865,4257344937,24352940,4225418067,3465225016,5207892391,3668948603,1203423606,972421345,7239754268,282057210,804747113,246.851,1086127770,76707701,,0,,3671981,80379682,1240763241,,
2,ID1000125503,2019,-547511999,456496333,158077866,1159516486,502037665,483562259,1261737118,1255018477,15986242,4758480518,28468930,4726432881,4016710332,5770406613,4169963417,1286299880,1027912337,8142717046,889504626,1261737118,276.121,1176377542,97069422,,0,,4106932,101176354,1432250200,,
2,ID1000125503,2020,-405037914,964766324,165979988,1538615302,1477189736,309286244,2221821265,2219784801,883398895,5808289575,27868690,5207470145,4189809112,7098239816,4629580154,1005809358,1875997262,7412766872,1762602058,2221821265,304.168,867257632,433012792,,0,,3706185,436718977,1581209114,,
2,ID1000125503,2021,-897843373,324048853,83379884,1305426268,1320611970,550420529,2556699741,2543833654,876606714,6089118938,25553440,5481524728,4469570706,7063563680,4903634737,933213611,1550805052,6543362699,862907293,2556699741,320.175,802796954,430964659,,0,,2207243,433171902,1241917845,,
2,ID1000125503,2022,-939442487,-410434572,102361350,618838441,1260885063,352508824,2133399082,2133399082,755236364,6388910962,9861230,5889852362,4693161378,7165447348,5311962370,879475537,1231458718,6762803342,1098136479,2133399082,344.026,761648762,445303529,,0,,2261021,447564549,1186631175,,
2,ID1000125503,2023,-1041741721,178975409,130674689,1356429549,1512450664,531759304,2320989739,2312374490,947683135,6793667174,14234470,6143367413,4898755253,7674431978,5565477421,1020323489,1488034189,7611866067,1450457877,2320989739,358.833,877662446,466532527,,0,,2296752,468829280,1340761956,,
2,ID1000125503,2024,,,,,,,,,,,14234470,,,,,,,,893886208,,,,,,,,,,,,
3,ID1000111305,2014,-5887556344,763274021,308576512,7023795964,46039888476,891672598,9234795539,9234795539,23302726146,61287571252,35024620,34280470880,6159070632,79418946717,16229330855,6154365360,39045365552,39447734269,8213864635,9234795539,1071.747,6359739025,3745160141,,0,,,3745160141,627425860,,
3,ID1000111305,2015,-5690619111,-575989233,1594199192,6885518169,48194151730,1015975774,9694096553,8196606898,21618565520,66172524146,19831300,39529489660,8800634484,82122524148,19131158623,4626379542,35873655177,36130228797,6991768851,9694096553,1235.862,5522072678,4373835800,,0,,,4373835800,919044414,,
3,ID1000111305,2016,-973253333,4993279999,3045119999,9006973331,53648948792,1006493333,14567870621,14514582212,19537587603,68488477095,53896340,42405094343,12778436659,87850283027,22031590298,7956133331,36827614559,33656519992,8229987474,14567870621,1325.741,7078319998,4470439999,1465906666,0,,,4470439999,982440000,,
3,ID1000111305,2017,-3869450403,1741286864,5809423594,11443431638,52399063767,1354892762,19771899591,16375603798,18901587515,71206824960,60773310,47059294433,16361736769,92338955216,26740746266,13073498662,36821628219,43677386068,12722717645,19771899591,1471.235,12903163542,4489678285,0,0,,,4489678285,1136621984,,
3,ID1000111305,2018,-5382660030,-3968022760,11282446660,12886344242,56207539574,3558036985,14634172663,13351482016,20594575542,79337266195,51017600,52523726624,11278431656,1.012E+11,31105165471,13100953061,39291035975,51490056910,12748381671,14634172663,1642.158,12939231866,5033129446,,0,,,5033129446,1387581793,,
3,ID1000111305,2019,3713681242,9143794079,7595260933,12917447113,45231194448,2824146686,21978916668,21891541668,27174250002,74848222228,44300540,51806555560,12185041668,99776291675,31794763891,9195021160,44451361115,48760987322,12917495410,21978916668,1619.722,9961523275,5482059240,,0,,,5482059240,1564160790,110899000,
3,ID1000111305,2020,-11324119362,-5858631733,5230494906,10719519653,40855758426,3640902475,18630786517,16484592696,21180856741,67657078651,36463980,52135955055,8240112359,89275702246,32951587078,4789126639,33774101123,36897263472,9460864640,18630786517,1629.916,6109970889,6540902476,,0,,,6540902476,1510509462,109212000,
3,ID1000111305,2021,-2198022922,9132349567,9235128937,20577822343,37244857563,2103381088,28986680922,25842806277,22896481489,82548604017,52616900,58928490049,21033817671,1.06752E+11,39762777792,22503395408,43243418819,57202263592,14087911176,28986680922,1888.604,22468610308,6961991402,,0,,,6961991402,1163538682,197278000,
3,ID1000111305,2022,-11897391955,33624694492,11564396425,57720253364,38711074772,9687034279,65052819325,63418504683,24651791281,1.23587E+11,122506200,93841121510,44732040506,1.66683E+11,72197305307,65041162456,65010996895,1.20751E+11,51177262951,65052819325,3028.505,63643919535,7771102833,,0,,,7771102833,1347242921,90400000,
3,ID1000111305,2023,-20268844986,-11491276596,9132993922,17800653497,42356825878,15197568390,51826764242,51082989204,22176517715,1.21714E+11,79005330,1.04355E+11,33386733429,1.6005E+11,82865408304,35024528878,45893204922,99051003046,27271011292,51826764242,3379.199,33465729485,4818039514,,0,,,4818039514,1827188450,,
3,ID1000111305,2024,,,,,,,,,,,125385000,,,,,,,,30268474574,,,,,,,,,,,,
4,ID1000106701,2014,-1192792288,76525888,777007604,2129380682,4390206830,253723698,896590624,436830969,4126424273,8475946527,18687600,5390508217,535988842,14675816702,3914421369,1131341292,8714634139,22468327501,-1680849277,896590624,275.473,980381647,309824014,,0,,,309824014,363703214,,
4,ID1000106701,2015,-156578818,393218508,280211522,981427047,4469497604,512162635,1289809132,1161653371,3884470338,10196752761,23792900,6090336377,2414196741,15039721374,4444361545,1432850553,7753546031,19764821141,2885697957,1289809132,308.447,1404965177,353350697,,0,,,353350697,401725985,3.585E+11,
4,ID1000106701,2016,80673777,77134362,689045630,651623298,4561738403,359120445,1366943494,867086054,4037967110,9897864759,26844700,6821103731,1575671476,15567706173,5097694088,1220128370,7493385852,15212590884,46833655,1366943494,341.757,1137832871,345706639,,0,,,345706639,383418654,,
4,ID1000106701,2017,-1111421217,404285518,-833453209,664592650,4214694189,600021341,1885266012,1771229012,3172915682,11247524342,30448080,7557990868,3386857643,16518855153,5694391646,1179486917,7489205806,18287935534,1249676172,1885266012,377.303,1092940506,326831246,,0,,,326831246,370048818,,
4,ID1000106701,2018,350753571,399854524,-383191618,-446241895,4921528198,883232882,2171083536,2171083536,4229775259,11729901018,13850690,8371108114,3205869976,19687437205,6479234883,976640648,9760605866,23548144117,-286279658,2171083536,417.023,899243690,276439991,,0,,,276439991,401432055,,
4,ID1000106701,2019,-128832144,-310302656,780847934,689530014,5325172386,722645086,1860780880,1657624875,4610102307,12536354212,15536870,8336274821,2065112961,21164645012,6470193484,1008875717,11097783672,21702637573,-772402302,1860780880,415.288,947430462,326130962,,0,,,326130962,448215652,,
4,ID1000106701,2020,-1239093498,-311417251,139352627,1066972977,5591500103,395041207,1549363629,1495054742,4116426875,13395942319,10919970,8752377209,2940308451,18439129921,6999564214,1301002811,7882773649,17715928111,2118780504,1549363629,443.446,1193560836,380595689,,0,,,380595689,530308590,,
4,ID1000106701,2021,-1683257211,1051128778,208357987,2944557443,5547018781,532903579,2600492407,2538707027,3057525791,13766567903,16660980,9345116329,2715836969,23256685294,7587360561,1493811768,11957720181,25707068900,1424529087,2600492407,473.478,1432184596,404717270,,0,,,404717270,480322784,,
4,ID1000106701,2022,-873241783,1737488344,277245177,2629659882,5582889965,828961123,4337980751,4337980751,3016563253,15599691204,30009860,10968862687,4560802658,26982394929,9162923874,3143129317,13827584154,47539986604,4283091055,4337980751,555.746,3110176894,435275916,,0,,,435275916,589198809,,
4,ID1000106701,2023,-648456763,2197644930,585073830,3503436731,6084248785,2467146200,6535625681,6535625681,4628766141,17497175556,29909470,11262624208,5587673849,30053325267,9465611729,3755961172,16010367754,42086952436,2753188100,6535625681,570.63,3495896023,452484874,,0,,,452484874,587810617,,
4,ID1000106701,2024,,,,,,,,,,,26296260,,,,,,,,1657147640,,,,,,,,,,,,
5,ID1000122807,2014,-3133000000,2173000000,13626000000,18113000000,56406000000,8739000000,21179000000,12203000000,70072000000,1.52975E+11,281360400,95611000000,23718000000,2.33138E+11,91042000000,28727000000,1.12814E+11,2.01701E+11,18031000000,21179000000,2361.725,20163000000,7019000000,,710000000,,65000000,7794000000,14211000000,,
5,ID1000122807,2015,-12689000000,6344000000,11095000000,29126000000,53247000000,8739000000,27586000000,13979000000,70649000000,1.6098E+11,267191400,1.02043E+11,28919000000,2.42392E+11,96589000000,21000000000,1.15859E+11,1.84196E+11,27910000000,27586000000,2520.604,17212000000,7134000000,,695000000,,41000000,7870000000,15455000000,,
5,ID1000122807,2016,-3846000000,2284000000,14618000000,21185000000,54525000000,6797000000,30256000000,16975000000,70910000000,1.64996E+11,332976900,1.11951E+11,21324000000,2.57875E+11,1.05325E+11,23998000000,1.17969E+11,1.81084E+11,23324000000,30256000000,2765.345,17534000000,6653000000,,857000000,,32000000,7542000000,15740000000,,
5,ID1000122807,2017,-4355000000,2218000000,21974000000,28489000000,61026000000,6798000000,31879000000,17922000000,74978000000,1.87723E+11,331964900,1.23645E+11,22571000000,2.91395E+11,1.17082E+11,31238000000,1.35066E+11,2.06057E+11,24021000000,31879000000,3054.203,20326000000,6947000000,,879000000,,40000000,7866000000,17773000000,,
5,ID1000122807,2018,-3150000000,-6633000000,36752000000,32990000000,80671000000,7687000000,25784000000,17239000000,85914000000,2.14748E+11,332976900,1.36947E+11,17142000000,3.40502E+11,1.29622E+11,38100000000,1.66139E+11,2.39205E+11,34508000000,25784000000,3382.781,26868000000,8598000000,,763000000,,61000000,9422000000,20090000000,,
5,ID1000122807,2019,-2274000000,-617000000,19891000000,21740000000,83159000000,8542000000,24730000000,17247000000,92301000000,2.37312E+11,272251600,1.47847E+11,29096000000,3.47152E+11,1.4236E+11,38436000000,1.60389E+11,2.37166E+11,25943000000,24730000000,3652.026,26184000000,11541000000,,1825000000,,86000000,13452000000,20828000000,,
5,ID1000122807,2020,-24740000000,23229000000,-9406000000,38195000000,79196000000,7445000000,48405000000,26512000000,79481000000,2.37799E+11,235816500,1.55662E+11,46572000000,3.33404E+11,1.5092E+11,25149000000,1.3795E+11,1.75046E+11,32887000000,48405000000,3845.068,12870000000,13304000000,357000000,0,,94000000,13398000000,18965000000,,
5,ID1000122807,2021,-16176000000,16394000000,8480000000,40803000000,74388000000,5340000000,64598000000,38220000000,72486000000,2.49434E+11,239865000,1.72053E+11,56484000000,3.62078E+11,1.65632E+11,34638000000,1.46463E+11,2.33485E+11,39460000000,64598000000,4249.948,25533000000,13552000000,82000000,0,,109000000,13661000000,19957000000,,
5,ID1000122807,2022,-24019000000,-2652000000,22262000000,42128000000,78751000000,11409000000,61581000000,46009000000,70721000000,2.79772E+11,263142900,1.92142E+11,60620000000,4.07329E+11,1.82669E+11,52497000000,1.63609E+11,3.01379E+11,45492000000,61581000000,4746.174,42201000000,12461000000,,0,,133000000,12594000000,22416000000,,
5,ID1000122807,2023,-14182000000,-20159000000,43134000000,37694000000,98167000000,26297000000,41984000000,23971000000,93310000000,3.04667E+11,235816500,1.9864E+11,41164000000,4.39312E+11,1.89537E+11,57841000000,1.88894E+11,3.16565E+11,44594000000,41984000000,4906.684,44268000000,12994000000,335000000,2147000000,,147000000,15288000000,24587000000,,
5,ID1000122807,2024,,,,,,,,,,,202417600,,,,,,,,40490000000,,,,,,,,,,,,
6,ID1000106602,2014,956082001,-173827565,2076127406,828790326,10280666078,92237426,2618910283,1060061444,8015168066,17192456973,8918457,11929535109,2480192617,21527103157,10890769511,-336029877,9597541890,9420630933,1092175781,2618910283,1050.54,-179404982,789384897,,0,,,789384897,1058131310,9.65725E+11,
6,ID1000106602,2015,6887375528,5467724089,2330056804,715077236,13875328521,0,8086634372,5800285045,10110306881,25239218468,8530921,18316693905,6913496180,29624768353,9593047837,-926177833,11308049391,10531504802,98524013,8086634372,762.219,-701438522,758895629,,0,,,758895629,954967643,8.56596E+11,
6,ID1000106602,2016,-26840072,-463248934,1469363875,1102709167,14611818515,0,7623385438,2066671893,9904639374,25058228047,21867980,18408774653,6277907970,29420894653,9685248716,838379005,11012099080,9106260754,1246054295,7623385438,766.05,8156059,667704943,,0,,,667704943,977260853,8.7525E+11,
6,ID1000106602,2017,-568358413,-2072708418,3062505949,1551121004,15692149271,0,5550677020,1502495321,9398915312,23788000657,16701370,18490386110,3449477120,29707664442,9765721053,1550351062,11217260925,12653619205,861090345,5550677020,769.446,600606318,830619330,,0,,,830619330,1065532392,9.25615E+11,
6,ID1000106602,2018,-619759898,-1251608935,2813501922,2094270989,21667281663,47777374,4299068085,2549799108,9921199205,27086824542,16701370,19739211753,2986698492,33086295120,10591179044,2340062210,13347064397,25241268367,2418028277,4299068085,821.414,1852728851,934181094,,69998087,,,1004179181,1528329355,1.16238E+12,
6,ID1000106602,2019,-1363159711,-662825005,1217037538,1965561360,20277426854,306048761,3636243080,2112216112,8557542073,23697574062,20305980,18133399321,2372000867,30065459201,7912776028,1275344689,11932040026,32718542699,668898807,3636243080,754.591,1283285188,1054093936,,55915980,,,1110009916,1576918833,1.44878E+12,
6,ID1000106602,2020,-1218455889,348144567,567381567,2218674280,19638266553,67847901,3984387647,1443280045,7752802212,22514901631,27034590,19039428281,1597253138,31556138949,8786064046,1910385499,12516689924,27372461091,3158951396,3984387647,792.294,2331672723,1099337255,,0,,,1099337255,1895485798,1.74741E+12,
6,ID1000106602,2021,-2221595000,1104772000,1729827000,5042665000,18138307000,402273000,6053078000,5089160000,6014925000,24624162000,56712590,20837080000,5165760000,32804683000,10271507000,2878750000,11967585000,38445595000,5483891458,6053078000,867.1,4217463000,890595000,,0,,,890595000,2453758000,2.22606E+12,
6,ID1000106602,2022,-4077783000,-612669000,783125000,4108037000,17712244000,930871000,5448533000,4476491000,3154675000,25856834000,48061520,23712043000,5723117000,33477546000,13142512000,4450234000,9765486000,45930356000,2650974721,5448533000,986.737,4003014000,858404000,,0,,,858404000,2049686000,1.99125E+12,
6,ID1000106602,2023,-2427768000,4732323000,-1601607000,5620697000,17540767000,1910482000,14334315000,9208814000,2647580000,32110653000,40611980,30643195000,11488106000,42667764000,14389642000,3089042000,11502094000,41047693000,6944348000,14334315000,1275.165,3121426000,1468644000,,0,,,1468644000,2429197000,2.31809E+12,
6,ID1000106602,2024,,,,,,,,,,,37848450,,,,,,,,836396000,,,,,,,,,,,,
7,ID1000085707,2014,1304151838,-596797153,2617081850,720059312,18642565056,0,2889306072,2889306072,8565923172,20732255267,1842690,8766022305,2476480793,28804027262,-849157373,465183867,15732118959,29381814937,-175199241,2889306072,124.862,371660735,877307236,,0,,,877307236,612289442,,
7,ID1000085707,2015,681197846,-1530807537,3308654105,1096191117,22785875865,0,1626786207,1626786207,8337337932,23049737934,928325.3,9857903450,591903448,30991200004,-780979310,851399731,14495903450,18925154775,1286082382,1626786207,140.411,870699865,985033647,,0,,,985033647,273001346,,
7,ID1000085707,2016,-1332946666,2682959999,1832213333,5848119999,22087008088,0,4330916442,4269514825,7237641510,24959447442,9946344,11344083559,2482574124,34590188682,1047439353,5576599999,15070404314,26150759993,5227143333,4330916442,162.505,5431066665,1241853333,,0,,,1241853333,325840000,,
7,ID1000085707,2017,8884798929,7702050940,5761005363,4578257374,23947761192,0,12530461329,12236336498,12384179103,35126811394,28477950,14529932156,8560841248,49420909087,4150122116,5966635390,22054572590,32879986602,5028222523,12530461329,208.151,5954852548,1274691689,,0,,,1274691689,472399464,,
7,ID1000085707,2018,-3947425321,-1503214794,5432660030,7876870557,39141151083,0,18548805757,17860820146,38188618709,70877640295,33092300,16903827340,12583669066,1.01326E+11,4569841727,9254110955,62448000006,43749089626,2567212332,18548805757,190.003,9395689903,1605391181,,0,,,1605391181,755163585,,
7,ID1000085707,2019,1923229902,-795063470,9401833571,6683540200,41806583337,341424542,13549125001,12328930557,35217500003,70904638895,87230690,16326888890,10034694445,99750833341,4423430556,6331128352,61475736116,33885275046,6555757208,13549125001,183.378,5999026800,1609421721,,0,,8942172,1618363893,863695346,,
7,ID1000085707,2020,4337627366,5692983990,5064104805,6419461428,42834761235,0,19887949438,18551966292,40449676966,79089971909,87317790,18609691011,13442991573,1.07907E+11,4956039326,6544294033,66460463482,33976273661,5445015511,19887949438,199.262,6191950511,1977438137,,0,,9243086,1986681223,749344978,,
7,ID1000085707,2021,16749297989,10602908306,11593538678,5447148995,44067692323,1257779369,39817649587,29543461549,44118974374,1.02044E+11,90934770,24901096875,34637905995,1.31644E+11,10497692311,9365730656,70859088344,45209971333,6882624829,39817649587,265.691,8932636100,1982679082,,0,,18094556,2000773638,,,
7,ID1000085707,2022,13298941880,-3536825634,15306751121,-1529016394,50268146425,1173934426,33652928354,28314018696,61845482876,1.16701E+11,76403950,24609813088,32702383183,1.44051E+11,7463411216,5175573771,86078021820,44136095388,-2198936996,33652928354,262.664,4010253354,2498286141,,0,,11639344,2509925485,1603427720,,
7,ID1000085707,2023,7809468086,2464422493,8996656536,3651610942,51386147910,1028829787,41917550069,31857704154,65828505380,1.24672E+11,98903280,26015300457,38325916787,1.56388E+11,9325885977,8023404256,93030354373,41950744683,2361389749,41917550069,277.676,5320182371,2856519757,,0,,106383,2856626140,1697492401,,
7,ID1000085707,2024,,,,,,,,,,,83568500,,,,,,,,867286139,,,,,,,,,,,,
8,ID1000109507,2014,37356678000,7319568000,45427893000,15410691000,8844930000,3081876000,,,9339102000,82831109000,309987300,77683086000,,5.50462E+11,70335731000,21080781000,4.72541E+11,52799750000,15715354000,58452746000,630.161,20504773000,,,,,123383000,1215241000,8670906000,,
8,ID1000109507,2015,17893766000,44185346000,-3370661000,22376286000,9712021000,3772217000,,,8758957000,91239662000,330734600,89369421000,,5.91147E+11,82002399000,23024103000,5.01522E+11,59093244000,18995769000,55624037000,724.96,22657114000,,,,,188752000,1552591000,9728509000,9.73E+12,
8,ID1000109507,2016,54227932000,-18341388000,93535456000,20716572000,16990835000,4314626000,,,10156413000,1.13714E+11,375889900,1.12433E+11,,6.7319E+11,1.05106E+11,26210006000,5.60475E+11,64126156000,11948739000,56540584000,912.051,25839200000,,,,,207608000,1641630000,10629884000,1.063E+13,
8,ID1000109507,2017,45808242000,-16942414000,81660131000,18234798000,16868949000,5177553000,,,9505740000,1.31994E+11,513797900,1.31304E+11,,7.471E+11,1.22587E+11,29553971000,6.15699E+11,68923148000,30259918000,60227041000,1065.127,29158743000,,,,,263882000,1821003000,11335155000,1.133E+13,
8,ID1000109507,2018,40136512000,19934121000,50839001000,28945056000,19336901000,6410302000,,,9375812000,1.52485E+11,588243700,1.5166E+11,,8.2164E+11,1.44322E+11,33076271000,6.69887E+11,74510475000,23419817000,65239752000,1230.254,32706064000,,,,,414310000,2081608000,12143106000,1.2143E+13,
8,ID1000109507,2019,63978441000,9755985000,91790815000,37687104000,20852301000,8752529000,,,11011116000,1.75482E+11,767035600,1.74043E+11,,9.15805E+11,1.64636E+11,36707830000,7.41662E+11,84982896000,31995459000,73326080000,1411.826,36295268000,,,,,321738000,2015615000,13337264000,,
8,ID1000109507,2020,1.23606E+11,-6796308000,1.69663E+11,37364148000,21915054000,13634221000,,,12561282000,1.85827E+11,768866600,1.84596E+11,,1.07069E+12,1.70062E+11,33893097000,8.85975E+11,86407189000,43003711000,51804513000,1497.435,33568507000,,,,,304529000,2545011000,13349775000,,
8,ID1000109507,2021,1.2008E+11,70997448000,93777450000,44537446000,22169299000,13732840000,,,12052589000,2.03411E+11,909214700,2.02713E+11,,1.22282E+12,1.89103E+11,39053384000,1.01997E+12,87964770000,36049977000,89400796000,1644.394,38841174000,,,,,309082000,2447189000,13487127000,,
8,ID1000109507,2022,35914781000,-16846314000,1.14236E+11,60601449000,24709372000,19107633000,,,10009119000,2.21892E+11,1080074000,2.21019E+11,,1.30741E+12,2.11673E+11,50678140000,1.08623E+12,95727999000,54570275000,1.2547E+11,1792.89,50467033000,,,,,284770000,2662190000,13651458000,,
8,ID1000109507,2023,39986452000,-36026384000,1.11769E+11,35030775000,26824744000,26195948000,,,13255226000,2.43324E+11,1095329000,2.42356E+11,,1.40066E+12,2.33895E+11,60560752000,1.15812E+12,1.12214E+11,46023242000,1.14319E+11,1965.98,60179757000,,,,,276409000,3402740000,16197811000,,
8,ID1000109507,2024,,,,,,,,,,,1241780000,,,,,,,,41132311000,,,,,,,,,,,,
9,ID1000094204,2014,5039456000,838204000,11823959000,7622707000,2489860000,1071057000,,,29565532000,46187750000,38002620,32779526000,,1.94528E+11,19486459000,6331449000,1.6151E+11,28818939000,4493740000,16241074000,3420.005,4063362000,,,,,136011000,674952000,5810672000,,
9,ID1000094204,2015,-9783087000,6585855000,-6866241000,9502701000,2559144000,814796000,,,24626352000,42043909000,28229150,33932139000,,1.86504E+11,20794072000,5909020000,1.5229E+11,28263308000,11461861000,12238823000,3540.261,3943595000,,,,,139557000,654753000,4833889000,,
9,ID1000094204,2016,-13496989000,-16789125000,6947150000,3655014000,2505583000,762415000,,,22685658000,45015113000,35677860,35943042000,,1.71924E+11,22791622000,6487361000,1.35547E+11,26554900000,5425323000,10404488000,3750.066,4934212000,,,,,117037000,580586000,4878839000,,
9,ID1000094204,2017,115945000,680712000,4435683000,4902264000,2287700000,993629000,,,24610398000,46500586000,47349090,38660278000,,1.75845E+11,25502643000,7325391000,1.36673E+11,25592155000,2366297000,11879261000,4033.565,5585514000,,,,,132473000,564187000,5022557000,,
9,ID1000094204,2018,-1181151000,3194738000,-1686754000,2600294000,1902608000,1341456000,,,24893565000,55224799000,70928740,41310606000,,1.8407E+11,28152971000,6864684000,1.4213E+11,23868444000,5282461000,10461595000,4310.083,5158037000,,,,,160255000,513057000,4966120000,,
9,ID1000094204,2019,-2469392000,-5954017000,6255358000,2843771000,1785994000,1444699000,,,28354022000,61803824000,40057870,44937166000,,1.90734E+11,30955429000,7853788000,1.45317E+11,28039078000,4105730000,8821807000,4597.833,5555570000,,,,,196056000,506276000,5435781000,,
9,ID1000094204,2020,3254419000,3623328000,19282523000,19573532000,2105691000,1916205000,,,20090789000,55233273000,24189540,43107813000,,1.97935E+11,29126076000,4084980000,1.5436E+11,24224149000,11562774000,8438053000,4410.659,2215360000,,,,,200054000,1117728000,5037796000,,
9,ID1000094204,2021,-10094015000,1562315000,2286502000,13958646000,1895474000,393668000,,,13536017000,52098339000,24963600,44539107000,,1.89365E+11,30557370000,3515279000,1.44282E+11,21702139000,18560980000,12326488000,4557.105,2375388000,,,,,221518000,617062000,5259355000,,
9,ID1000094204,2022,178421000,1400731000,5939492000,7062571000,1925525000,598608000,,,12554829000,55549135000,29027440,46843703000,,1.9486E+11,32861966000,5336607000,1.47381E+11,21186270000,9860019000,12703642000,4792.904,4548172000,,,,,242597000,604929000,5665252000,,
9,ID1000094204,2023,18196659000,-1098535000,15094588000,-4187898000,2160579000,1219591000,,,18448025000,61232842000,26318210,49236617000,,2.1886E+11,35254880000,5748048000,1.68901E+11,24671164000,-3248584000,13330205000,5037.74,4765491000,,,,,253912000,640612000,6140831000,,
9,ID1000094204,2024,,,,,,,,,,,24286290,,,,,,,,2141282000,,,,,,,,,,,,
10,ID1000095003,2014,88639227000,17781225000,84632855000,13497548000,8928856000,5461126000,,,53627737000,1.30706E+11,235042200,1.02658E+11,,8.50851E+11,74042745000,27706101000,7.46006E+11,87071028000,13775370000,71303403000,1099.906,25978106000,,,,,217254000,1155801000,10848031000,,
10,ID1000095003,2015,35963508000,-13136976000,83399513000,29466456000,9761688000,4967968000,,,57399960000,1.52005E+11,207322300,1.1707E+11,,9.05229E+11,89131967000,28453970000,7.85737E+11,99752891000,27398652000,81423440000,1254.325,26338972000,,,,,302590000,1490385000,12376655000,1.63779E+13,
10,ID1000095003,2016,80859861000,31892700000,90258354000,42782309000,35663290000,6100490000,,,57816421000,1.89193E+11,262762200,1.50454E+11,,1.03272E+12,96838042000,21385339000,8.79346E+11,1.06136E+11,39617507000,75391749000,1612.006,18612727000,,,,,379837000,1813855000,13618745000,1.36187E+13,
10,ID1000095003,2017,53127716000,1215689000,83423179000,30702449000,36618753000,6212954000,,,64681165000,2.16719E+11,329174800,1.66719E+11,,1.11914E+12,1.11252E+11,30378322000,9.4913E+11,1.1317E+11,27275786000,74456681000,1786.273,27169751000,,,,,442954000,1987772000,14858642000,1.48586E+13,
10,ID1000095003,2018,50391048000,-34098110000,1.26046E+11,39802237000,38442696000,9287857000,,,1.04534E+11,2.40246E+11,339569900,1.81203E+11,,1.19725E+12,1.26979E+11,38359863000,1.01229E+12,1.19663E+11,48100626000,87201675000,1941.456,33905797000,,,,,505608000,1817289000,16322769000,1.63228E+13,
10,ID1000095003,2019,82255028000,-884936000,1.17065E+11,35654341000,44612199000,11256759000,,,1.04218E+11,2.71981E+11,323399900,2.04601E+11,,1.31429E+12,1.43204E+11,42251249000,1.10526E+12,1.29991E+11,34520738000,74585197000,2192.152,36451514000,,,,,594624000,2059420000,17221046000,1.7221E+13,
10,ID1000095003,2020,91097208000,53571834000,82496886000,43678781000,46728153000,16489280000,,,1.00157E+11,2.42148E+11,279509800,1.89143E+11,,1.42175E+12,1.2455E+11,28618754000,1.22796E+12,1.28909E+11,31925369000,74321296000,2028.07,23176303000,,,,,844176000,3694190000,17770433000,1.9694E+13,
10,ID1000095003,2021,1.486E+11,-6290015000,2.0571E+11,51090099000,49144792000,10271552000,,,1.16449E+11,2.80661E+11,328020000,2.04687E+11,,1.71526E+12,1.42482E+11,42845068000,1.49315E+12,1.4488E+11,50266809000,1.22972E+11,2194.736,38440203000,,,,,793554000,3557948000,22677112000,2.26771E+13,
10,ID1000095003,2022,2.14969E+11,81257832000,1.99086E+11,55531988000,56540566000,16816893000,,,1.49289E+11,3.34678E+11,473549800,2.29679E+11,,1.9805E+12,1.66889E+11,62174611000,1.72825E+12,1.61943E+11,67270783000,1.34562E+11,2460.844,56168089000,,,,,1095451000,4513637000,24641746000,2.46417E+13,
10,ID1000095003,2023,1.12259E+11,-31087851000,2.1324E+11,70839121000,57977707000,24702382000,,,2.01188E+11,3.67611E+11,542849800,2.60853E+11,,2.16404E+12,1.97207E+11,81795467000,1.87655E+12,1.86914E+11,53008566000,1.35037E+11,2794.851,74641563000,,,,,1153670000,4566902000,24423089000,,
10,ID1000095003,2024,,,,,,,,,,,593669600,,,,,,,,48816721000,,,,,,,,,,,,
11,ID1000068703,2014,-695004567,-154569217,174777746,724384804,25545351202,0,846890149,846890149,53823727820,-7218810533,4724885,-10465294746,-55164580434,78206858625,-21722910347,7094461896,87290394660,33049431721,-541096663,846890149,-289.467,102630724,1690152894,,644183808,,,2334336701,298036109,,
11,ID1000068703,2015,-291654065,23009610,-744345532,-429140834,15653834112,0,291277559,291277559,69248156064,-28745019507,1831351,-38389342267,-68030213498,46460914226,-50920233013,-21951447709,86528662245,545175478,-2325698817,291277559,-1061.793,-134243324,24882167,,8068358,,,32950525,114230431,,
