no,year,icbcode,gap,gap_e,gap_s,es,e,s,esdis,edis,sdis,family,gov,instit,g,size,lev,roa,mtb,country,capitalism,legal,kz
4,2016,6010,0,0,0,23,21,24,14,16,13,1,0,0,27,10,1,0,0,2,1,1,0.834
4,2017,6010,0,0,0,32,24,41,21,16,25,1,0,0,52,10,0,0,0,2,1,1,-0.439
4,2018,6010,0,0,0,36,29,44,25,21,29,1,0,0,49,10,0,0,0,2,1,1,-0.688
4,2019,6010,0,0,0,44,33,54,27,24,30,1,0,0,64,10,0,0,0,2,1,1,0.21
4,2020,6010,0,0,0,49,40,58,36,40,32,1,0,0,70,10,0,0,0,2,1,1,0.544
4,2021,6010,0,0,0,41,39,44,39,45,34,1,0,0,85,10,0,0,0,2,1,1,-0.377
4,2022,6010,0,0,0,52,53,51,41,50,31,1,0,0,80,10,0,0,0,2,1,1,-0.979
4,2023,6010,0,0,0,53,50,55,38,45,32,1,0,0,68,10,0,0,0,2,1,1,-2.754
5,2014,4010,0,0,0,34,32,36,22,26,19,1,0,0,51,11,1,0,0,2,1,1,
5,2015,4010,0,0,0,29,27,32,22,26,17,1,0,0,51,11,1,0,0,2,1,1,0.489
5,2016,4010,0,0,0,26,27,26,35,48,22,1,0,0,47,11,1,0,0,2,1,1,0.686
5,2017,4010,0,0,0,30,24,37,38,50,25,1,0,0,41,11,0,0,0,2,1,1,0.67
5,2018,4010,0,0,0,32,25,38,38,50,25,1,0,0,40,12,0,0,0,2,1,1,0.725
5,2019,4010,0,0,0,31,19,43,36,50,23,1,0,0,42,12,0,0,0,2,1,1,0.823
5,2020,4010,0,0,0,49,58,39,44,57,31,1,0,0,39,12,1,0,0,2,1,1,0.554
5,2021,4010,0,0,0,63,68,59,41,45,38,1,0,0,46,12,0,0,0,2,1,1,0.418
5,2022,4010,0,0,0,61,66,57,45,47,44,1,0,0,50,12,0,0,0,2,1,1,-0.386
5,2023,4010,0,0,0,0,0,0,44,47,41,1,0,0,0,12,0,0,0,2,1,1,-1.276
6,2014,5510,0,0,0,71,62,80,28,20,35,0,1,0,36,10,1,0,0,2,1,1,
6,2015,5510,0,0,-1,78,70,85,35,41,30,0,1,0,63,10,1,0,0,2,1,1,1.374
6,2016,5510,0,0,-1,78,68,89,40,48,32,0,1,0,53,10,1,0,0,2,1,1,1.555
6,2017,5510,0,0,-1,79,71,86,37,39,35,0,1,0,44,10,1,0,0,2,1,1,1.499
6,2018,5510,0,0,0,72,71,74,47,53,42,0,1,0,43,11,1,0,0,2,1,1,1.32
6,2019,5510,0,0,0,71,74,69,41,39,42,0,1,0,73,10,0,0,0,2,1,1,1.011
6,2020,5510,0,0,0,70,72,68,47,53,40,0,1,0,82,10,0,0,0,2,1,1,1.021
6,2021,5510,0,0,0,70,71,69,48,55,40,0,1,0,71,11,0,0,0,2,1,1,0.015
6,2022,5510,0,0,0,75,77,73,53,64,42,0,1,0,82,11,0,0,0,2,1,1,-0.967
6,2023,5510,0,0,0,77,76,79,54,64,44,0,1,0,71,11,0,0,0,2,1,1,-2.56
7,2018,5010,0,0,0,10,8,12,9,6,12,1,0,0,23,11,1,0,0,2,1,1,6.565
7,2019,5010,0,0,0,47,44,50,13,13,12,1,0,0,37,11,1,0,0,2,1,1,6.413
7,2020,5010,0,0,0,52,48,57,24,30,18,1,0,0,48,11,2,0,0,2,1,1,6.525
7,2021,5010,0,0,0,49,48,49,28,31,25,1,0,0,42,11,2,0,0,2,1,1,4.677
7,2022,5010,0,0,0,51,51,51,33,41,25,1,0,0,38,11,3,0,0,2,1,1,7.271
7,2023,5010,0,0,0,0,0,0,33,41,25,1,0,0,0,11,3,0,0,2,1,1,7.353
8,2014,3010,0,0,-1,38,12,64,4,0,8,1,0,0,63,12,0,0,0,2,1,1,
8,2015,3010,0,0,0,42,17,67,10,2,17,1,0,0,60,12,0,0,0,2,1,1,
8,2016,3010,0,0,0,54,33,76,22,2,41,1,0,0,57,12,0,0,0,2,1,1,
8,2017,3010,0,0,0,54,33,75,25,8,43,1,0,0,83,12,0,0,0,2,1,1,
8,2018,3010,0,0,0,67,56,78,33,22,44,1,0,0,77,12,0,0,0,2,1,1,
8,2019,3010,0,0,0,71,60,81,35,26,44,1,0,0,82,12,0,0,0,2,1,1,
8,2020,3010,0,-1,0,87,81,94,39,26,52,1,0,0,89,12,0,0,0,2,1,1,
8,2021,3010,0,0,0,87,79,94,44,31,57,1,0,0,88,12,0,0,0,2,1,1,
8,2022,3010,0,0,0,87,80,94,43,31,55,1,0,0,85,12,0,0,0,2,1,1,
8,2023,3010,0,0,0,85,78,93,42,29,55,1,0,0,84,12,0,0,0,2,1,1,
9,2014,3010,0,0,0,30,14,46,23,20,25,0,1,0,82,11,1,0,0,2,1,1,
9,2015,3010,0,0,0,26,17,35,25,24,25,0,1,0,86,11,1,0,0,2,1,1,
9,2016,3010,0,0,0,26,14,37,26,24,29,0,1,0,76,11,1,0,0,2,1,1,
9,2017,3010,0,0,0,26,19,33,18,17,19,0,1,0,73,11,1,0,0,2,1,1,
9,2018,3010,0,0,0,22,12,32,19,8,30,0,0,1,70,11,1,0,0,2,1,1,
9,2019,3010,0,0,0,38,16,61,20,8,32,0,0,1,79,11,1,0,0,2,1,1,
9,2020,3010,0,0,0,45,36,55,34,23,45,0,0,1,90,11,0,0,0,2,1,1,
9,2021,3010,0,0,0,45,33,58,35,24,47,0,0,1,83,11,0,0,0,2,1,1,
9,2022,3010,0,0,0,44,34,53,38,30,45,0,0,1,73,11,0,0,0,2,1,1,
9,2023,3010,0,0,0,0,0,0,38,30,45,0,0,1,0,11,0,0,0,2,1,1,
10,2014,3010,0,0,0,29,8,50,0,0,0,0,1,0,73,12,1,0,0,2,1,1,
10,2015,3010,0,0,-1,34,10,58,0,0,0,0,1,0,63,12,0,0,0,2,1,1,
10,2016,3010,0,0,0,36,11,61,11,5,18,0,1,0,72,12,0,0,0,2,1,1,
10,2017,3010,0,0,0,40,10,70,14,5,23,0,1,0,58,12,0,0,0,2,1,1,
10,2018,3010,0,0,-1,45,15,75,14,5,24,0,1,0,70,12,1,0,0,2,1,1,
10,2019,3010,0,0,-1,56,29,83,15,5,25,0,1,0,65,12,1,0,0,2,1,1,
10,2020,3010,0,0,-1,74,60,87,25,18,31,0,1,0,86,12,1,0,0,2,1,1,
10,2021,3010,0,-1,0,79,73,86,29,18,41,0,1,0,90,12,1,0,0,2,1,1,
10,2022,3010,-1,-1,0,81,82,80,29,19,39,0,1,0,88,12,1,0,0,2,1,1,
10,2023,3010,,0,0,0,0,0,,,,0,1,0,0,12,1,0,0,2,1,1,
11,2014,6010,0,0,0,50,49,50,7,1,13,1,0,0,62,11,,0,,2,1,1,
11,2015,6010,0,0,0,47,35,60,6,2,11,1,0,0,27,11,,0,,2,1,1,-5.637
11,2016,6010,-1,-1,-1,67,64,71,11,2,19,1,0,0,30,11,,0,,2,1,1,-6.18
11,2017,6010,0,0,-1,70,63,77,26,31,22,1,0,0,44,11,6,0,,2,1,1,-14.244
11,2018,6010,0,0,-1,78,74,83,31,38,24,1,0,0,87,11,3,0,,2,1,1,-32.485
11,2019,6010,0,0,-1,77,73,80,34,41,27,1,0,0,90,11,3,0,,2,1,1,-28.383
11,2020,6010,0,0,-1,81,78,84,40,48,33,1,0,0,94,11,-3,0,0,2,1,1,-9.005
11,2021,6010,0,0,0,85,79,91,47,50,45,1,0,0,89,11,-4,0,0,2,1,1,-12.307
11,2022,6010,0,0,0,83,79,87,53,52,54,1,0,0,87,11,0,0,0,2,1,1,1.09
11,2023,6010,1,1,1,0,0,0,56,59,54,1,0,0,0,11,0,0,0,2,1,1,1.143
12,2014,3010,-1,-1,-1,73,72,74,12,5,20,0,1,0,54,12,0,0,0,2,1,1,
12,2015,3010,-1,-1,-1,72,72,73,12,5,20,0,1,0,57,12,0,0,0,2,1,1,
12,2016,3010,0,0,0,63,49,76,18,7,30,0,1,0,58,12,1,0,0,2,1,1,
12,2017,3010,0,0,-1,65,48,82,19,7,32,0,1,0,51,12,1,0,0,2,1,1,
12,2018,3010,0,0,-1,65,47,82,17,8,27,0,1,0,65,12,1,0,0,2,1,1,
12,2019,3010,-1,0,-1,67,49,85,17,8,27,0,1,0,58,12,1,0,0,2,1,1,
12,2020,3010,0,-1,0,79,69,88,30,15,44,0,1,0,78,12,1,0,0,2,1,1,
12,2021,3010,0,0,0,80,72,87,39,30,47,0,1,0,78,12,1,0,0,2,1,1,
12,2022,3010,0,0,0,78,70,87,39,30,47,0,1,0,82,12,1,0,0,2,1,1,
12,2023,3010,0,0,0,0,0,0,39,32,46,0,1,0,0,12,0,0,0,2,1,1,
13,2014,3010,0,0,-1,40,21,60,0,0,0,0,1,0,63,12,1,0,0,2,1,1,
13,2015,3010,0,0,-1,41,20,61,0,0,0,0,1,0,58,12,1,0,0,2,1,1,
13,2016,3010,0,0,0,51,30,72,19,3,35,0,1,0,71,12,0,0,0,2,1,1,
13,2017,3010,0,-1,0,65,55,75,23,3,43,0,1,0,74,12,0,0,0,2,1,1,
13,2018,3010,-1,-1,0,79,80,77,26,3,49,0,1,0,90,12,1,0,0,2,1,1,
13,2019,3010,0,-1,0,79,81,77,31,12,49,0,1,0,82,12,1,0,0,2,1,1,
13,2020,3010,0,-1,0,85,86,84,40,30,51,0,1,0,55,12,1,0,0,2,1,1,
13,2021,3010,0,-1,0,85,86,85,42,32,53,0,1,0,56,12,1,0,0,2,1,1,
13,2022,3010,0,0,0,85,85,85,45,38,53,0,1,0,80,12,1,0,0,2,1,1,
13,2023,3010,0,0,0,84,85,82,46,39,53,0,1,0,70,12,1,0,0,2,1,1,
14,2014,3510,0,0,0,25,7,43,0,0,0,1,0,0,46,10,0,0,0,2,1,1,
14,2015,3510,0,0,0,31,18,45,0,0,0,1,0,0,15,11,0,0,0,2,1,1,1.042
14,2016,3510,0,0,0,26,9,43,5,0,9,1,0,0,13,11,0,0,0,2,1,1,1.09
14,2017,3510,0,0,0,26,5,47,6,0,11,1,0,0,21,11,0,0,0,2,1,1,0.856
14,2018,3510,0,0,0,25,8,43,6,0,11,1,0,0,30,11,0,0,0,2,1,1,1.371
14,2019,3510,0,0,0,35,32,38,6,0,11,1,0,0,40,11,0,0,0,2,1,1,1.22
14,2020,3510,0,0,0,48,46,50,26,28,24,1,0,0,32,11,1,0,0,2,1,1,1.504
14,2021,3510,0,0,0,59,55,64,36,44,28,1,0,0,31,11,0,0,0,2,1,1,0.973
14,2022,3510,0,0,0,58,53,62,38,46,30,1,0,0,38,11,0,0,0,2,1,1,0.865
14,2023,3510,0,0,0,0,0,0,38,46,30,1,0,0,0,11,0,0,0,2,1,1,0.814
15,2017,3010,0,0,0,47,16,78,30,21,38,0,1,0,66,11,2,0,0,2,1,1,
15,2018,3010,0,0,0,52,20,85,31,23,40,0,1,0,55,11,2,0,0,2,1,1,
15,2019,3010,0,0,0,58,31,86,32,26,37,0,1,0,48,11,2,0,0,2,1,1,
15,2020,3010,0,0,-1,74,61,88,32,30,34,0,1,0,49,12,2,0,0,2,1,1,
15,2021,3010,0,0,0,70,61,78,32,30,34,0,1,0,71,12,2,0,0,2,1,1,
15,2022,3010,0,0,0,69,59,78,34,33,36,0,1,0,56,12,2,0,0,2,1,1,
15,2023,3010,0,0,0,0,0,0,44,48,40,0,1,0,0,12,2,0,0,2,1,1,
16,2020,,0,0,0,18,0,35,11,9,13,,,,52,10,1,0,0,2,1,1,2.229
16,2021,,0,0,0,23,6,41,14,9,18,,,,58,11,1,0,0,2,1,1,1.64
16,2022,,0,0,0,22,7,38,15,9,20,,,,61,11,1,0,0,2,1,1,1.456
16,2023,,0,0,0,22,6,38,15,9,20,,,,74,11,0,0,0,2,1,1,1.198
17,2014,4510,0,0,0,14,1,28,3,0,7,1,0,0,23,10,0,0,0,2,1,1,
17,2015,4510,0,0,0,20,9,31,4,0,7,1,0,0,40,10,0,0,0,2,1,1,-1.734
17,2016,4510,0,0,0,23,10,36,5,2,8,1,0,0,39,10,0,0,0,2,1,1,-2.175
17,2017,4510,0,0,0,39,41,36,5,2,8,1,0,0,43,10,0,0,0,2,1,1,-2.414
17,2018,4510,0,0,0,36,37,34,7,2,12,1,0,0,43,11,0,0,0,2,1,1,-3.253
17,2019,4510,0,0,0,36,38,34,7,3,12,1,0,0,38,11,0,0,0,2,1,1,-1.856
17,2020,4510,0,0,0,33,32,35,11,10,13,1,0,0,18,11,1,0,0,2,1,1,0.24
17,2021,4510,0,0,0,52,48,56,39,46,31,1,0,0,41,11,1,0,0,2,1,1,2.557
17,2022,4510,0,0,0,59,56,62,39,46,32,1,0,0,50,11,1,0,0,2,1,1,2.878
17,2023,4510,0,0,0,0,0,0,39,46,32,1,0,0,0,11,1,0,0,2,1,1,2.354
18,2014,5010,0,0,0,39,27,51,10,8,12,0,1,0,68,11,0,0,0,2,1,1,
18,2015,5010,0,0,0,42,36,48,17,11,24,0,1,0,59,11,0,0,0,2,1,1,-2.439
18,2016,5010,0,0,0,48,41,54,20,16,23,0,1,0,62,11,0,0,0,2,1,1,-1.484
18,2017,5010,0,0,0,42,35,48,21,20,23,0,1,0,64,11,0,0,0,2,1,1,-0.745
18,2018,5010,0,0,0,41,37,45,37,45,29,0,1,0,56,11,0,0,0,2,1,1,0.111
18,2019,5010,0,0,0,52,56,48,41,45,37,0,1,0,61,11,1,0,0,2,1,1,1.78
18,2020,5010,0,0,0,54,59,50,48,44,51,0,1,0,52,11,1,0,0,2,1,1,2.082
18,2021,5010,0,0,0,71,77,66,48,54,41,0,1,0,66,11,1,0,0,2,1,1,0.922
18,2022,5010,0,0,0,69,77,62,48,54,42,0,1,0,63,11,0,0,0,2,1,1,0.518
18,2023,5010,,0,0,0,0,0,,,,0,1,0,0,11,0,0,0,2,1,1,0.169
19,2017,4510,0,0,0,11,6,15,8,1,15,1,0,0,41,11,0,0,0,2,1,1,-1.806
19,2018,4510,0,0,0,9,5,13,8,1,15,1,0,0,23,11,0,0,0,2,1,1,-1.964
19,2019,4510,0,0,0,15,11,18,8,1,15,1,0,0,30,11,0,0,0,2,1,1,-2.013
19,2020,4510,0,0,0,26,27,24,17,18,16,1,0,0,23,11,0,0,0,2,1,1,0.085
19,2021,4510,0,0,0,24,25,23,18,19,17,1,0,0,22,11,0,0,0,2,1,1,-2.19
19,2022,4510,0,0,0,24,26,22,18,19,17,1,0,0,22,11,0,0,0,2,1,1,-1.514
19,2023,4510,0,0,0,0,0,0,20,21,18,1,0,0,0,11,0,0,0,2,1,1,-0.439
20,2014,1510,0,0,0,46,22,69,14,8,19,0,1,0,71,11,2,0,0,2,1,1,
20,2015,1510,0,0,0,43,19,67,16,11,21,0,1,0,67,11,1,0,0,2,1,1,6.701
20,2016,1510,0,0,0,41,17,65,20,13,27,0,1,0,52,11,2,0,0,2,1,1,5.347
20,2017,1510,0,0,0,41,16,65,19,13,25,0,1,0,46,11,2,0,0,2,1,1,4.545
20,2018,1510,0,0,0,34,10,58,19,13,25,0,1,0,44,11,2,0,0,2,1,1,6.573
20,2019,1510,0,0,0,38,11,64,19,13,25,0,1,0,40,11,2,0,0,2,1,1,7.153
20,2020,1510,0,0,0,36,12,60,22,18,27,0,1,0,55,11,2,0,0,2,1,1,7.089
20,2021,1510,0,0,0,34,12,56,24,21,27,0,1,0,15,11,4,0,0,2,1,1,5.18
20,2022,1510,0,0,0,38,13,63,17,13,21,0,1,0,20,11,2,0,0,2,1,1,4.475
20,2023,1510,0,0,0,37,15,59,38,34,42,0,1,0,54,11,2,0,0,2,1,1,4.565
21,2014,5510,0,-1,0,44,54,34,9,3,15,0,0,1,85,10,0,0,0,2,1,1,
21,2015,5510,0,0,0,60,55,65,26,36,16,0,0,1,77,10,0,0,0,2,1,1,0.02
21,2016,5510,0,0,0,49,51,47,32,38,26,0,0,1,83,10,0,0,0,2,1,1,0.075
21,2017,5510,0,0,-1,83,72,94,34,38,29,0,0,1,90,10,0,0,0,2,1,1,-0.077
21,2018,5510,0,0,-1,79,66,93,39,38,41,0,0,1,91,11,0,0,0,2,1,1,-0.213
21,2019,5510,0,0,0,79,66,92,41,39,44,0,0,1,87,10,0,0,0,2,1,1,-0.189
21,2020,5510,0,0,0,79,71,87,46,46,45,0,0,1,83,11,0,0,0,2,1,1,-0.379
21,2021,5510,0,0,0,80,73,87,50,45,55,0,0,1,86,11,0,0,0,2,1,1,-0.991
21,2022,5510,0,0,0,87,80,94,56,60,51,0,0,1,93,11,0,0,0,2,1,1,-0.209
21,2023,5510,1,1,0,0,0,0,52,60,44,0,0,1,0,11,0,0,0,2,1,1,-1.117
22,2014,4510,0,0,0,26,29,22,4,1,7,1,0,0,29,11,1,0,0,2,1,1,
22,2015,4510,0,0,0,29,33,25,8,3,12,1,0,0,23,11,1,0,0,2,1,1,1.998
22,2016,4510,0,0,0,29,33,26,8,3,13,1,0,0,20,11,1,0,0,2,1,1,1.548
22,2017,4510,0,0,0,42,47,37,8,3,13,1,0,0,39,11,1,0,0,2,1,1,1.09
22,2018,4510,0,0,0,39,43,35,10,4,17,1,0,0,21,11,1,0,0,2,1,1,1.33
22,2019,4510,0,0,0,45,43,48,10,4,17,1,0,0,25,11,0,0,0,2,1,1,0.98
22,2020,4510,0,0,0,44,40,49,11,5,17,1,0,0,33,11,1,0,0,2,1,1,2.538
22,2021,4510,0,0,0,74,68,79,33,35,31,1,0,0,55,11,1,0,0,2,1,1,3.118
22,2022,4510,0,0,0,73,68,79,37,36,37,1,0,0,44,11,1,0,0,2,1,1,3.052
22,2023,4510,0,0,-1,74,65,84,33,36,30,1,0,0,43,11,1,0,0,2,1,1,2.646
23,2017,5510,0,0,0,26,38,13,43,52,34,1,0,0,19,11,1,0,0,2,1,1,3.712
23,2018,5510,0,0,0,29,35,23,43,52,35,1,0,0,12,11,1,0,0,2,1,1,3.313
23,2019,5510,0,0,0,32,38,25,43,52,35,1,0,0,9,11,1,0,0,2,1,1,2.819
23,2020,5510,0,0,0,30,38,21,32,44,20,1,0,0,10,11,1,0,0,2,1,1,2.398
23,2021,5510,0,0,0,30,41,19,35,44,25,1,0,0,5,11,1,0,0,2,1,1,2.013
23,2022,5510,0,0,0,0,0,0,44,46,43,1,0,0,0,11,1,0,0,2,1,1,1.57
23,2023,5510,1,1,0,0,0,0,52,60,45,1,0,0,0,11,1,0,0,2,1,1,1.448
24,2015,4510,,,,22,6,38,,,,0,0,1,26,11,0,0,0,2,1,1,-17.478
24,2016,4510,0,0,0,24,7,41,7,0,14,0,0,1,20,11,0,0,0,2,1,1,-11.508
24,2017,4510,0,0,0,50,44,56,21,17,26,0,0,1,64,11,0,0,0,2,1,1,-12.401
24,2018,4510,0,0,0,55,58,53,18,17,20,0,0,1,61,11,0,0,0,2,1,1,-12.429
24,2019,4510,0,0,-1,59,45,74,19,19,20,0,0,1,76,11,0,0,0,2,1,1,-12.453
24,2020,4510,0,0,0,74,71,78,43,45,41,0,0,1,57,11,0,0,0,2,1,1,-11.48
24,2021,4510,0,0,0,76,74,78,46,49,43,0,0,1,70,11,0,0,0,2,1,1,-7.557
24,2022,4510,0,0,0,76,73,78,45,49,41,0,0,1,66,11,0,0,0,2,1,1,-5.62
24,2023,4510,0,0,0,0,0,0,44,49,38,0,0,1,0,11,0,0,0,2,1,1,-4.827
25,2014,5010,0,0,-1,61,36,86,26,26,26,1,0,0,45,10,0,0,0,2,1,1,
25,2015,5010,0,0,-1,62,42,83,25,23,26,1,0,0,58,10,0,0,0,2,1,1,-7.385
25,2016,5010,0,0,0,57,44,71,39,38,40,1,0,0,57,10,0,0,0,2,1,1,-2.792
25,2017,5010,0,0,0,52,37,67,41,40,42,1,0,0,48,10,0,0,0,2,1,1,-4.659
25,2018,5010,0,0,0,46,31,61,44,43,45,1,0,0,31,10,0,0,0,2,1,1,-3.625
25,2019,5010,0,0,0,50,36,64,45,45,45,1,0,0,36,10,0,0,0,2,1,1,-3.023
25,2020,5010,0,0,0,66,71,61,45,48,43,1,0,0,49,10,0,0,0,2,1,1,-4.235
25,2021,5010,0,0,0,69,70,69,44,48,41,1,0,0,59,10,0,0,0,2,1,1,-3.064
25,2022,5010,0,0,0,69,76,62,48,53,42,1,0,0,52,10,0,0,0,2,1,1,-2.804
25,2023,5010,,-1,-1,70,75,64,,,,1,0,0,50,10,0,0,0,2,1,1,-0.698
26,2014,6010,0,0,-1,80,75,85,34,40,28,1,0,0,88,10,0,0,0,2,1,1,
26,2015,6010,0,0,-1,77,76,78,30,32,28,1,0,0,84,10,0,0,0,2,1,1,-4.106
26,2016,6010,0,0,0,74,79,69,46,58,34,1,0,0,79,10,0,0,0,2,1,1,-1.472
26,2017,6010,0,0,0,77,81,73,46,59,34,1,0,0,92,10,0,0,0,2,1,1,-7.02
26,2018,6010,0,0,0,75,77,74,49,54,44,1,0,0,87,10,0,0,0,2,1,1,-8.183
26,2019,6010,0,0,0,75,81,70,46,56,37,1,0,0,82,10,0,0,0,2,1,1,-6.192
26,2020,6010,0,0,0,77,74,80,60,73,47,1,0,0,78,10,0,0,0,2,1,1,-2.353
26,2021,6010,0,0,0,80,81,79,70,78,61,1,0,0,89,10,0,0,0,2,1,1,-4.665
26,2022,6010,0,0,0,80,87,73,70,78,62,1,0,0,88,11,0,1,0,2,1,1,-15.768
26,2023,6010,0,0,0,83,87,79,69,75,63,1,0,0,90,11,0,0,0,2,1,1,-10.685
27,2017,5510,,,,23,22,24,,,,1,0,0,32,11,1,0,0,2,1,1,4.446
27,2018,5510,0,0,0,34,19,50,0,0,0,1,0,0,39,11,1,0,0,2,1,1,3.746
27,2019,5510,0,0,0,32,13,50,10,3,16,1,0,0,37,11,1,0,0,2,1,1,3.107
27,2020,5510,0,0,0,31,13,48,31,42,20,1,0,0,29,11,1,0,0,2,1,1,2.499
27,2021,5510,0,0,0,40,21,59,31,42,20,1,0,0,24,11,1,0,0,2,1,1,1.838
27,2022,5510,0,0,0,43,37,50,43,59,27,1,0,0,37,11,0,0,0,2,1,1,1.283
27,2023,5510,0,1,0,0,0,0,43,59,27,1,0,0,0,11,0,0,0,2,1,1,1.102
28,2014,5020,0,0,0,42,18,66,20,12,28,0,1,0,26,11,1,0,0,2,1,1,
28,2015,5020,0,0,0,45,24,66,24,26,21,0,1,0,62,11,1,0,0,2,1,1,4.813
28,2016,5020,0,0,0,59,43,75,28,28,28,0,1,0,65,11,2,0,0,2,1,1,5.759
28,2017,5020,0,0,-1,68,49,87,28,28,28,0,1,0,63,11,2,0,0,2,1,1,6.549
28,2018,5020,0,0,0,75,70,80,31,28,34,0,1,0,46,11,2,0,0,2,1,1,6.054
28,2019,5020,0,0,0,78,75,81,35,34,36,0,1,0,66,11,2,0,0,2,1,1,7.258
28,2020,5020,0,0,0,76,72,80,41,47,36,0,1,0,60,11,3,0,0,2,1,1,10.673
28,2021,5020,0,0,0,68,64,72,42,51,34,0,1,0,68,11,3,0,0,2,1,1,9.56
28,2022,5020,0,0,0,57,47,66,48,49,48,0,1,0,65,11,2,0,0,2,1,1,7.453
28,2023,5020,0,0,0,51,43,58,50,49,51,0,1,0,74,11,3,0,0,2,1,1,7.586
29,2014,2010,0,0,0,26,23,29,8,1,15,1,0,0,58,10,0,0,0,2,1,1,
29,2015,2010,0,0,0,35,24,46,11,1,21,1,0,0,79,10,0,0,0,2,1,1,-3.216
29,2016,2010,0,0,0,34,23,46,12,1,23,1,0,0,83,10,0,0,0,2,1,1,-2.988
29,2017,2010,0,0,0,35,24,46,13,1,26,1,0,0,79,10,0,0,0,2,1,1,-3.013
29,2018,2010,0,0,0,37,25,48,25,19,31,1,0,0,75,10,0,0,0,2,1,1,-3.154
29,2019,2010,0,0,0,44,37,52,29,23,35,1,0,0,65,10,0,0,0,2,1,1,-2.879
29,2020,2010,0,0,0,68,68,69,36,33,38,1,0,0,71,10,0,0,0,2,1,1,-2.769
29,2021,2010,0,0,0,70,67,73,41,33,48,1,0,0,77,10,0,0,0,2,1,1,-2.862
29,2022,2010,0,0,0,64,60,69,45,41,48,1,0,0,67,10,0,0,0,2,1,1,-2.683
29,2023,2010,1,1,0,0,0,0,50,52,48,1,0,0,0,10,0,0,0,2,1,1,-2.8
30,2014,4040,0,0,0,28,15,42,14,0,27,1,0,0,19,10,4,0,3,2,1,1,
30,2015,4040,0,0,0,32,18,45,17,0,35,1,0,0,48,10,0,0,0,2,1,1,-10.986
30,2016,4040,0,0,0,41,21,60,19,1,37,1,0,0,49,10,0,0,0,2,1,1,-14.053
30,2017,4040,0,0,0,41,21,61,19,1,37,1,0,0,33,10,0,0,0,2,1,1,-12.563
30,2018,4040,0,0,0,38,20,56,27,16,37,1,0,0,42,10,0,0,0,2,1,1,-10.414
30,2019,4040,0,0,0,45,22,67,25,16,35,1,0,0,40,10,0,0,0,2,1,1,-8.083
30,2020,4040,0,0,0,38,28,49,25,24,25,1,0,0,48,10,7,0,0,2,1,1,20.713
