no,year,icbcode,gap,gap_e,gap_s,es,e,s,esdis,edis,sdis,family,gov,instit,g,size,lev,roa,mtb,country,capitalism,legal,kz
210,2014,3510,0,0,0,33,39,26,3,0,5,0,0,1,14,9,1,0,0,3,1,1,
210,2015,3510,0,0,0,20,18,23,8,0,16,0,0,1,1,9,1,0,0,3,1,1,1.406
210,2016,3510,0,0,0,33,42,23,8,0,16,0,0,1,1,9,1,0,0,3,1,1,1.505
210,2017,3510,0,0,0,36,48,23,18,19,16,0,0,1,4,9,1,0,0,3,1,1,1.056
210,2018,3510,0,0,0,45,50,39,21,22,19,0,0,1,5,9,1,0,0,3,1,1,1.053
210,2019,3510,0,0,0,39,41,37,21,19,23,0,0,1,7,9,1,0,0,3,1,1,1.06
210,2020,3510,0,0,0,44,49,40,27,31,24,0,0,1,7,9,1,0,0,3,1,1,1.005
210,2021,3510,0,0,0,0,0,0,29,34,25,0,0,1,0,9,1,0,0,3,1,1,1.169
210,2022,3510,0,0,0,0,0,0,29,33,25,0,0,1,0,9,1,0,0,3,1,1,0.94
210,2023,3510,0,0,0,0,0,0,28,29,26,0,0,1,0,9,1,0,0,3,1,1,1.002
211,2014,3510,0,0,0,23,20,26,8,11,5,0,0,1,44,9,2,0,0,3,1,1,
211,2015,3510,0,0,0,25,23,26,9,11,7,0,0,1,42,9,2,0,0,3,1,1,7.218
211,2016,3510,0,0,0,28,26,30,14,16,12,0,0,1,41,9,2,0,0,3,1,1,6.942
211,2017,3510,0,0,0,53,61,44,14,16,12,0,0,1,32,9,2,0,0,3,1,1,7.164
211,2018,3510,0,-1,0,71,86,55,22,31,13,0,0,1,42,9,2,0,0,3,1,1,7.525
211,2019,3510,0,-1,0,69,85,54,24,31,18,0,0,1,36,9,2,0,0,3,1,1,7.473
211,2020,3510,0,0,0,69,85,54,33,52,15,0,0,1,32,9,3,0,0,3,1,1,7.622
211,2021,3510,0,0,0,66,80,51,42,55,29,0,0,1,28,9,2,0,0,3,1,1,6.861
211,2022,3510,0,0,0,64,81,48,40,55,25,0,0,1,17,9,2,0,0,3,1,1,6.589
211,2023,3510,,0,0,0,0,0,,,,0,0,1,0,9,2,0,0,3,1,1,6.469
212,2014,5020,0,0,0,19,10,29,24,36,13,0,0,1,48,9,2,0,0,3,1,1,
212,2015,5020,0,0,0,17,8,27,31,43,19,0,0,1,46,9,2,0,0,3,1,1,4.988
212,2016,5020,0,0,0,19,15,23,31,43,19,0,0,1,36,9,2,0,0,3,1,1,4.909
212,2017,5020,0,0,0,16,11,22,30,43,18,0,0,1,34,9,1,0,0,3,1,1,4.596
212,2018,5020,0,0,0,20,14,26,31,43,19,0,0,1,32,9,1,0,0,3,1,1,4.141
212,2019,5020,0,0,0,54,49,60,31,43,19,0,0,1,70,9,1,0,0,3,1,1,4.237
212,2020,5020,0,0,0,59,55,62,42,56,27,0,0,1,66,9,2,0,0,3,1,1,4.54
212,2021,5020,0,0,0,57,54,61,45,61,29,0,0,1,55,9,2,0,0,3,1,1,5.062
212,2022,5020,0,0,0,55,51,58,42,63,20,0,0,1,43,9,2,0,0,3,1,1,5.19
212,2023,5020,0,0,0,0,0,0,37,50,25,0,0,1,0,9,2,0,0,3,1,1,5.254
213,2014,5020,0,0,0,28,43,14,19,26,11,0,0,1,70,10,1,0,0,3,1,1,
213,2015,5020,0,0,0,27,38,15,18,29,7,0,0,1,50,10,1,0,0,3,1,1,3.053
213,2016,5020,0,0,0,26,37,14,18,29,7,0,0,1,50,10,1,0,0,3,1,1,2.329
213,2017,5020,0,0,0,23,34,12,19,30,8,0,0,1,43,10,1,0,0,3,1,1,3.23
213,2018,5020,0,0,0,21,32,10,19,30,8,0,0,1,43,10,2,0,0,3,1,1,4.173
213,2019,5020,0,0,0,27,37,17,19,30,8,0,0,1,39,10,1,0,0,3,1,1,3.743
213,2020,5020,0,0,0,36,44,27,19,30,9,0,0,1,32,10,1,0,0,3,1,1,3.456
213,2021,5020,0,0,0,41,50,32,19,30,9,0,0,1,30,10,1,0,0,3,1,1,4.013
213,2022,5020,0,0,0,38,46,31,20,30,10,0,0,1,16,10,1,0,0,3,1,1,4.118
213,2023,5020,0,0,0,45,54,36,21,31,10,0,0,1,16,10,1,0,0,3,1,1,3.664
214,2014,3510,0,0,0,13,5,21,1,0,3,0,0,1,26,9,1,0,0,3,1,1,
214,2015,3510,0,0,0,18,4,31,9,16,3,0,0,1,31,9,1,0,0,3,1,1,1.486
214,2016,3510,0,0,0,36,39,33,9,16,3,0,0,1,29,9,1,0,0,3,1,1,1.378
214,2017,3510,0,0,0,32,32,33,9,16,3,0,0,1,30,9,1,0,0,3,1,1,1.436
214,2018,3510,0,0,0,37,38,36,20,34,6,0,0,1,27,9,1,0,0,3,1,1,1.218
214,2019,3510,0,0,0,53,70,36,19,31,6,0,0,1,26,9,1,0,0,3,1,1,1.195
214,2020,3510,0,0,0,60,71,48,27,42,12,0,0,1,29,9,1,0,0,3,1,1,1.282
214,2021,3510,0,0,0,61,72,50,33,48,17,0,0,1,28,9,1,0,0,3,1,1,1.202
214,2022,3510,0,1,0,0,0,0,36,55,17,0,0,1,0,9,1,0,0,3,1,1,1.219
214,2023,3510,0,1,0,0,0,0,36,55,17,0,0,1,0,9,1,0,0,3,1,1,1.258
215,2014,3510,0,0,0,16,7,25,2,2,3,0,0,1,10,9,1,0,0,3,1,1,
215,2015,3510,0,0,0,24,22,26,3,3,3,0,0,1,20,9,1,0,0,3,1,1,1.958
215,2016,3510,0,0,0,13,21,5,11,20,3,0,0,1,22,9,1,0,0,3,1,1,1.777
215,2017,3510,0,0,0,22,40,5,12,20,4,0,0,1,23,9,1,0,0,3,1,1,1.661
215,2018,3510,0,0,0,32,42,22,13,20,5,0,0,1,16,9,1,0,0,3,1,1,1.723
215,2019,3510,0,0,0,39,45,32,14,20,8,0,0,1,15,9,1,0,0,3,1,1,1.762
215,2020,3510,0,0,0,41,55,26,13,15,11,0,0,1,14,9,1,0,0,3,1,1,1.827
215,2021,3510,0,0,0,41,57,25,15,17,14,0,0,1,13,9,1,0,0,3,1,1,1.506
215,2022,3510,0,0,0,0,0,0,16,17,15,0,0,1,0,9,1,0,0,3,1,1,1.637
215,2023,3510,0,0,0,0,0,0,16,17,16,0,0,1,0,9,1,0,0,3,1,1,1.658
216,2014,5520,0,0,0,43,43,43,13,15,10,0,0,1,72,9,1,0,0,3,1,1,
216,2015,5520,0,0,0,2,3,1,14,15,12,0,0,1,66,9,1,0,0,3,1,1,1.215
216,2016,5520,0,0,0,49,54,43,15,17,12,0,0,1,49,9,0,0,0,3,1,1,0.903
216,2017,5520,0,0,0,51,40,61,15,17,12,0,0,1,48,9,0,0,0,3,1,1,0.255
216,2018,5520,0,0,0,53,48,58,23,33,14,0,0,1,48,9,0,0,0,3,1,1,-0.101
216,2019,5520,0,0,0,55,58,52,23,31,14,0,0,1,32,9,0,0,0,3,1,1,-0.395
216,2020,5520,0,0,0,67,74,60,35,47,23,0,0,1,27,9,0,0,0,3,1,1,-0.473
216,2021,5520,0,0,0,62,66,57,30,37,23,0,0,1,35,9,0,0,0,3,1,1,-0.397
216,2022,5520,0,0,0,60,66,54,29,36,23,0,0,1,34,9,0,0,0,3,1,1,-0.368
216,2023,5520,0,0,0,59,65,52,31,36,26,0,0,1,34,9,0,0,0,3,1,1,-0.039
217,2014,4520,-1,-1,0,81,92,69,22,18,25,0,0,1,88,10,1,0,0,3,1,1,
217,2015,4520,-1,-1,0,79,92,67,22,18,26,0,0,1,88,10,1,0,0,3,1,1,4.467
217,2016,4520,-1,-1,0,79,92,66,24,18,29,0,0,1,87,10,1,0,0,3,1,1,5.684
217,2017,4520,-1,-1,0,82,93,70,24,18,29,0,0,1,86,10,1,0,0,3,1,1,5.965
217,2018,4520,-1,-1,0,79,91,66,25,21,29,0,0,1,86,10,1,0,0,3,1,1,6.044
217,2019,4520,-1,-1,0,81,89,72,27,28,26,0,0,1,94,10,1,0,0,3,1,1,7.014
217,2020,4520,-1,-1,0,74,80,69,23,21,24,0,0,1,90,10,3,0,0,3,1,1,8.556
217,2021,4520,0,0,0,72,78,67,31,35,27,0,0,1,88,10,3,0,0,3,1,1,9.854
217,2022,4520,0,0,0,72,77,67,33,37,29,0,0,1,83,10,3,0,0,3,1,1,10.49
217,2023,4520,0,0,0,69,71,67,28,35,22,0,0,1,78,10,4,0,0,3,1,1,10.715
218,2015,5020,0,0,0,7,5,9,5,1,9,0,0,1,14,8,1,0,0,3,1,1,1.286
218,2016,5020,0,0,0,8,5,10,5,1,9,0,0,1,18,8,1,0,0,3,1,1,1.073
218,2017,5020,0,0,0,4,4,4,5,1,9,0,0,1,5,8,0,0,0,3,1,1,0.572
218,2018,5020,0,0,0,3,4,3,5,1,9,0,0,1,4,8,0,0,0,3,1,1,0.597
218,2019,5020,0,0,0,4,4,4,5,1,10,0,0,1,4,9,1,0,0,3,1,1,2.882
218,2020,5020,0,0,0,4,4,4,6,1,11,0,0,1,3,9,1,0,0,3,1,1,4.195
218,2021,5020,0,0,0,3,3,3,6,1,11,0,0,1,4,9,1,0,0,3,1,1,4.308
218,2022,5020,0,0,0,3,3,3,23,34,13,0,0,1,19,9,2,0,0,3,1,1,5.096
218,2023,5020,0,1,0,7,7,7,40,62,18,0,0,1,46,9,2,0,0,3,1,1,4.847
219,2019,2010,0,0,0,47,59,35,35,57,13,0,0,1,75,8,0,0,0,3,1,1,-1.322
219,2020,2010,0,0,0,42,46,39,39,61,17,0,0,1,76,8,0,0,0,3,1,1,-1.681
219,2021,2010,0,0,0,56,54,58,44,67,22,0,0,1,56,8,0,0,0,3,1,1,-1.928
219,2022,2010,0,0,0,57,56,59,48,72,23,0,0,1,70,8,0,0,0,3,1,1,-1.776
219,2023,2010,0,1,0,0,0,0,46,67,25,0,0,1,0,8,0,0,0,3,1,1,-1.758
220,2014,5020,0,0,0,18,16,20,22,32,11,0,0,1,20,8,0,0,0,3,1,1,
220,2015,5020,0,0,0,21,19,22,28,45,12,0,0,1,31,9,0,0,0,3,1,1,0.414
220,2016,5020,0,0,0,25,27,23,28,45,12,0,0,1,42,8,0,0,0,3,1,1,0.942
220,2017,5020,0,0,0,24,27,22,29,46,12,0,0,1,24,8,0,0,0,3,1,1,0.946
220,2018,5020,0,0,0,25,29,22,29,46,12,0,0,1,31,8,0,0,0,3,1,1,0.601
220,2019,5020,0,0,0,21,28,14,29,46,13,0,0,1,28,8,0,0,0,3,1,1,0.48
220,2020,5020,0,0,0,28,33,24,29,46,13,0,0,1,31,8,0,0,0,3,1,1,0.266
220,2021,5020,0,0,0,38,42,35,38,52,24,0,0,1,31,8,0,0,0,3,1,1,0.442
220,2022,5020,0,0,0,53,46,60,47,69,26,0,0,1,29,9,0,0,0,3,1,1,0.319
220,2023,5020,0,0,0,51,45,57,48,70,27,0,0,1,30,9,0,0,0,3,1,1,-0.082
221,2014,6010,0,0,0,67,74,59,25,37,13,0,0,1,81,10,1,0,0,3,1,1,
221,2015,6010,0,0,0,68,74,63,35,46,25,0,0,1,75,10,1,0,0,3,1,1,4.167
221,2016,6010,0,0,0,51,42,59,35,46,25,0,0,1,57,10,1,0,0,3,1,1,5.302
221,2017,6010,0,0,0,57,46,69,50,60,41,0,0,1,61,10,1,0,0,3,1,1,4.158
221,2018,6010,0,0,0,59,56,63,52,64,41,0,0,1,57,10,1,0,0,3,1,1,2.41
221,2019,6010,0,0,0,57,52,63,53,64,43,0,0,1,49,10,1,0,0,3,1,1,2.181
221,2020,6010,0,0,0,66,72,59,61,76,46,0,0,1,48,10,1,0,0,3,1,1,3.345
221,2021,6010,0,0,0,62,69,55,67,76,58,0,0,1,72,10,1,0,0,3,1,1,2.956
221,2022,6010,0,0,0,60,69,51,69,78,59,0,0,1,77,10,1,0,0,3,1,1,3.108
221,2023,6010,0,0,0,66,71,61,63,67,60,0,0,1,81,10,1,0,0,3,1,1,3.496
222,2014,5020,0,0,0,50,64,35,17,26,8,0,0,1,20,9,0,0,0,3,1,1,
222,2015,5020,0,0,0,51,65,37,19,26,12,0,0,1,21,9,0,0,0,3,1,1,0.531
222,2016,5020,0,0,0,47,61,32,19,26,12,0,0,1,13,9,0,0,0,3,1,1,0.512
222,2017,5020,0,0,0,44,58,29,19,26,12,0,0,1,10,9,0,0,0,3,1,1,0.372
222,2018,5020,0,0,0,40,55,25,19,26,12,0,0,1,11,9,0,0,0,3,1,1,0.374
222,2019,5020,0,0,0,42,55,30,19,26,12,0,0,1,12,9,0,0,0,3,1,1,0.536
222,2020,5020,0,0,0,40,51,29,20,28,12,0,0,1,20,9,0,0,0,3,1,1,0.487
222,2021,5020,0,0,0,40,43,37,24,35,12,0,0,1,18,9,0,0,0,3,1,1,0.402
222,2022,5020,0,0,0,47,49,46,24,35,12,0,0,1,27,9,0,0,0,3,1,1,0.33
222,2023,5020,0,0,0,46,46,46,31,35,27,0,0,1,26,9,0,0,0,3,1,1,0.275
223,2014,4520,0,0,0,66,68,64,31,40,21,0,0,1,81,9,0,0,0,3,1,1,
223,2015,4520,0,0,0,67,70,63,35,42,28,0,0,1,81,9,0,0,0,3,1,1,-0.874
223,2016,4520,0,0,0,71,68,75,35,42,28,0,0,1,78,9,0,0,0,3,1,1,-1.265
223,2017,4520,0,0,0,69,66,72,48,57,39,0,0,1,78,9,0,0,0,3,1,1,-1.57
223,2018,4520,0,0,0,66,64,69,46,57,35,0,0,1,78,9,0,0,0,3,1,1,-1.492
223,2019,4520,0,0,0,68,68,68,50,57,43,0,0,1,88,9,0,0,0,3,1,1,-1.033
223,2020,4520,0,0,0,72,72,71,59,67,51,0,0,1,89,9,0,0,0,3,1,1,-1.077
223,2021,4520,0,0,0,73,72,75,63,67,59,0,0,1,85,9,0,0,0,3,1,1,-1.16
223,2022,4520,0,0,0,75,72,79,68,76,61,0,0,1,82,9,0,0,0,3,1,1,-1.069
223,2023,4520,,0,0,0,0,0,,,,0,0,1,0,9,0,0,0,3,1,1,-1.13
224,2020,,0,0,0,4,3,6,4,0,7,,,,69,8,0,0,0,3,1,1,-6.652
224,2021,,0,0,0,4,2,6,6,0,11,,,,66,8,0,0,0,3,1,1,-5.706
224,2022,,0,0,0,15,6,23,13,16,11,,,,59,8,0,0,0,3,1,1,-5.138
224,2023,,0,0,0,0,0,0,11,11,12,,,,0,8,0,0,0,3,1,1,-5.2
225,2014,4510,0,0,0,53,66,40,34,51,17,0,0,1,80,9,1,0,0,3,1,1,
225,2015,4510,0,0,0,54,61,46,35,53,17,0,0,1,86,9,1,0,0,3,1,1,3.324
225,2016,4510,0,0,0,63,74,52,35,53,18,0,0,1,91,9,1,0,0,3,1,1,2.601
225,2017,4510,0,0,0,69,75,62,43,53,33,0,0,1,86,9,0,0,0,3,1,1,0.764
225,2018,4510,0,0,0,68,77,58,43,53,33,0,0,1,84,9,0,0,0,3,1,1,0.468
225,2019,4510,0,0,0,70,82,58,44,54,33,0,0,1,77,9,1,0,0,3,1,1,0.74
225,2020,4510,0,0,0,73,84,62,57,74,40,0,0,1,77,9,1,0,0,3,1,1,1.289
225,2021,4510,0,0,0,69,77,62,58,73,42,0,0,1,82,9,1,0,0,3,1,1,0.843
225,2022,4510,0,0,0,75,77,73,60,77,42,0,0,1,85,9,1,0,0,3,1,1,0.676
225,2023,4510,,0,0,0,0,0,,,,0,0,1,0,9,1,0,0,3,1,1,0.738
226,2020,,0,0,0,19,20,17,5,0,10,,,,35,8,1,0,0,3,1,1,1.287
226,2021,,0,0,0,17,18,17,5,1,10,,,,42,8,0,0,0,3,1,1,-0.146
226,2022,,0,0,0,15,16,15,5,1,10,,,,62,8,0,0,0,3,1,1,-0.703
226,2023,,0,0,0,0,0,0,8,2,13,,,,0,8,0,0,0,3,1,1,-0.868
227,2014,5010,0,0,0,49,58,40,22,32,13,0,0,1,46,9,1,0,0,3,1,1,
227,2015,5010,0,0,0,57,64,50,15,18,12,0,0,1,39,9,1,0,0,3,1,1,2.807
227,2016,5010,0,0,0,47,63,31,14,16,12,0,0,1,39,9,1,0,0,3,1,1,2.488
227,2017,5010,0,0,0,45,60,29,14,16,12,0,0,1,37,9,1,0,0,3,1,1,1.64
227,2018,5010,0,0,0,47,64,29,16,16,15,0,0,1,23,9,1,0,0,3,1,1,1.016
227,2019,5010,0,0,0,50,64,36,16,16,16,0,0,1,39,9,0,0,0,3,1,1,0.689
227,2020,5010,0,0,0,57,67,47,18,18,18,0,0,1,41,9,0,0,0,3,1,1,0.662
227,2021,5010,0,0,0,57,66,47,19,19,19,0,0,1,54,9,0,0,0,3,1,1,0.632
227,2022,5010,-1,-1,-1,72,74,71,21,22,19,0,0,1,55,9,0,0,0,3,1,1,0.674
227,2023,5010,-1,-1,-1,74,77,70,21,23,19,0,0,1,77,9,1,0,0,3,1,1,1.062
228,2014,6510,0,0,0,54,73,34,28,46,10,0,0,1,30,10,4,0,0,3,1,1,
228,2015,6510,0,0,0,58,83,33,28,47,10,0,0,1,44,10,4,0,0,3,1,1,13.025
228,2016,6510,0,0,0,58,81,35,28,47,10,0,0,1,42,10,3,0,0,3,1,1,10.476
228,2017,6510,0,0,0,54,72,36,28,47,10,0,0,1,32,10,3,0,0,3,1,1,9.085
228,2018,6510,0,0,0,59,74,43,35,60,10,0,0,1,32,10,3,0,0,3,1,1,7.774
228,2019,6510,0,0,0,58,77,38,35,60,10,0,0,1,27,10,3,0,0,3,1,1,7.717
228,2020,6510,0,0,0,60,79,41,32,48,17,0,0,1,42,10,3,0,0,3,1,1,7.723
228,2021,6510,0,0,0,61,81,41,42,67,17,0,0,1,37,10,3,0,0,3,1,1,8.031
228,2022,6510,0,0,0,60,73,48,42,67,17,0,0,1,54,10,3,0,0,3,1,1,8.87
228,2023,6510,0,0,0,62,77,48,42,66,19,0,0,1,68,10,3,0,0,3,1,1,8.435
229,2015,5020,0,0,0,3,3,3,11,3,18,0,0,1,12,9,2,0,0,3,1,1,4.958
229,2016,5020,0,0,0,8,14,2,11,3,18,0,0,1,9,9,2,0,0,3,1,1,5.188
229,2017,5020,0,0,0,7,10,4,7,3,12,0,0,1,7,9,2,0,0,3,1,1,4.718
229,2018,5020,0,0,0,35,42,29,7,3,12,0,0,1,15,9,1,0,0,3,1,1,4.268
229,2019,5020,0,0,0,38,40,36,9,6,12,0,0,1,19,9,1,0,0,3,1,1,4.195
229,2020,5020,0,0,0,42,43,40,11,11,12,0,0,1,13,9,1,0,0,3,1,1,3.949
229,2021,5020,0,0,0,41,43,38,12,12,12,0,0,1,13,9,1,0,0,3,1,1,4.397
229,2022,5020,0,0,0,38,46,30,12,12,12,0,0,1,6,9,1,0,0,3,1,1,4.164
229,2023,5020,0,0,0,0,0,0,21,28,14,0,0,1,0,9,1,0,0,3,1,1,3.914
230,2014,4510,0,0,0,9,5,13,18,24,12,1,0,0,49,9,0,0,0,3,1,1,
230,2015,4510,0,0,0,16,8,23,17,24,11,1,0,0,54,9,0,0,0,3,1,1,-0.15
230,2016,4510,0,0,0,16,8,23,30,42,17,1,0,0,56,9,0,0,0,3,1,1,-0.21
230,2017,4510,0,0,0,22,21,22,36,57,16,1,0,0,63,9,0,0,0,3,1,1,0.051
230,2018,4510,0,0,0,51,57,46,38,59,17,1,0,0,73,9,0,0,0,3,1,1,0.122
230,2019,4510,0,0,0,53,57,50,38,59,17,1,0,0,49,9,0,0,0,3,1,1,0.107
230,2020,4510,0,0,0,56,59,53,43,67,20,1,0,0,52,9,0,0,0,3,1,1,0.227
230,2021,4510,0,0,0,52,56,48,49,75,22,1,0,0,37,9,0,0,0,3,1,1,-0.217
230,2022,4510,0,0,0,51,58,43,48,74,22,1,0,0,34,9,0,0,0,3,1,1,-0.583
230,2023,4510,,0,0,0,0,0,,,,1,0,0,0,9,0,0,0,3,1,1,-0.607
231,2017,5020,0,0,0,7,9,5,14,17,11,1,0,0,15,9,0,0,0,3,1,1,-0.707
231,2018,5020,0,0,0,27,20,34,15,17,13,1,0,0,12,9,0,0,0,3,1,1,-1.099
231,2019,5020,0,0,0,25,20,31,15,17,13,1,0,0,12,9,0,0,0,3,1,1,-1.044
231,2020,5020,0,0,0,21,19,24,19,23,15,1,0,0,11,9,0,0,0,3,1,1,-1.06
231,2021,5020,0,0,0,28,35,22,19,23,15,1,0,0,6,9,0,0,0,3,1,1,-1.456
231,2022,5020,0,0,0,37,41,32,19,24,15,1,0,0,23,9,0,0,0,3,1,1,-1.405
231,2023,5020,0,0,0,33,37,29,19,24,15,1,0,0,25,9,0,0,0,3,1,1,-1.442
232,2018,3010,0,0,0,24,36,12,5,0,10,0,0,1,27,10,1,0,0,3,1,1,
232,2019,3010,0,0,0,30,42,19,5,0,10,0,0,1,28,10,2,0,0,3,1,1,
232,2020,3010,0,0,0,44,61,27,18,20,16,0,0,1,26,10,2,0,0,3,1,1,
232,2021,3010,0,0,0,44,66,23,22,26,18,0,0,1,31,10,3,0,0,3,1,1,
232,2022,3010,0,0,0,42,63,21,27,31,22,0,0,1,26,10,5,0,0,3,1,1,
232,2023,3010,0,0,0,41,62,20,27,32,22,0,0,1,25,10,3,0,0,3,1,1,
233,2014,5520,0,0,0,60,77,42,28,47,10,0,0,1,51,9,0,0,0,3,1,1,
233,2015,5520,0,0,0,59,79,39,29,47,12,0,0,1,61,9,0,0,0,3,1,1,0.597
233,2016,5520,0,0,0,57,78,35,29,47,12,0,0,1,51,9,0,0,0,3,1,1,0.674
233,2017,5520,0,0,0,52,71,33,30,47,13,0,0,1,43,9,0,0,0,3,1,1,0.552
233,2018,5520,0,0,0,50,65,36,30,47,13,0,0,1,44,9,0,0,0,3,1,1,0.529
233,2019,5520,0,0,0,48,64,32,30,47,13,0,0,1,27,9,0,0,0,3,1,1,0.635
233,2020,5520,0,0,0,56,68,45,30,47,13,0,0,1,36,9,0,0,0,3,1,1,0.702
233,2021,5520,0,0,0,56,66,46,30,47,13,0,0,1,22,9,0,0,0,3,1,1,0.477
233,2022,5520,0,0,0,56,65,47,31,49,13,0,0,1,46,9,0,0,0,3,1,1,0.564
233,2023,5520,0,0,0,53,65,40,33,48,17,0,0,1,39,9,0,0,0,3,1,1,0.767
234,2014,2010,0,0,0,48,58,37,33,52,15,0,0,1,77,9,0,0,0,3,1,1,
234,2015,2010,0,0,0,41,41,41,35,53,17,0,0,1,77,9,0,0,0,3,1,1,-0.819
234,2016,2010,0,0,0,41,47,35,42,64,20,0,0,1,56,9,0,0,0,3,1,1,-0.855
234,2017,2010,0,0,0,43,46,40,42,64,20,0,0,1,57,9,0,0,0,3,1,1,-0.902
234,2018,2010,0,0,0,48,45,52,43,66,20,0,0,1,57,9,0,0,0,3,1,1,-1.037
234,2019,2010,0,0,0,63,61,64,43,66,20,0,0,1,69,9,0,0,0,3,1,1,-1.137
234,2020,2010,0,0,-1,76,70,81,44,68,20,0,0,1,68,9,0,0,0,3,1,1,-1.704
234,2021,2010,0,0,-1,76,73,79,49,70,29,0,0,1,79,9,0,0,0,3,1,1,-1.843
234,2022,2010,0,0,-1,78,76,79,50,71,29,0,0,1,47,9,0,0,0,3,1,1,-1.613
234,2023,2010,0,1,0,0,0,0,50,71,29,0,0,1,0,9,0,0,0,3,1,1,-1.927
235,2018,5020,0,0,0,7,11,3,8,3,13,0,0,1,9,9,2,0,0,3,1,1,5.119
235,2020,5020,0,0,0,13,20,7,19,23,15,,,,13,9,2,0,0,3,1,1,4.991
235,2021,5020,0,0,0,24,25,23,26,37,16,,,,55,9,2,0,0,3,1,1,6.356
235,2022,5020,0,0,0,33,45,20,20,25,16,,,,55,9,2,0,0,3,1,1,5.769
235,2023,5020,0,0,0,30,40,21,23,30,16,,,,27,9,2,0,0,3,1,1,5.404
236,2014,5020,0,0,0,51,41,62,30,44,15,0,0,1,22,9,0,0,0,3,1,1,
236,2015,5020,0,0,0,59,47,70,31,41,21,0,0,1,73,9,0,0,0,3,1,1,0.447
236,2016,5020,0,0,-1,73,72,74,39,58,21,0,0,1,46,9,0,0,0,3,1,1,0.361
236,2017,5020,0,0,-1,74,71,76,41,58,24,0,0,1,42,9,0,0,0,3,1,1,0.285
236,2018,5020,0,0,-1,79,75,83,45,62,28,0,0,1,39,9,0,0,0,3,1,1,0.428
236,2019,5020,0,0,-1,76,74,78,45,63,27,0,0,1,48,9,0,0,0,3,1,1,0.549
236,2020,5020,0,0,0,79,74,83,48,62,33,0,0,1,44,9,1,0,0,3,1,1,0.668
236,2021,5020,0,0,0,81,75,86,52,65,38,0,0,1,48,9,1,0,0,3,1,1,0.732
236,2022,5020,0,0,0,81,74,88,53,68,38,0,0,1,35,9,0,0,0,3,1,1,0.376
236,2023,5020,0,0,-1,83,78,87,54,73,34,0,0,1,42,9,0,0,0,3,1,1,0.077
237,2014,5010,0,0,0,24,35,13,4,0,9,0,0,1,24,9,0,0,0,3,1,1,
237,2015,5010,0,0,0,28,39,17,5,0,10,0,0,1,21,9,0,0,0,3,1,1,-0.332
237,2016,5010,0,0,0,29,43,16,5,0,10,0,0,1,15,9,0,0,0,3,1,1,-0.382
237,2017,5010,0,0,0,29,44,14,7,0,14,0,0,1,11,9,0,0,0,3,1,1,-0.449
237,2018,5010,0,0,0,28,43,13,8,1,14,0,0,1,12,9,0,0,0,3,1,1,-0.462
237,2019,5010,0,0,0,27,41,14,15,15,14,0,0,1,15,9,0,0,0,3,1,1,-0.43
237,2020,5010,0,0,0,27,41,14,8,2,15,0,0,1,9,9,0,0,0,3,1,1,-0.465
237,2021,5010,0,0,0,28,44,12,9,3,15,0,0,1,16,9,0,0,0,3,1,1,-0.465
237,2022,5010,0,-1,0,37,56,19,8,2,15,0,0,1,37,9,0,0,0,3,1,1,-0.454
237,2023,5010,0,0,0,35,54,17,19,21,16,0,0,1,36,9,0,0,0,3,1,1,-0.483
238,2014,5020,0,0,0,11,9,14,15,18,12,0,0,1,2,9,4,0,0,3,1,1,
238,2015,5020,0,0,0,15,13,17,14,20,9,0,0,1,11,9,4,0,0,3,1,1,11.418
238,2016,5020,0,0,0,13,12,14,18,20,16,0,0,1,0,9,3,0,0,3,1,1,10.736
238,2020,5020,0,0,0,14,15,13,17,20,14,,,,7,9,3,0,0,3,1,1,8.813
238,2021,5020,0,0,0,24,29,19,23,29,16,,,,16,9,4,0,0,3,1,1,11.672
238,2022,5020,0,0,0,23,28,18,31,44,18,,,,18,9,3,0,0,3,1,1,8.952
238,2023,5020,0,0,0,0,0,0,32,44,21,,,,0,9,3,0,0,3,1,1,9.3
239,2014,4510,0,0,0,15,24,5,21,28,14,0,0,1,59,9,0,0,0,3,1,1,
239,2015,4510,0,0,0,20,26,14,19,28,10,0,0,1,60,9,0,0,0,3,1,1,-0.195
239,2016,4510,0,0,0,21,23,19,19,28,10,0,0,1,67,9,0,0,0,3,1,1,-0.194
239,2017,4510,0,0,0,45,37,53,15,19,10,0,0,1,78,9,0,0,0,3,1,1,-0.874
239,2018,4510,0,0,0,53,59,48,20,27,14,0,0,1,86,9,0,0,0,3,1,1,-0.031
239,2019,4510,0,0,0,61,63,59,31,43,19,0,0,1,87,9,0,0,0,3,1,1,0.901
239,2020,4510,0,0,0,64,63,66,58,64,52,0,0,1,86,9,1,0,0,3,1,1,1.292
239,2021,4510,0,0,0,65,60,70,60,63,57,0,0,1,83,9,0,0,0,3,1,1,0.796
239,2022,4510,0,0,0,62,51,73,62,66,57,0,0,1,84,9,0,0,0,3,1,1,0.587
239,2023,4510,,0,0,0,0,0,,,,0,0,1,0,9,0,0,0,3,1,1,0.536
240,2014,5020,0,0,0,49,40,58,16,17,15,0,0,1,37,9,2,0,0,3,1,1,
240,2015,5020,0,0,0,56,49,62,16,17,16,0,0,1,48,9,1,0,0,3,1,1,3.28
240,2016,5020,0,0,-1,61,52,69,20,24,16,0,0,1,56,9,1,0,0,3,1,1,4.131
