no,year,icbcode,gap,gap_e,gap_s,es,e,s,esdis,edis,sdis,family,gov,instit,g,size,lev,roa,mtb,country,capitalism,legal,kz,boardSize,CSRcmte,CEOdual,freeFloatShareholding,insiderShareholding,country_name,industry_name,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,industry_1010,industry_1510,industry_2010,industry_3010,industry_3020,industry_3030,industry_3510,industry_4010,industry_4020,industry_4030,industry_4040,industry_4050,industry_4510,industry_4520,industry_5010,industry_5020,industry_5510,industry_5520,industry_6010,industry_6510,g_family,g_gov,propensity_score,_weight
565.0,2019,6510,-0.13,0.05,-0.3,52.9,48.19,57.61,40.3,53.12594382,27.47883918,0.0,1.0,0.0,48.84,7.88,0.2141,0.0706,0.0231,1.0,0.0,0.0,-1.54164,13.0,1.0,0.0,0.44,0.004247859,Hong Kong,Utilities,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.84,0.16192708950533818,1
565.0,2020,6510,-0.11,0.06,-0.29,53.8,49.61,57.98,42.51,55.96496527,29.05078597,0.0,1.0,0.0,38.14,7.95,0.2652,0.0571,0.0229,1.0,0.0,0.0,-1.38632,12.0,1.0,0.0,0.38,0.004247859,Hong Kong,Utilities,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.14,0.14980067604859768,1
565.0,2021,6510,-0.14,0.0,-0.28,54.97,54.44,55.49,40.91,54.5756569,27.23700121,0.0,1.0,0.0,52.73,8.11,0.6442,0.0464,0.0175,1.0,0.0,0.0,0.16477,13.0,1.0,0.0,0.44,0.004247859,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.73,0.16958481391628263,1
565.0,2022,6510,-0.11,-0.01,-0.2,50.67,53.87,47.46,40.05,52.85412262,27.23700121,0.0,1.0,0.0,40.59,8.12,0.9549,0.0415,0.0151,1.0,0.0,0.0,1.74547,12.0,1.0,0.0,0.44,0.004247859,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.59,0.1744931319097414,1
565.0,2023,6510,-0.18,-0.11,-0.26,60.18,68.65,51.7,41.69,57.95832075,25.42321644,0.0,1.0,0.0,43.7,8.14,1.0295,0.0287,0.0122,1.0,0.0,0.0,1.86004,12.0,1.0,0.0,0.44,0.004247859,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.7,0.17858137281131625,1
568.0,2019,5020,0.08,0.22,-0.06,36.36,36.18,36.54,44.52,58.44155844,30.59250302,0.0,1.0,0.0,63.69,7.61,1.7362,0.049,0.009,1.0,0.0,0.0,4.23613,6.0,1.0,0.0,0.47,0.000573597,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.69,0.2356708973423173,1
568.0,2020,5020,0.04,0.14,-0.07,41.67,44.56,38.78,45.3,58.44155844,32.16444982,0.0,1.0,0.0,46.49,7.64,1.7008,0.0147,0.0067,1.0,0.0,0.0,4.90681,7.0,1.0,0.0,0.49,0.000573597,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.49,0.233584884422133,1
568.0,2021,5020,0.07,0.2,-0.05,39.08,38.94,39.22,46.38,58.77378436,33.97823458,0.0,1.0,0.0,59.04,7.64,1.4517,0.0563,0.0057,1.0,0.0,0.0,4.01656,7.0,1.0,0.0,0.48,0.000573597,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.04,0.2341468853291091,1
568.0,2022,5020,0.02,0.19,-0.16,42.59,39.37,45.81,44.29,58.77378436,29.80652963,0.0,1.0,0.0,61.41,7.61,1.5814,0.0228,0.0069,1.0,0.0,0.0,4.03793,7.0,1.0,0.0,0.49,0.000573597,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.41,0.23735856079671783,1
568.0,2023,5020,0.46,0.59,0.34,0.0,0.0,0.0,46.38,58.77378436,33.97823458,0.0,1.0,0.0,0.0,7.6,1.4708,0.0307,0.0057,1.0,0.0,0.0,4.06329,9.0,1.0,0.0,0.56,0.000573597,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20381241505318146,1
569.0,2015,5020,-0.08,-0.09,-0.07,14.67,15.12,14.21,6.65,5.919661734,7.376058041,0.0,1.0,0.0,44.99,8.01,0.6412,0.0525,0.0159,1.0,0.0,0.0,1.46888,15.0,0.0,0.0,0.46,1.03199e-05,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.99,0.15885445619367344,1
569.0,2016,5020,0.07,0.13,0.02,11.11,7.93,14.28,18.49,20.77922078,16.20314389,0.0,1.0,0.0,45.79,8.01,0.7428,0.0614,0.0103,1.0,0.0,0.0,1.67945,15.0,0.0,0.0,0.46,1.03199e-05,Hong Kong,Industrial Goods and Services,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.79,0.1658984216358406,1
569.0,2017,5020,-0.12,-0.12,-0.12,31.26,33.98,28.53,18.91,21.62488674,16.20314389,0.0,1.0,0.0,30.11,8.12,0.3889,0.0582,0.0089,1.0,0.0,0.0,-0.16434,15.0,0.0,0.0,0.45,1.03199e-05,Hong Kong,Industrial Goods and Services,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.11,0.1367594484818483,1
569.0,2018,5020,-0.15,-0.15,-0.15,33.67,36.55,30.79,18.91,21.62488674,16.20314389,0.0,1.0,0.0,33.48,8.15,0.5159,0.0633,0.0075,1.0,0.0,0.0,0.9937,12.0,0.0,0.0,0.38,1.03199e-05,Hong Kong,Industrial Goods and Services,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.48,0.13720533451713873,1
569.0,2019,5020,-0.14,-0.19,-0.08,45.07,59.41,30.73,31.39,40.41075204,22.37001209,0.0,1.0,0.0,41.79,8.17,0.494,0.0671,0.0066,1.0,0.0,0.0,1.00962,12.0,0.0,0.0,0.38,1.03199e-05,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.79,0.14101153023039636,1
569.0,2020,5020,-0.2,-0.2,-0.2,55.93,67.22,44.64,35.59,46.9948656,24.18379686,0.0,1.0,0.0,56.81,8.23,0.5278,0.0393,0.0036,1.0,0.0,0.0,1.36852,11.0,0.0,0.0,0.37,1.03199e-05,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.81,0.1467291766741859,1
569.0,2021,5020,-0.18,-0.17,-0.19,53.62,64.33,42.91,35.59,46.9948656,24.18379686,0.0,1.0,0.0,53.84,8.25,0.4473,0.0533,0.0046,1.0,0.0,0.0,1.02721,10.0,1.0,0.0,0.37,1.03199e-05,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.84,0.16733810310123118,1
569.0,2022,5020,-0.22,-0.24,-0.21,57.27,67.72,46.81,34.94,44.1256418,25.75574365,0.0,1.0,0.0,49.82,8.24,0.4303,0.0486,0.0054,1.0,0.0,0.0,1.0511,12.0,1.0,0.0,0.35,1.03199e-05,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.82,0.17232447142324955,1
569.0,2023,5020,-0.46,-0.4,-0.53,87.69,91.22,84.15,41.21,50.92117185,31.49939541,0.0,1.0,0.0,65.16,8.24,0.3819,0.0419,0.0044,1.0,0.0,0.0,0.81575,11.0,1.0,0.0,0.32,1.03199e-05,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.16,0.17637206351410648,1
588.0,2015,6510,-0.24,-0.29,-0.19,27.63,29.35,25.91,3.97,0.755058895,7.194679565,0.0,1.0,0.0,55.67,7.7,1.1272,0.0794,0.0373,1.0,0.0,0.0,2.75861,16.0,0.0,1.0,0.43,0.106211119,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.67,0.07051673144785942,1
588.0,2016,6510,-0.19,-0.22,-0.16,23.36,22.65,24.07,4.29,0.755058895,7.829504232,0.0,1.0,0.0,42.11,7.73,1.251,0.0541,0.0259,1.0,0.0,0.0,2.92038,16.0,0.0,1.0,0.35,0.106211119,Hong Kong,Utilities,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.11,0.0708483786586131,1
588.0,2017,6510,0.06,0.03,0.08,15.2,13.17,17.22,21.0,16.30927212,25.69528416,0.0,1.0,0.0,40.59,7.78,1.1493,0.0827,0.0202,1.0,0.0,0.0,2.65929,16.0,0.0,1.0,0.34,0.106211119,Hong Kong,Utilities,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.59,0.07009290971332702,1
588.0,2018,6510,0.12,0.2,0.05,26.6,29.91,23.28,38.73,49.56206584,27.90205562,0.0,1.0,0.0,35.97,7.91,1.1376,0.0943,0.0421,1.0,0.0,0.0,2.38352,16.0,0.0,1.0,0.32,0.106211119,Hong Kong,Utilities,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.97,0.05709536657508512,1
588.0,2019,6510,0.12,0.32,-0.09,43.98,41.07,46.88,55.53,72.69707037,38.36154776,0.0,1.0,0.0,52.57,8.04,1.073,0.0962,0.0338,1.0,0.0,0.0,2.18729,15.0,1.0,1.0,0.35,0.106211119,Hong Kong,Utilities,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.57,0.0721010397729802,1
588.0,2020,6510,0.1,0.25,-0.06,50.0,51.3,48.69,59.81,76.62337662,42.98669891,0.0,1.0,0.0,48.09,8.05,1.008,0.0929,0.0254,1.0,0.0,0.0,2.13401,13.0,1.0,1.0,0.48,0.106211119,Hong Kong,Utilities,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.09,0.06995674305305392,1
588.0,2021,6510,0.07,0.2,-0.06,52.68,56.17,49.18,59.81,76.62337662,42.98669891,0.0,1.0,0.0,37.06,8.15,0.9763,0.0922,0.0273,1.0,0.0,0.0,2.0028,12.0,1.0,1.0,0.51,0.106211119,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.06,0.06154502685841343,1
588.0,2022,6510,-0.01,0.13,-0.14,60.38,63.94,56.82,59.81,76.62337662,42.98669891,0.0,1.0,0.0,34.52,8.21,0.9075,0.0582,0.0089,1.0,0.0,0.0,1.82397,15.0,1.0,1.0,0.48,0.106211119,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.52,0.06943698385953145,1
588.0,2023,6510,-0.06,-0.04,-0.07,70.96,80.86,61.05,65.4,76.62337662,54.17170496,0.0,1.0,0.0,32.94,8.19,1.0602,0.0367,0.0106,1.0,0.0,0.0,2.44371,15.0,1.0,1.0,0.53,0.106211119,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.94,0.07149455479549478,1
603.0,2015,4510,-0.13,-0.14,-0.12,19.68,16.17,23.19,6.68,1.93295077,11.42684401,0.0,1.0,0.0,43.34,7.78,0.5043,0.0546,0.0315,1.0,0.0,0.0,0.76964,15.0,0.0,0.0,0.62,0.004927535,Hong Kong,"Food, Beverage and Tobacco",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.34,0.15389900607915097,1
603.0,2016,4510,-0.09,-0.04,-0.14,31.92,25.35,38.49,22.89,21.08124434,24.69770254,0.0,1.0,0.0,54.44,7.73,0.4163,-0.0088,0.0206,1.0,0.0,0.0,0.6508,12.0,1.0,0.0,0.54,0.004927535,Hong Kong,"Food, Beverage and Tobacco",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.44,0.19199721172906933,1
603.0,2017,4510,-0.22,-0.33,-0.1,49.3,61.2,37.4,27.71,27.84657203,27.56952842,0.0,1.0,0.0,59.06,7.84,0.6186,0.0442,0.0222,1.0,0.0,0.0,1.34641,11.0,1.0,0.0,0.59,0.004927535,Hong Kong,"Food, Beverage and Tobacco",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.06,0.19007390726991324,1
603.0,2018,4510,-0.21,-0.24,-0.18,55.06,66.65,43.46,33.94,42.73633343,25.15114873,0.0,1.0,0.0,56.36,7.87,0.5846,0.0578,0.0379,1.0,0.0,0.0,1.22291,11.0,1.0,0.0,0.69,0.004927535,Hong Kong,"Food, Beverage and Tobacco",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.36,0.17205723235249115,1
603.0,2019,4510,-0.29,-0.23,-0.35,69.38,76.48,62.28,40.48,53.7601933,27.20677146,0.0,1.0,0.0,71.44,7.94,0.8057,0.0646,0.0346,1.0,0.0,0.0,1.88449,10.0,1.0,0.0,0.64,0.004927535,Hong Kong,"Food, Beverage and Tobacco",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.44,0.18240678746037198,1
603.0,2020,4510,-0.28,-0.17,-0.4,70.16,73.29,67.03,41.92,56.62941709,27.20677146,0.0,1.0,0.0,84.5,7.97,0.5744,0.0499,0.0285,1.0,0.0,0.0,1.12139,10.0,1.0,0.0,0.69,0.004927535,Hong Kong,"Food, Beverage and Tobacco",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5,0.18582125050400167,1
603.0,2021,4510,-0.3,-0.28,-0.32,78.54,84.89,72.18,48.22,56.62941709,39.81257557,0.0,1.0,0.0,75.58,8.07,0.7341,0.0642,0.0392,1.0,0.0,0.0,1.48555,10.0,1.0,0.0,0.79,0.004927535,Hong Kong,"Food, Beverage and Tobacco",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.58,0.16888104887041847,1
603.0,2022,4510,-0.29,-0.24,-0.34,80.08,80.93,79.22,51.09,56.62941709,45.55622733,0.0,1.0,0.0,74.71,8.12,0.9753,0.0575,0.0362,1.0,0.0,0.0,2.23262,10.0,1.0,0.0,0.79,0.004927535,Hong Kong,"Food, Beverage and Tobacco",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.71,0.1747716219258355,1
603.0,2023,4510,-0.34,-0.28,-0.39,83.21,81.6,84.82,49.37,53.18634854,45.55622733,0.0,1.0,0.0,68.0,8.1,0.8441,0.0518,0.0267,1.0,0.0,0.0,1.88612,10.0,1.0,0.0,0.79,0.004927535,Hong Kong,"Food, Beverage and Tobacco",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.17626502701853544,1
604.0,2015,5020,-0.5,-0.33,-0.66,83.43,74.0,92.86,33.64,40.53156146,26.75332527,0.0,1.0,0.0,72.96,8.38,0.1851,0.059,0.0132,1.0,0.0,0.0,-0.52104,24.0,1.0,0.0,0.24,0.00100005,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.96,0.20298366193804507,1
604.0,2016,5020,-0.49,-0.3,-0.67,82.45,70.89,94.0,33.88,40.53156146,27.23700121,0.0,1.0,0.0,67.0,8.41,0.3382,0.0442,0.0143,1.0,0.0,0.0,-2.07345,27.0,1.0,0.0,0.25,0.00100005,Hong Kong,Industrial Goods and Services,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,0.19396571819072805,1
604.0,2017,5020,-0.58,-0.52,-0.64,86.43,80.68,92.17,28.34,28.42041679,28.26481258,0.0,1.0,0.0,61.4,8.42,0.3166,0.0691,0.0162,1.0,0.0,0.0,-1.46639,28.0,1.0,0.0,0.25,0.00100005,Hong Kong,Industrial Goods and Services,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.4,0.19795022740754736,1
604.0,2018,5020,-0.46,-0.37,-0.56,78.31,72.54,84.07,32.0,35.72938689,28.26481258,0.0,1.0,0.0,42.3,8.44,0.2813,0.0642,0.0146,1.0,0.0,0.0,0.60284,28.0,1.0,0.0,0.25,0.00100005,Hong Kong,Industrial Goods and Services,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.3,0.20460526740923526,1
604.0,2019,5020,-0.39,-0.33,-0.44,75.36,72.5,78.21,36.48,39.11205074,33.8573156,0.0,1.0,0.0,57.05,8.46,0.2677,0.0467,0.0158,1.0,0.0,0.0,-0.21087,29.0,1.0,0.0,0.25,0.00100005,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.05,0.20809238717766038,1
604.0,2020,5020,-0.39,-0.3,-0.48,77.56,72.85,82.26,38.18,42.49471459,33.8573156,0.0,1.0,0.0,49.95,8.46,0.3439,-0.0117,0.0148,1.0,0.0,0.0,0.07357,31.0,1.0,0.0,0.25,0.00100005,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.95,0.21482166473028574,1
604.0,2021,5020,-0.32,-0.21,-0.43,75.21,74.05,76.36,43.67,53.48837209,33.8573156,0.0,1.0,0.0,39.21,8.46,0.3012,0.0365,0.0152,1.0,0.0,0.0,-0.09504,31.0,1.0,0.0,0.25,0.00100005,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.21,0.20597220469090713,1
604.0,2022,5020,-0.3,-0.2,-0.4,75.35,73.93,76.76,45.24,53.48837209,37.00120919,0.0,1.0,0.0,29.82,8.51,0.3242,0.0357,0.0145,1.0,0.0,0.0,-0.20022,29.0,1.0,0.0,0.25,0.00100005,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.82,0.18770358197301348,1
611.0,2015,6010,0.02,0.01,0.03,3.26,0.0,6.52,5.37,0.755058895,9.975816203,0.0,1.0,0.0,47.38,8.03,0.4868,0.0044,0.0141,1.0,0.0,0.0,0.75183,7.0,0.0,0.0,0.42,0.0,Hong Kong,Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.38,0.12837538975782206,1
611.0,2016,6010,-0.05,-0.06,-0.04,20.37,21.63,19.1,15.79,15.97704621,15.59854897,0.0,1.0,0.0,52.26,8.14,0.9254,0.0067,0.012,1.0,0.0,0.0,2.35307,10.0,0.0,0.0,0.42,0.0,Hong Kong,Energy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.26,0.148437845096236,1
611.0,2017,6010,-0.09,-0.09,-0.09,30.18,35.6,24.75,20.92,26.24584718,15.59854897,0.0,1.0,0.0,49.55,8.22,1.1267,0.0433,0.0119,1.0,0.0,0.0,3.051,9.0,1.0,0.0,0.42,0.0,Hong Kong,Energy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.55,0.17675254478920252,1
611.0,2018,6010,-0.07,-0.04,-0.1,35.09,38.42,31.75,28.4,34.73270915,22.06771463,0.0,1.0,0.0,39.27,8.2,0.916,0.039,0.0114,1.0,0.0,0.0,2.11325,8.0,1.0,0.0,0.42,0.0,Hong Kong,Energy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.27,0.16004258038358496,1
611.0,2019,6010,-0.02,-0.06,0.02,31.56,40.46,22.66,29.7,34.73270915,24.66747279,0.0,1.0,0.0,46.01,8.21,0.7025,0.0437,0.0136,1.0,0.0,0.0,1.40017,9.0,1.0,0.0,0.42,0.0,Hong Kong,Energy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.01,0.15860521433523903,1
