no,year,icbcode,gap,gap_e,gap_s,es,e,s,esdis,edis,sdis,family,gov,instit,g,size,lev,roa,mtb,country,capitalism,legal,kz,boardSize,CSRcmte,CEOdual,freeFloatShareholding,insiderShareholding,country_name,industry_name,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,industry_1010,industry_1510,industry_2010,industry_3010,industry_3020,industry_3030,industry_3510,industry_4010,industry_4020,industry_4030,industry_4040,industry_4050,industry_4510,industry_4520,industry_5010,industry_5020,industry_5510,industry_5520,industry_6010,industry_6510,g_family,g_gov,propensity_score,_weight
18.0,2016,5010,-0.26,-0.2,-0.31,47.05,39.79,54.31,21.41,19.6013289,23.21644498,0.0,1.0,0.0,61.75,10.64,0.2156,0.1185,0.0184,2.0,1.0,1.0,-1.48438,7.0,1.0,0.0,0.49,0.000474949,Indonesia,Construction and Materials,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.75,0.04943160208733831,1
18.0,2017,5010,-0.06,0.09,-0.2,42.5,36.12,48.87,36.84,44.6692842,29.02055623,0.0,1.0,0.0,64.23,10.68,0.3465,0.0553,0.0189,2.0,1.0,1.0,-0.74519,7.0,1.0,0.0,0.49,0.000474949,Indonesia,Construction and Materials,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.23,0.05086488380577072,1
18.0,2018,5010,0.01,0.09,-0.07,39.88,35.71,44.04,40.9,45.00151012,36.78960097,0.0,1.0,0.0,55.85,10.7,0.3162,0.0764,0.0195,2.0,1.0,1.0,0.11079,7.0,1.0,0.0,0.49,0.000474949,Indonesia,Construction and Materials,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.85,0.051093347123791356,1
18.0,2019,5010,-0.07,-0.16,0.03,52.34,55.69,48.99,45.63,39.65569314,51.60217654,0.0,1.0,0.0,60.67,10.9,0.9308,0.0735,0.0251,2.0,1.0,1.0,1.78023,7.0,1.0,0.0,0.49,0.000474949,Indonesia,Construction and Materials,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.67,0.05177958701258593,1
18.0,2020,5010,-0.07,-0.14,0.01,54.35,58.65,50.05,47.52,44.45786771,50.57436518,0.0,1.0,0.0,52.34,10.89,0.7531,0.0582,0.0141,2.0,1.0,1.0,2.08229,7.0,1.0,0.0,0.49,0.000474949,Indonesia,Construction and Materials,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.34,0.05397173477904152,1
18.0,2021,5010,-0.24,-0.23,-0.25,71.19,76.63,65.74,47.63,54.06221685,41.20314389,0.0,1.0,0.0,66.47,10.88,0.5153,0.0388,0.017,2.0,1.0,1.0,0.92179,7.0,1.0,0.0,0.49,0.000474949,Indonesia,Construction and Materials,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.47,0.05243143099886038,1
18.0,2022,5010,-0.21,-0.23,-0.2,69.49,77.39,61.59,48.03,54.06221685,41.98911729,0.0,1.0,0.0,63.41,10.92,0.393,0.0415,0.01,2.0,1.0,1.0,0.51845,7.0,1.0,0.0,0.49,0.000474949,Indonesia,Construction and Materials,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.41,0.0515462419461474,1
20.0,2015,1510,-0.23,-0.05,-0.4,42.71,18.63,66.79,19.92,13.16822712,26.66263603,0.0,1.0,0.0,67.41,10.74,2.2145,0.0249,0.0166,2.0,1.0,1.0,6.70069,10.0,1.0,0.0,0.15,0.000317245,Indonesia,Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.41,0.08649527972631937,1
20.0,2016,1510,-0.22,-0.03,-0.4,40.69,16.56,64.82,19.13,13.16822712,25.09068924,0.0,1.0,0.0,51.97,10.7,1.7734,0.0504,0.027,2.0,1.0,1.0,5.34742,10.0,1.0,0.0,0.21,0.000317245,Indonesia,Telecommunications,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.97,0.07218601072801814,1
20.0,2017,1510,-0.23,-0.04,-0.41,41.74,17.0,66.48,19.13,13.16822712,25.09068924,0.0,1.0,0.0,45.69,10.7,1.6172,0.0502,0.0291,2.0,1.0,1.0,4.54458,10.0,1.0,0.0,0.21,0.000317245,Indonesia,Telecommunications,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.69,0.0663506330780616,1
20.0,2018,1510,-0.16,0.02,-0.34,36.06,11.56,60.56,19.92,13.16822712,26.66263603,0.0,1.0,0.0,43.93,10.72,2.2324,-0.006,0.0233,2.0,1.0,1.0,6.57343,11.0,0.0,0.0,0.21,0.000317245,Indonesia,Telecommunications,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.93,0.06298565487803146,1
20.0,2019,1510,-0.18,0.01,-0.38,38.22,11.98,64.46,19.92,13.16822712,26.66263603,0.0,1.0,0.0,40.19,10.79,2.3664,0.0637,0.0109,2.0,1.0,1.0,7.15269,10.0,0.0,0.0,0.21,0.000317245,Indonesia,Telecommunications,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.19,0.06561407874092702,1
20.0,2020,1510,-0.14,0.05,-0.34,36.31,12.42,60.19,22.2,17.72878285,26.66263603,0.0,1.0,0.0,54.63,10.79,2.3437,0.0308,0.0089,2.0,1.0,1.0,7.08886,10.0,0.0,0.0,0.21,0.000317245,Indonesia,Telecommunications,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.63,0.0696500915391123,1
20.0,2021,1510,-0.1,0.09,-0.29,34.05,11.85,56.24,24.26,21.11144669,27.41837969,0.0,1.0,0.0,14.73,10.8,3.6887,0.1481,0.0392,2.0,1.0,1.0,5.18021,21.0,0.0,0.0,0.21,0.000317245,Indonesia,Telecommunications,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73,0.062098978233769475,1
20.0,2022,1510,-0.21,0.0,-0.42,37.68,12.5,62.86,16.92,12.62458472,21.22128174,0.0,1.0,0.0,19.51,11.05,1.9752,0.0941,0.0149,2.0,1.0,1.0,4.47524,19.0,0.0,0.0,0.14,0.000317245,Indonesia,Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51,0.056433580209142735,1
20.0,2023,1510,0.01,0.19,-0.17,36.67,14.75,58.59,37.79,33.76623377,41.80773881,0.0,1.0,0.0,54.42,11.06,1.7521,0.0731,0.0176,2.0,1.0,1.0,4.56531,15.0,0.0,0.0,0.16,0.000317245,Indonesia,Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.42,0.05748779838171271,1
28.0,2015,5020,-0.15,0.05,-0.35,44.5,22.94,66.06,29.08,27.60495319,30.56227328,0.0,1.0,0.0,62.07,10.56,1.7853,0.0689,0.0411,2.0,1.0,1.0,4.81292,6.0,0.0,0.0,0.3,0.000556293,Indonesia,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.07,0.05255441766144666,1
28.0,2016,5020,-0.3,-0.15,-0.44,58.76,42.48,75.03,29.08,27.60495319,30.56227328,0.0,1.0,0.0,64.72,10.73,2.0025,0.0653,0.0275,2.0,1.0,1.0,5.75935,6.0,0.0,0.0,0.3,0.000556293,Indonesia,Industrial Goods and Services,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.72,0.05637442037015185,1
28.0,2017,5020,-0.37,-0.19,-0.54,67.22,46.89,87.54,30.66,27.60495319,33.70616687,0.0,1.0,0.0,62.62,10.9,2.2821,0.0428,0.024,2.0,1.0,1.0,6.54935,6.0,0.0,0.0,0.3,0.000556293,Indonesia,Industrial Goods and Services,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.62,0.055674375319703366,1
28.0,2018,5020,-0.4,-0.33,-0.47,73.92,66.55,81.29,34.07,34.03805497,34.09915357,0.0,1.0,0.0,46.1,10.92,2.0514,0.0387,0.0203,2.0,1.0,1.0,6.05417,6.0,0.0,0.0,0.3,0.000556293,Indonesia,Industrial Goods and Services,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.1,0.05095148942426982,1
28.0,2019,5020,-0.39,-0.31,-0.47,74.84,67.24,82.43,35.84,36.00120809,35.67110036,0.0,1.0,0.0,65.53,11.0,2.3894,0.0386,0.0233,2.0,1.0,1.0,7.25797,6.0,1.0,0.0,0.3,0.000556293,Indonesia,Industrial Goods and Services,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.53,0.07010132135046053,1
28.0,2020,5020,-0.34,-0.24,-0.45,75.88,71.51,80.24,41.5,47.32709151,35.67110036,0.0,1.0,0.0,59.92,11.02,3.4427,0.0344,0.0108,2.0,1.0,1.0,10.6734,5.0,1.0,0.0,0.3,0.000556293,Indonesia,Industrial Goods and Services,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.92,0.08787468867998444,1
28.0,2021,5020,-0.26,-0.13,-0.38,68.0,63.94,72.05,42.4,50.70975536,34.09915357,0.0,1.0,0.0,68.39,11.01,3.079,0.0325,0.015,2.0,1.0,1.0,9.56029,6.0,1.0,0.0,0.3,0.000556293,Indonesia,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.39,0.08513859687101064,1
28.0,2022,5020,-0.08,0.02,-0.19,56.66,46.91,66.4,48.47,49.07882815,47.85368803,0.0,1.0,0.0,64.63,10.96,2.4245,0.0494,0.0119,2.0,1.0,1.0,7.45335,6.0,1.0,0.0,0.3,0.000556293,Indonesia,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.63,0.07643800546786522,1
28.0,2023,5020,-0.01,0.06,-0.07,50.81,43.28,58.33,50.28,49.07882815,51.48125756,0.0,1.0,0.0,74.1,11.11,2.5206,0.0852,0.0088,2.0,1.0,1.0,7.5862,7.0,1.0,0.0,0.3,0.000556293,Indonesia,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.1,0.0786056816271135,1
32.0,2015,6510,-0.39,-0.28,-0.49,62.55,45.94,79.15,23.74,17.72878285,29.74607013,0.0,1.0,0.0,71.88,10.95,0.8968,0.0846,0.0245,2.0,1.0,1.0,0.70784,6.0,1.0,0.0,0.43,0.000264109,Indonesia,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.88,0.04884201800710879,1
32.0,2016,6510,-0.4,-0.33,-0.47,64.31,50.62,78.0,24.52,17.72878285,31.31801693,0.0,1.0,0.0,69.38,10.96,0.9176,0.0601,0.0127,2.0,1.0,1.0,1.57658,6.0,1.0,0.0,0.43,0.000264109,Indonesia,Utilities,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.38,0.053808322917526366,1
32.0,2017,6510,-0.36,-0.26,-0.46,71.85,54.9,88.8,35.72,28.78284506,42.6541717,0.0,1.0,0.0,75.13,10.93,0.7552,0.0333,0.0133,2.0,1.0,1.0,1.31273,6.0,1.0,0.0,0.43,0.000264109,Indonesia,Utilities,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.13,0.05437294272415075,1
32.0,2018,6510,-0.36,-0.27,-0.45,72.56,56.21,88.9,36.5,28.78284506,44.2261185,0.0,1.0,0.0,69.98,11.05,1.361,0.0512,0.0154,2.0,1.0,1.0,3.55966,5.0,1.0,0.0,0.43,0.000264109,Indonesia,Utilities,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.98,0.056403659712374724,1
32.0,2019,6510,-0.39,-0.31,-0.47,73.02,59.23,86.81,33.94,28.02778617,39.84280532,0.0,1.0,0.0,64.88,11.0,1.074,0.0178,0.0153,2.0,1.0,1.0,2.64967,6.0,1.0,0.0,0.43,0.000264109,Indonesia,Utilities,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.88,0.054404051605945844,1
32.0,2020,6510,-0.31,-0.22,-0.4,65.09,50.47,79.71,33.94,28.02778617,39.84280532,0.0,1.0,0.0,69.07,11.02,1.3852,-0.0138,0.0065,2.0,1.0,1.0,3.82072,6.0,1.0,0.0,0.43,0.000264109,Indonesia,Utilities,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.07,0.06171387082544731,1
32.0,2021,6510,-0.44,-0.47,-0.4,77.63,75.34,79.92,33.94,28.02778617,39.84280532,0.0,1.0,0.0,55.94,11.02,1.1683,0.0576,0.0089,2.0,1.0,1.0,3.32335,6.0,1.0,0.0,0.43,0.000264109,Indonesia,Utilities,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.94,0.056349646589589894,1
32.0,2022,6510,-0.32,-0.21,-0.44,66.0,48.61,83.39,33.94,28.02778617,39.84280532,0.0,1.0,0.0,52.33,11.04,0.816,0.0581,0.008,2.0,1.0,1.0,0.84554,6.0,1.0,0.0,0.43,0.000264109,Indonesia,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.33,0.047678680596941615,1
32.0,2023,6510,0.42,0.45,0.4,0.0,0.0,0.0,42.39,44.94110541,39.84280532,0.0,1.0,0.0,0.0,11.0,0.5727,0.0498,0.008,2.0,1.0,1.0,-0.16231,6.0,1.0,0.0,0.43,0.000264109,Indonesia,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.036831100726126095,1
36.0,2015,1510,-0.29,-0.28,-0.3,52.83,36.34,69.32,23.76,8.366052552,39.14752116,0.0,1.0,0.0,64.84,11.22,0.4607,0.1127,0.0371,2.0,1.0,1.0,-1.58059,8.0,0.0,0.0,0.49,0.000848961,Indonesia,Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.84,0.02885584157975244,1
36.0,2016,1510,-0.29,-0.27,-0.3,53.82,35.21,72.43,25.19,8.366052552,42.01934704,0.0,1.0,0.0,62.01,11.25,0.3768,0.1247,0.0427,2.0,1.0,1.0,-2.03932,8.0,0.0,0.0,0.49,0.000848961,Indonesia,Telecommunications,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.01,0.026545953115895263,1
36.0,2017,1510,-0.27,-0.22,-0.32,52.05,32.31,71.79,24.77,10.08758683,39.44981862,0.0,1.0,0.0,50.03,11.29,0.3826,0.1296,0.0484,2.0,1.0,1.0,-1.80916,8.0,0.0,0.0,0.49,0.000848961,Indonesia,Telecommunications,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.03,0.024396494436793308,1
36.0,2018,1510,-0.19,-0.24,-0.15,44.99,33.13,56.85,25.63,9.24192087,42.01934704,0.0,1.0,0.0,59.51,11.31,0.4457,0.1033,0.0388,2.0,1.0,1.0,-2.28483,10.0,0.0,0.0,0.49,0.000848961,Indonesia,Telecommunications,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.51,0.027109495625770162,1
36.0,2019,1510,-0.12,-0.12,-0.12,40.34,23.72,56.95,28.62,12.08094231,45.16324063,0.0,1.0,0.0,33.24,11.34,0.5231,0.1031,0.0385,2.0,1.0,1.0,-1.90103,6.0,0.0,0.0,0.48,0.000848961,Indonesia,Telecommunications,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.24,0.02228269802575189,1
