no,year,icbcode,gap,gap_e,gap_s,es,e,s,esdis,edis,sdis,family,gov,instit,g,size,lev,roa,mtb,country,capitalism,legal,kz,boardSize,CSRcmte,CEOdual,freeFloatShareholding,insiderShareholding,country_name,industry_name,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,industry_1010,industry_1510,industry_2010,industry_3010,industry_3020,industry_3030,industry_3510,industry_4010,industry_4020,industry_4030,industry_4040,industry_4050,industry_4510,industry_4520,industry_5010,industry_5020,industry_5510,industry_5520,industry_6010,industry_6510,g_family,g_gov,propensity_score,_weight
534.0,2015,6010,-0.07,-0.16,0.03,13.02,17.19,8.85,6.44,1.238296587,11.63845224,1.0,0.0,0.0,38.32,7.4,0.7922,0.0604,0.011,1.0,0.0,0.0,2.10788,11.0,0.0,1.0,0.63,0.0,Hong Kong,Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.32,0.0,0.6292758956036051,1
534.0,2016,6010,-0.12,-0.18,-0.06,29.65,34.83,24.47,17.31,16.4602839,18.16807739,1.0,0.0,0.0,55.22,7.42,0.5888,0.0583,0.0079,1.0,0.0,0.0,0.9215,12.0,0.0,1.0,0.63,0.0,Hong Kong,Energy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.22,0.0,0.5995876394257487,1
534.0,2017,6010,-0.24,-0.21,-0.28,55.92,62.99,48.85,31.56,42.34370281,20.76783555,1.0,0.0,0.0,44.69,7.43,0.7141,0.029,0.0099,1.0,0.0,0.0,1.33751,12.0,0.0,0.0,0.26,0.0,Hong Kong,Energy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.69,0.0,0.4770975543684875,1
534.0,2018,6010,-0.23,-0.22,-0.25,56.74,67.47,46.0,33.28,45.78677137,20.76783555,1.0,0.0,0.0,30.93,7.42,0.6832,0.0303,0.015,1.0,0.0,0.0,1.50487,11.0,0.0,0.0,0.26,0.0,Hong Kong,Energy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.93,0.0,0.5013537445775192,1
534.0,2019,6010,-0.26,-0.26,-0.26,59.18,71.53,46.82,33.28,45.78677137,20.76783555,1.0,0.0,0.0,45.69,7.39,0.4673,0.0341,0.0079,1.0,0.0,0.0,1.01968,12.0,0.0,1.0,0.26,0.0,Hong Kong,Energy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.69,0.0,0.599251013437428,1
534.0,2020,6010,-0.31,-0.22,-0.4,64.07,67.46,60.68,33.28,45.78677137,20.76783555,1.0,0.0,0.0,40.33,7.41,0.1948,0.0417,0.0053,1.0,0.0,0.0,-0.17462,12.0,0.0,1.0,0.26,0.0,Hong Kong,Energy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.33,0.0,0.601610139106291,1
534.0,2021,6010,-0.16,-0.17,-0.16,59.81,71.38,48.23,43.4,54.36424041,32.43651753,1.0,0.0,0.0,52.77,7.47,0.2984,0.0553,0.0067,1.0,0.0,0.0,0.67181,12.0,0.0,1.0,0.26,0.0,Hong Kong,Energy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.77,0.0,0.5978630397970365,1
534.0,2022,6010,-0.14,-0.06,-0.21,60.41,64.84,55.97,46.8,58.59257022,35.00604595,1.0,0.0,0.0,44.93,7.61,0.7486,0.0098,0.0063,1.0,0.0,0.0,1.982,12.0,0.0,1.0,0.26,0.0,Hong Kong,Energy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.93,0.0,0.5868865956817133,1
534.0,2023,6010,0.47,0.59,0.35,0.0,0.0,0.0,46.8,58.59257022,35.00604595,1.0,0.0,0.0,0.0,7.61,0.9242,0.0128,0.0042,1.0,0.0,0.0,2.60717,11.0,1.0,1.0,0.27,0.0,Hong Kong,Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5598713254198874,1
536.0,2015,6510,0.01,-0.01,0.03,2.51,0.52,4.49,3.6,0,7.194679565,1.0,0.0,0.0,25.64,8.12,0.2448,0.0961,0.0157,1.0,0.0,0.0,-1.02082,16.0,0.0,0.0,0.24,4.36159e-05,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.64,0.0,0.4352260866946859,1
536.0,2016,6510,0.07,0.07,0.08,9.76,10.61,8.9,16.97,17.30594986,16.62636034,1.0,0.0,0.0,31.5,8.11,0.2732,0.0829,0.0189,1.0,0.0,0.0,-0.96483,15.0,0.0,0.0,0.22,4.36159e-05,Hong Kong,Utilities,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.5,0.0,0.43808075067204316,1
536.0,2017,6510,0.23,0.35,0.1,10.22,11.62,8.81,32.76,46.33041377,19.19588875,1.0,0.0,0.0,31.35,8.2,0.4807,0.0798,0.0163,1.0,0.0,0.0,-0.44648,17.0,0.0,0.0,0.28,4.36159e-05,Hong Kong,Utilities,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.35,0.0,0.41175555460030067,1
536.0,2018,6510,0.08,0.28,-0.12,27.95,18.52,37.37,36.0,46.33041377,25.66505441,1.0,0.0,0.0,28.63,8.2,0.4184,0.0736,0.0148,1.0,0.0,0.0,-0.33357,17.0,0.0,0.0,0.28,4.36159e-05,Hong Kong,Utilities,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.63,0.0,0.41207740772523116,1
536.0,2019,6510,0.09,0.33,-0.16,27.1,16.33,37.87,35.88,49.71307762,22.03748489,1.0,0.0,0.0,32.49,8.22,0.4163,0.0718,0.0142,1.0,0.0,0.0,-0.41711,17.0,0.0,0.0,0.28,4.36159e-05,Hong Kong,Utilities,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.49,0.0,0.4075296832484195,1
536.0,2020,6510,-0.02,0.21,-0.25,43.19,29.16,57.21,41.54,50.43793416,32.64812576,1.0,0.0,0.0,31.85,8.22,0.4246,0.05,0.0113,1.0,0.0,0.0,-0.303,17.0,1.0,0.0,0.28,4.36159e-05,Hong Kong,Utilities,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.85,0.0,0.3272245372532333,1
536.0,2021,6510,-0.02,0.2,-0.24,43.45,29.96,56.93,41.27,49.89429175,32.64812576,1.0,0.0,0.0,23.83,8.21,0.3464,0.0501,0.0101,1.0,0.0,0.0,-0.49741,17.0,1.0,0.0,0.28,4.36159e-05,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.83,0.0,0.33270557487770575,1
536.0,2022,6510,0.03,0.2,-0.14,38.83,31.48,46.17,42.25,51.85744488,32.64812576,1.0,0.0,0.0,30.66,8.22,0.322,0.0526,0.0112,1.0,0.0,0.0,-0.71504,16.0,1.0,0.0,0.24,4.36159e-05,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.66,0.0,0.33869320238482703,1
536.0,2023,6510,0.06,0.23,-0.12,39.13,30.67,47.59,44.81,53.82059801,35.79201935,1.0,0.0,0.0,29.56,8.22,0.2794,0.0552,0.0089,1.0,0.0,0.0,-0.80542,16.0,1.0,0.0,0.24,4.36159e-05,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.56,0.0,0.34030728076396777,1
537.0,2015,3510,0.04,0.16,-0.08,12.51,0.0,25.01,16.8,16.4602839,17.14026602,1.0,0.0,0.0,12.83,8.57,0.2318,0.0634,0.0074,1.0,0.0,0.0,0.03743,14.0,0.0,0.0,0.72,0.001134518,Hong Kong,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.83,0.0,0.4464252366660681,1
537.0,2016,3510,-0.23,-0.07,-0.38,38.82,23.85,53.78,16.03,16.4602839,15.59854897,1.0,0.0,0.0,22.79,8.6,0.2597,0.052,0.0065,1.0,0.0,0.0,-0.0925,14.0,0.0,0.0,0.66,0.001134518,Hong Kong,Real Estate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.79,0.0,0.4328988684955768,1
537.0,2017,3510,-0.24,-0.1,-0.37,49.51,42.01,57.01,25.73,31.71247357,19.74002418,1.0,0.0,0.0,36.21,8.65,0.287,0.0736,0.0073,1.0,0.0,0.0,0.02067,15.0,0.0,0.0,0.65,0.001134518,Hong Kong,Real Estate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.21,0.0,0.4170087039872237,1
537.0,2018,3510,-0.19,-0.06,-0.31,45.54,37.82,53.26,27.01,31.71247357,22.3095526,1.0,0.0,0.0,37.44,8.67,0.2509,0.0898,0.0076,1.0,0.0,0.0,-0.0284,13.0,1.0,1.0,0.71,0.001134518,Hong Kong,Real Estate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.44,0.0,0.48786473747503756,1
537.0,2019,3510,-0.2,-0.1,-0.31,50.86,43.17,58.54,30.59,33.43400785,27.75090689,1.0,0.0,0.0,50.36,8.7,0.2868,0.0625,0.0074,1.0,0.0,0.0,0.10011,13.0,1.0,1.0,0.71,0.001134518,Hong Kong,Real Estate,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.36,0.0,0.4665537062304314,1
537.0,2020,3510,-0.22,-0.1,-0.35,56.51,47.46,65.55,34.19,37.54152824,30.83434099,1.0,0.0,0.0,42.12,8.71,0.2587,0.0349,0.0048,1.0,0.0,0.0,0.01616,14.0,1.0,1.0,0.71,0.001134518,Hong Kong,Real Estate,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.12,0.0,0.449803025897095,1
537.0,2021,3510,-0.41,-0.45,-0.37,78.69,83.19,74.18,37.98,38.3871942,37.57557437,1.0,0.0,0.0,54.78,8.74,0.2988,0.0415,0.0047,1.0,0.0,0.0,0.23288,14.0,1.0,1.0,0.68,0.001134518,Hong Kong,Real Estate,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.78,0.0,0.4420897457704006,1
537.0,2022,3510,-0.42,-0.44,-0.41,80.44,82.74,78.13,37.98,38.3871942,37.57557437,1.0,0.0,0.0,43.38,8.71,0.1634,0.043,0.0052,1.0,0.0,0.0,-0.27671,16.0,1.0,1.0,0.6,0.001134518,Hong Kong,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.38,0.0,0.42628814801862625,1
537.0,2023,3510,-0.41,-0.48,-0.33,80.2,86.79,73.6,39.27,38.3871942,40.14510278,1.0,0.0,0.0,32.89,8.7,0.1779,0.0371,0.0044,1.0,0.0,0.0,-0.17286,16.0,1.0,1.0,0.6,0.001134518,Hong Kong,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.89,0.0,0.43304866767662786,1
538.0,2015,6510,-0.23,-0.27,-0.19,78.31,90.55,66.06,55.35,63.99879191,46.70495768,1.0,0.0,0.0,89.77,8.31,0.658,0.0897,0.0186,1.0,0.0,0.0,0.67976,14.0,1.0,0.0,0.78,0.162519568,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.77,0.0,0.33258638978730704,1
538.0,2016,6510,-0.19,-0.18,-0.2,77.63,88.96,66.3,58.73,70.7641196,46.70495768,1.0,0.0,0.0,87.62,8.31,0.586,0.0703,0.0185,1.0,0.0,0.0,0.34648,14.0,1.0,0.0,0.78,0.162519568,Hong Kong,Utilities,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.62,0.0,0.3264484549507019,1
538.0,2017,6510,-0.21,-0.09,-0.32,75.46,83.4,67.52,54.71,73.9051646,35.51995163,1.0,0.0,0.0,89.51,8.36,0.5808,0.0733,0.0193,1.0,0.0,0.0,0.26221,14.0,1.0,0.0,0.88,0.162519568,Hong Kong,Utilities,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.51,0.0,0.32425359720798946,1
538.0,2018,6510,-0.2,-0.06,-0.34,78.13,80.0,76.25,58.08,73.9051646,42.26118501,1.0,0.0,0.0,87.11,8.36,0.5602,0.066,0.0186,1.0,0.0,0.0,0.26392,15.0,1.0,0.0,0.71,0.162519568,Hong Kong,Utilities,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.11,0.0,0.31273911225161816,1
538.0,2019,6510,-0.19,-0.06,-0.33,78.27,81.56,74.97,58.79,75.32467532,42.26118501,1.0,0.0,0.0,89.23,8.34,0.5342,0.025,0.0215,1.0,0.0,0.0,0.20003,14.0,1.0,0.0,0.71,0.162519568,Hong Kong,Utilities,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.23,0.0,0.30856537950963225,1
538.0,2020,6510,-0.18,-0.08,-0.29,79.14,83.16,75.11,60.88,75.32467532,46.43288996,1.0,0.0,0.0,82.14,8.37,0.521,0.0563,0.0179,1.0,0.0,0.0,0.12298,14.0,1.0,0.0,0.72,0.162519568,Hong Kong,Utilities,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.14,0.0,0.323045895896108,1
538.0,2021,6510,-0.17,-0.1,-0.25,78.07,84.85,71.28,60.88,75.32467532,46.43288996,1.0,0.0,0.0,85.23,8.38,0.5513,0.041,0.0167,1.0,0.0,0.0,0.29202,13.0,1.0,0.0,0.72,0.162519568,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.23,0.0,0.3269838240634395,1
538.0,2022,6510,-0.16,-0.11,-0.21,76.79,86.44,67.13,60.88,75.32467532,46.43288996,1.0,0.0,0.0,79.13,8.37,0.6072,0.0116,0.0185,1.0,0.0,0.0,0.55954,14.0,1.0,0.0,0.72,0.162519568,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.13,0.0,0.3115287608935996,1
538.0,2023,6510,-0.17,-0.19,-0.14,74.53,88.14,60.92,57.59,68.74056176,46.43288996,1.0,0.0,0.0,86.35,8.36,0.612,0.0339,0.0142,1.0,0.0,0.0,0.4824,15.0,1.0,0.0,0.72,0.162519568,Hong Kong,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.35,0.0,0.3038132179248616,1
544.0,2015,3510,0.08,0.07,0.09,0.0,0.0,0.0,7.78,6.704922984,8.857315599,1.0,0.0,0.0,0.0,7.82,0.2993,0.0558,0.0053,1.0,0.0,0.0,0.21463,0.0,0.0,0.0,0.38,0.003400095,Hong Kong,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6502141462114529,1
544.0,2016,3510,0.09,0.07,0.11,0.0,0.0,0.0,9.08,6.704922984,11.45707376,1.0,0.0,0.0,0.0,7.83,0.2917,0.0522,0.0046,1.0,0.0,0.0,0.14974,0.0,0.0,0.0,0.37,0.003400095,Hong Kong,Real Estate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6484911404065025,1
544.0,2017,3510,0.17,0.21,0.12,0.0,0.0,0.0,16.78,21.08124434,12.48488513,1.0,0.0,0.0,0.0,7.89,0.245,0.1564,0.0049,1.0,0.0,0.0,-0.06057,0.0,0.0,0.0,0.34,0.003400095,Hong Kong,Real Estate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6816060575798055,1
544.0,2018,3510,0.18,0.21,0.15,0.0,0.0,0.0,18.07,21.08124434,15.05441354,1.0,0.0,0.0,0.0,7.93,0.2247,0.1005,0.0049,1.0,0.0,0.0,-0.07791,0.0,0.0,0.0,0.34,0.003400095,Hong Kong,Real Estate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6613313916112814,1
544.0,2019,3510,-0.34,-0.37,-0.3,54.92,59.76,50.07,21.23,22.74237391,19.70979444,1.0,0.0,0.0,10.48,7.92,0.2309,-0.001,0.0059,1.0,0.0,0.0,-0.05868,7.0,1.0,0.0,0.34,0.003400095,Hong Kong,Real Estate,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.48,0.0,0.45374791036198575,1
544.0,2020,3510,-0.22,-0.25,-0.19,53.0,56.0,49.99,30.88,30.92721232,30.83434099,1.0,0.0,0.0,5.19,7.86,0.3224,-0.1548,0.0054,1.0,0.0,0.0,0.2544,7.0,1.0,0.0,0.33,0.003400095,Hong Kong,Real Estate,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,0.0,0.4031937149536876,1
544.0,2021,3510,-0.47,-0.48,-0.47,77.12,79.24,74.99,29.93,31.59166415,28.26481258,1.0,0.0,0.0,12.45,7.83,0.3123,-0.0058,0.0057,1.0,0.0,0.0,0.12218,8.0,1.0,0.0,0.33,0.003400095,Hong Kong,Real Estate,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,0.0,0.4418732381482644,1
544.0,2022,3510,-0.46,-0.47,-0.45,76.16,78.91,73.41,29.93,31.59166415,28.26481258,1.0,0.0,0.0,15.11,7.81,0.3074,-0.0047,0.0045,1.0,0.0,0.0,0.1872,9.0,1.0,0.0,0.32,0.003400095,Hong Kong,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.11,0.0,0.42902003499139585,1
544.0,2023,3510,-0.43,-0.48,-0.39,74.05,81.17,66.92,30.64,33.01117487,28.26481258,1.0,0.0,0.0,25.34,7.81,0.3126,0.0091,0.0045,1.0,0.0,0.0,0.27895,7.0,1.0,0.0,0.31,0.003400095,Hong Kong,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.34,0.0,0.4510736567382483,1
546.0,2015,5020,-0.11,-0.12,-0.1,12.49,11.64,13.34,1.6,0,3.204353083,1.0,0.0,0.0,63.33,7.39,1.6754,0.0354,0.0172,1.0,0.0,0.0,-8.56905,9.0,0.0,1.0,0.65,0.076838245,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.33,0.0,0.5886191924625631,1
546.0,2016,5020,0.03,0.12,-0.05,9.17,4.46,13.87,12.55,16.4602839,8.645707376,1.0,0.0,0.0,77.68,7.37,0.6834,0.0319,0.0066,1.0,0.0,0.0,-8.523,8.0,0.0,1.0,0.68,0.076838245,Hong Kong,Industrial Goods and Services,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.68,0.0,0.5900245273507372,1
546.0,2017,5020,0.07,0.17,-0.02,22.73,25.12,20.34,30.01,42.10208396,17.92623942,1.0,0.0,0.0,75.19,7.35,0.8807,0.0358,0.0135,1.0,0.0,0.0,-6.87152,8.0,0.0,1.0,0.68,0.076838245,Hong Kong,Industrial Goods and Services,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.19,0.0,0.5990344618225794,1
546.0,2018,5020,-0.03,0.02,-0.08,33.81,40.89,26.73,31.12,43.27997584,18.95405079,1.0,0.0,0.0,80.03,7.4,1.2937,0.0384,0.019,1.0,0.0,0.0,-1.74065,8.0,0.0,1.0,0.72,0.076838245,Hong Kong,Industrial Goods and Services,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.03,0.0,0.6115814045011614,1
546.0,2019,5020,-0.02,-0.02,-0.03,33.31,40.76,25.86,30.95,39.05164603,22.85368803,1.0,0.0,0.0,75.28,6.37,1.0136,0.0335,0.0172,1.0,0.0,0.0,-1.80474,6.0,0.0,1.0,0.49,0.076838245,Hong Kong,Industrial Goods and Services,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.28,0.0,0.6694372125863576,1
